t              csa.fdtd_Point probe A2_Ez_50_20_0.dat
   0.75874999538871890E-006  -0.290397110E+002
   0.75999999538112206E-006  -0.290154190E+002
   0.76124999537352522E-006  -0.290292530E+002
   0.76249999536592838E-006  -0.290181103E+002
   0.76374999535833155E-006  -0.289435520E+002
   0.76499999535073471E-006  -0.288304081E+002
   0.76624999534313787E-006  -0.287399120E+002
   0.76749999533554103E-006  -0.287063198E+002
   0.76874999532794419E-006  -0.287041378E+002
   0.76999999532034735E-006  -0.286792393E+002
   0.77124999531275051E-006  -0.286082077E+002
   0.77249999530515367E-006  -0.285210171E+002
   0.77374999529755684E-006  -0.284638824E+002
   0.77499999528996000E-006  -0.284452839E+002
   0.77624999528236316E-006  -0.284260941E+002
   0.77749999527476632E-006  -0.283649673E+002
   0.77874999526716948E-006  -0.282678680E+002
   0.77999999525957264E-006  -0.281850758E+002
   0.78124999525197580E-006  -0.281569557E+002
   0.78249999524437897E-006  -0.281674595E+002
   0.78374999523678213E-006  -0.281576118E+002
   0.78499999522918529E-006  -0.280865364E+002
   0.78624999522158845E-006  -0.279751072E+002
   0.78749999521399161E-006  -0.278850174E+002
   0.78874999520639477E-006  -0.278551445E+002
   0.78999999519879793E-006  -0.278627300E+002
   0.79124999519120109E-006  -0.278497868E+002
   0.79249999518360426E-006  -0.277848854E+002
   0.79374999517600742E-006  -0.276935539E+002
   0.79499999516841058E-006  -0.276262970E+002
   0.79624999516081374E-006  -0.276016846E+002
   0.79749999515321690E-006  -0.275878429E+002
   0.79874999514562006E-006  -0.275415268E+002
   0.79999999513802322E-006  -0.274594288E+002
   0.80124999513042638E-006  -0.273831120E+002
   0.80249999512282955E-006  -0.273515053E+002
   0.80374999511523271E-006  -0.273543797E+002
   0.80499999510763587E-006  -0.273401699E+002
   0.80624999510003903E-006  -0.272714081E+002
   0.80749999509244219E-006  -0.271673183E+002
   0.80874999508484535E-006  -0.270858192E+002
   0.80999999507724851E-006  -0.270630322E+002
   0.81124999506965167E-006  -0.270752163E+002
   0.81249999506205484E-006  -0.270641689E+002
   0.81374999505445800E-006  -0.269984760E+002
   0.81499999504686116E-006  -0.269046230E+002
   0.81624999503926432E-006  -0.268355846E+002
   0.81749999503166748E-006  -0.268128166E+002
   0.81874999502407064E-006  -0.268054848E+002
   0.81999999501647380E-006  -0.267682819E+002
   0.82124999500887697E-006  -0.266939163E+002
   0.82249999500128013E-006  -0.266208401E+002
   0.82374999499368329E-006  -0.265877495E+002
   0.82499999498608645E-006  -0.265868835E+002
   0.82624999497848961E-006  -0.265701103E+002
   0.82749999497089277E-006  -0.265026131E+002
   0.82874999496329593E-006  -0.264044857E+002
   0.82999999495569909E-006  -0.263322525E+002
   0.83124999494810226E-006  -0.263184910E+002
   0.83249999494050542E-006  -0.263352242E+002
   0.83374999493290858E-006  -0.263221874E+002
   0.83499999492531174E-006  -0.262503529E+002
   0.83624999491771490E-006  -0.261520996E+002
   0.83749999491011806E-006  -0.260854931E+002
   0.83874999490252122E-006  -0.260719833E+002
   0.83999999489492438E-006  -0.260754681E+002
   0.84124999488732755E-006  -0.260445023E+002
   0.84249999487973071E-006  -0.259698238E+002
   0.84374999487213387E-006  -0.258931274E+002
   0.84499999486453703E-006  -0.258580341E+002
   0.84624999485694019E-006  -0.258589840E+002
   0.84749999484934335E-006  -0.258462677E+002
   0.84874999484174651E-006  -0.257825050E+002
   0.84999999483414967E-006  -0.256873837E+002
   0.85124999482655284E-006  -0.256191463E+002
   0.85249999481895600E-006  -0.256111546E+002
   0.85374999481135916E-006  -0.256329823E+002
   0.85499999480376232E-006  -0.256204109E+002
   0.85624999479616548E-006  -0.255436020E+002
   0.85749999478856864E-006  -0.254397888E+002
   0.85874999478097180E-006  -0.253742390E+002
   0.85999999477337497E-006  -0.253710232E+002
   0.86124999476577813E-006  -0.253883839E+002
   0.86249999475818129E-006  -0.253651104E+002
   0.86374999475058445E-006  -0.252869473E+002
   0.86499999474298761E-006  -0.252004070E+002
   0.86624999473539077E-006  -0.251595001E+002
   0.86749999472779393E-006  -0.251649780E+002
   0.86874999472019709E-006  -0.251637859E+002
   0.86999999471260026E-006  -0.251094685E+002
   0.87124999470500342E-006  -0.250160694E+002
   0.87249999469740658E-006  -0.249445286E+002
   0.87374999468980974E-006  -0.249352245E+002
   0.87499999468221290E-006  -0.249609776E+002
   0.87624999467461606E-006  -0.249538231E+002
   0.87749999466701922E-006  -0.248781357E+002
   0.87874999465942238E-006  -0.247707367E+002
   0.87999999465182555E-006  -0.247031670E+002
   0.88124999464422871E-006  -0.247057705E+002
   0.88249999463663187E-006  -0.247353725E+002
   0.88374999462903503E-006  -0.247216663E+002
   0.88499999462143819E-006  -0.246422253E+002
   0.88624999461384135E-006  -0.245450993E+002
   0.88749999460624451E-006  -0.244951668E+002
   0.88874999459864767E-006  -0.245034008E+002
   0.88999999459105084E-006  -0.245163307E+002
   0.89124999458345400E-006  -0.244765701E+002
   0.89249999457585716E-006  -0.243871288E+002
   0.89374999456826032E-006  -0.243082638E+002
   0.89499999456066348E-006  -0.242900906E+002
   0.89624999455306664E-006  -0.243154354E+002
   0.89749999454546980E-006  -0.243168259E+002
   0.89874999453787296E-006  -0.242501545E+002
   0.89999999453027613E-006  -0.241445751E+002
   0.90124999452267929E-006  -0.240730515E+002
   0.90249999451508245E-006  -0.240742817E+002
   0.90374999450748561E-006  -0.241103783E+002
   0.90499999449988877E-006  -0.241066360E+002
   0.90624999449229193E-006  -0.240309334E+002
   0.90749999448469509E-006  -0.239272823E+002
   0.90874999447709826E-006  -0.238677006E+002
   0.90999999446950142E-006  -0.238749847E+002
   0.91124999446190458E-006  -0.238998928E+002
   0.91249999445430774E-006  -0.238764648E+002
   0.91374999444671090E-006  -0.237941837E+002
   0.91499999443911406E-006  -0.237081394E+002
   0.91624999443151722E-006  -0.236769295E+002
   0.91749999442392038E-006  -0.236972523E+002
   0.91874999441632355E-006  -0.237073250E+002
   0.91999999440872671E-006  -0.236553841E+002
   0.92124999440112987E-006  -0.235578270E+002
   0.92249999439353303E-006  -0.234827194E+002
   0.92374999438593619E-006  -0.234760246E+002
   0.92499999437833935E-006  -0.235108089E+002
   0.92624999437074251E-006  -0.235150776E+002
   0.92749999436314567E-006  -0.234485912E+002
   0.92874999435554884E-006  -0.233458214E+002
   0.92999999434795200E-006  -0.232788887E+002
   0.93124999434035516E-006  -0.232807732E+002
   0.93249999433275832E-006  -0.233114643E+002
   0.93374999432516148E-006  -0.233025494E+002
   0.93499999431756464E-006  -0.232308998E+002
   0.93624999430996780E-006  -0.231416817E+002
   0.93749999430237096E-006  -0.230971088E+002
   0.93874999429477413E-006  -0.231081581E+002
   0.93999999428717729E-006  -0.231238422E+002
   0.94124999427958045E-006  -0.230887222E+002
   0.94249999427198361E-006  -0.230046577E+002
   0.94374999426438677E-006  -0.229288807E+002
   0.94499999425678993E-006  -0.229107952E+002
   0.94624999424919309E-006  -0.229370422E+002
   0.94749999424159626E-006  -0.229451561E+002
   0.94874999423399942E-006  -0.228910351E+002
   0.94999999422640258E-006  -0.227968826E+002
   0.95124999421880574E-006  -0.227276402E+002
   0.95249999421120890E-006  -0.227216606E+002
   0.95374999420361206E-006  -0.227504864E+002
   0.95499999419601522E-006  -0.227504025E+002
   0.95624999418841838E-006  -0.226906509E+002
   0.95749999418082155E-006  -0.226045570E+002
   0.95874999417322471E-006  -0.225513706E+002
   0.95999999416562787E-006  -0.225518627E+002
   0.96124999415803103E-006  -0.225678158E+002
   0.96249999415043419E-006  -0.225460968E+002
   0.96374999414283735E-006  -0.224774799E+002
   0.96499999413524051E-006  -0.224056530E+002
   0.96624999412764367E-006  -0.223777046E+002
   0.96749999412004684E-006  -0.223915462E+002
   0.96874999411245000E-006  -0.223981361E+002
   0.96999999410485316E-006  -0.223555431E+002
   0.97124999409725632E-006  -0.222752132E+002
   0.97249999408965948E-006  -0.222099190E+002
   0.97374999408206264E-006  -0.221968403E+002
   0.97499999407446580E-006  -0.222177887E+002
   0.97624999406686896E-006  -0.222192268E+002
   0.97749999405927213E-006  -0.221695995E+002
   0.97874999405167529E-006  -0.220918427E+002
   0.97999999404407845E-006  -0.220369930E+002
   0.98124999403648161E-006  -0.220290241E+002
   0.98249999402888477E-006  -0.220409451E+002
   0.98374999402128793E-006  -0.220265656E+002
   0.98499999401369109E-006  -0.219714146E+002
   0.98624999400609425E-006  -0.219068623E+002
   0.98749999399849742E-006  -0.218734646E+002
   0.98874999399090058E-006  -0.218754845E+002
   0.98999999398330374E-006  -0.218769054E+002
   0.99124999397570690E-006  -0.218423195E+002
   0.99249999396811006E-006  -0.217766094E+002
   0.99374999396051322E-006  -0.217196331E+002
   0.99499999395291638E-006  -0.217023563E+002
   0.99624999394531955E-006  -0.217130337E+002
   0.99749999393772271E-006  -0.217101345E+002
   0.99874999393012587E-006  -0.216672020E+002
   0.99999999392252903E-006  -0.216005344E+002
