t              csa.fdtd_Point probe A1_Ey_45_20_25.dat
   0.79124999519120109E-006   0.411958575E+000
   0.79249999518360426E-006   0.403476954E+000
   0.79374999517600742E-006   0.407885373E+000
   0.79499999516841058E-006   0.420797646E+000
   0.79624999516081374E-006   0.427485049E+000
   0.79749999515321690E-006   0.418351442E+000
   0.79874999514562006E-006   0.402264833E+000
   0.79999999513802322E-006   0.398279488E+000
   0.80124999513042638E-006   0.411766589E+000
   0.80249999512282955E-006   0.425479770E+000
   0.80374999511523271E-006   0.420417964E+000
   0.80499999510763587E-006   0.400951505E+000
   0.80624999510003903E-006   0.390180558E+000
   0.80749999509244219E-006   0.400574058E+000
   0.80874999508484535E-006   0.418491781E+000
   0.80999999507724851E-006   0.422089428E+000
   0.81124999506965167E-006   0.407782197E+000
   0.81249999506205484E-006   0.392087668E+000
   0.81374999505445800E-006   0.390477479E+000
   0.81499999504686116E-006   0.401620597E+000
   0.81624999503926432E-006   0.412347406E+000
   0.81749999503166748E-006   0.412144154E+000
   0.81874999502407064E-006   0.401360363E+000
   0.81999999501647380E-006   0.389756888E+000
   0.82124999500887697E-006   0.388571739E+000
   0.82249999500128013E-006   0.399728000E+000
   0.82374999499368329E-006   0.411101550E+000
   0.82499999498608645E-006   0.407534719E+000
   0.82624999497848961E-006   0.389901519E+000
   0.82749999497089277E-006   0.377787977E+000
   0.82874999496329593E-006   0.386815459E+000
   0.82999999495569909E-006   0.407010376E+000
   0.83124999494810226E-006   0.412943721E+000
   0.83249999494050542E-006   0.395709813E+000
   0.83374999493290858E-006   0.375055999E+000
   0.83499999492531174E-006   0.374678493E+000
   0.83624999491771490E-006   0.392974526E+000
   0.83749999491011806E-006   0.406773776E+000
   0.83874999490252122E-006   0.400689185E+000
   0.83999999489492438E-006   0.383374959E+000
   0.84124999488732755E-006   0.373856992E+000
   0.84249999487973071E-006   0.379703999E+000
   0.84374999487213387E-006   0.392319053E+000
   0.84499999486453703E-006   0.398395777E+000
   0.84624999485694019E-006   0.391781062E+000
   0.84749999484934335E-006   0.377720296E+000
   0.84874999484174651E-006   0.369334608E+000
   0.84999999483414967E-006   0.376380116E+000
   0.85124999482655284E-006   0.392896175E+000
   0.85249999481895600E-006   0.399638474E+000
   0.85374999481135916E-006   0.385497540E+000
   0.85499999480376232E-006   0.364255309E+000
   0.85624999479616548E-006   0.360958934E+000
   0.85749999478856864E-006   0.380330771E+000
   0.85874999478097180E-006   0.398545235E+000
   0.85999999477337497E-006   0.392442197E+000
   0.86124999476577813E-006   0.369133711E+000
   0.86249999475818129E-006   0.356562763E+000
   0.86374999475058445E-006   0.367911637E+000
   0.86499999474298761E-006   0.386893898E+000
   0.86624999473539077E-006   0.390457630E+000
   0.86749999472779393E-006   0.376178145E+000
   0.86874999472019709E-006   0.361080289E+000
   0.86999999471260026E-006   0.359683633E+000
   0.87124999470500342E-006   0.370659173E+000
   0.87249999469740658E-006   0.382133007E+000
   0.87374999468980974E-006   0.383213580E+000
   0.87499999468221290E-006   0.371658862E+000
   0.87624999467461606E-006   0.356665254E+000
   0.87749999466701922E-006   0.353359699E+000
   0.87874999465942238E-006   0.367331356E+000
   0.87999999465182555E-006   0.384077370E+000
   0.88124999464422871E-006   0.382256120E+000
   0.88249999463663187E-006   0.360824347E+000
   0.88374999462903503E-006   0.344249070E+000
   0.88499999462143819E-006   0.353157312E+000
   0.88624999461384135E-006   0.376485705E+000
   0.88749999460624451E-006   0.384287059E+000
   0.88874999459864767E-006   0.366318464E+000
   0.88999999459105084E-006   0.344874233E+000
   0.89124999458345400E-006   0.345139116E+000
   0.89249999457585716E-006   0.363912046E+000
   0.89374999456826032E-006   0.376818359E+000
   0.89499999456066348E-006   0.369987786E+000
   0.89624999455306664E-006   0.353473186E+000
   0.89749999454546980E-006   0.344831944E+000
   0.89874999453787296E-006   0.349783480E+000
   0.89999999453027613E-006   0.361119300E+000
   0.90124999452267929E-006   0.368332297E+000
   0.90249999451508245E-006   0.364602625E+000
   0.90374999450748561E-006   0.351209372E+000
   0.90499999449988877E-006   0.339762211E+000
   0.90624999449229193E-006   0.343685299E+000
   0.90749999448469509E-006   0.361035049E+000
   0.90874999447709826E-006   0.371427327E+000
   0.90999999446950142E-006   0.359229892E+000
   0.91124999446190458E-006   0.336493582E+000
   0.91249999445430774E-006   0.330963016E+000
   0.91374999444671090E-006   0.350051850E+000
   0.91499999443911406E-006   0.369317502E+000
   0.91624999443151722E-006   0.363752425E+000
   0.91749999442392038E-006   0.340438902E+000
   0.91874999441632355E-006   0.328251630E+000
   0.91999999440872671E-006   0.339891106E+000
   0.92124999440112987E-006   0.357976258E+000
   0.92249999439353303E-006   0.360313863E+000
   0.92374999438593619E-006   0.346626878E+000
   0.92499999437833935E-006   0.333837777E+000
   0.92624999437074251E-006   0.333488435E+000
   0.92749999436314567E-006   0.342469871E+000
   0.92874999435554884E-006   0.351286650E+000
   0.92999999434795200E-006   0.352643043E+000
   0.93124999434035516E-006   0.344132841E+000
   0.93249999433275832E-006   0.331135660E+000
   0.93374999432516148E-006   0.326414764E+000
   0.93499999431756464E-006   0.337630987E+000
   0.93624999430996780E-006   0.353783816E+000
   0.93749999430237096E-006   0.353963196E+000
   0.93874999429477413E-006   0.334449768E+000
   0.93999999428717729E-006   0.317664266E+000
   0.94124999427958045E-006   0.324977458E+000
   0.94249999427198361E-006   0.347243100E+000
   0.94374999426438677E-006   0.355253160E+000
   0.94499999425678993E-006   0.338207573E+000
   0.94624999424919309E-006   0.317754954E+000
   0.94749999424159626E-006   0.318676561E+000
   0.94874999423399942E-006   0.337240100E+000
   0.94999999422640258E-006   0.348868728E+000
   0.95124999421880574E-006   0.340699434E+000
   0.95249999421120890E-006   0.324385136E+000
   0.95374999420361206E-006   0.317633480E+000
   0.95499999419601522E-006   0.324163467E+000
   0.95624999418841838E-006   0.334840000E+000
   0.95749999418082155E-006   0.339932382E+000
   0.95874999417322471E-006   0.335420460E+000
   0.95999999416562787E-006   0.323819011E+000
   0.96124999415803103E-006   0.314537406E+000
   0.96249999415043419E-006   0.318025857E+000
   0.96374999414283735E-006   0.332591414E+000
   0.96499999413524051E-006   0.341290951E+000
   0.96624999412764367E-006   0.330808789E+000
   0.96749999412004684E-006   0.311363816E+000
   0.96874999411245000E-006   0.307003319E+000
   0.96999999410485316E-006   0.324122459E+000
   0.97124999409725632E-006   0.340819180E+000
   0.97249999408965948E-006   0.334684759E+000
   0.97374999408206264E-006   0.312620491E+000
   0.97499999407446580E-006   0.301728517E+000
   0.97624999406686896E-006   0.313936889E+000
   0.97749999405927213E-006   0.332232922E+000
   0.97874999405167529E-006   0.334411651E+000
   0.97999999404407845E-006   0.319860816E+000
   0.98124999403648161E-006   0.306222379E+000
   0.98249999402888477E-006   0.306334227E+000
   0.98374999402128793E-006   0.316687137E+000
   0.98499999401369109E-006   0.325646311E+000
   0.98624999400609425E-006   0.325292557E+000
   0.98749999399849742E-006   0.315773785E+000
   0.98874999399090058E-006   0.304764450E+000
   0.98999999398330374E-006   0.303054810E+000
   0.99124999397570690E-006   0.314089686E+000
   0.99249999396811006E-006   0.326453298E+000
   0.99374999396051322E-006   0.323856443E+000
   0.99499999395291638E-006   0.306171894E+000
   0.99624999394531955E-006   0.293433785E+000
   0.99749999393772271E-006   0.302033097E+000
   0.99874999393012587E-006   0.322045952E+000
   0.99999999392252903E-006   0.328085840E+000
