t              csa.fdtd_Point probe B1_Ex_70_20_50.dat
   0.79124999519120109E-006   0.104101067E+002
   0.79249999518360426E-006   0.103661957E+002
   0.79374999517600742E-006   0.103210049E+002
   0.79499999516841058E-006   0.102906666E+002
   0.79624999516081374E-006   0.102800751E+002
   0.79749999515321690E-006   0.102814693E+002
   0.79874999514562006E-006   0.102789211E+002
   0.79999999513802322E-006   0.102575674E+002
   0.80124999513042638E-006   0.102161674E+002
   0.80249999512282955E-006   0.101714077E+002
   0.80374999511523271E-006   0.101433840E+002
   0.80499999510763587E-006   0.101342163E+002
   0.80624999510003903E-006   0.101264811E+002
   0.80749999509244219E-006   0.101061363E+002
   0.80874999508484535E-006   0.100802841E+002
   0.80999999507724851E-006   0.100644827E+002
   0.81124999506965167E-006   0.100568666E+002
   0.81249999506205484E-006   0.100373440E+002
   0.81374999505445800E-006   0.999582100E+001
   0.81499999504686116E-006   0.995055580E+001
   0.81624999503926432E-006   0.992898846E+001
   0.81749999503166748E-006   0.993471146E+001
   0.81874999502407064E-006   0.994324493E+001
   0.81999999501647380E-006   0.993024158E+001
   0.82124999500887697E-006   0.989508247E+001
   0.82249999500128013E-006   0.985472679E+001
   0.82374999499368329E-006   0.982343769E+001
   0.82499999498608645E-006   0.980461311E+001
   0.82624999497848961E-006   0.979561806E+001
   0.82749999497089277E-006   0.979078770E+001
   0.82874999496329593E-006   0.978126526E+001
   0.82999999495569909E-006   0.976104164E+001
   0.83124999494810226E-006   0.973486042E+001
   0.83249999494050542E-006   0.971298122E+001
   0.83374999493290858E-006   0.969609928E+001
   0.83499999492531174E-006   0.967384052E+001
   0.83624999491771490E-006   0.964331627E+001
   0.83749999491011806E-006   0.962025738E+001
   0.83874999490252122E-006   0.962022877E+001
   0.83999999489492438E-006   0.963218307E+001
   0.84124999488732755E-006   0.962494946E+001
   0.84249999487973071E-006   0.958452415E+001
   0.84374999487213387E-006   0.953379917E+001
   0.84499999486453703E-006   0.950639057E+001
   0.84624999485694019E-006   0.950790024E+001
   0.84749999484934335E-006   0.951416397E+001
   0.84874999484174651E-006   0.950434494E+001
   0.84999999483414967E-006   0.948211765E+001
   0.85124999482655284E-006   0.946144485E+001
   0.85249999481895600E-006   0.944460201E+001
   0.85374999481135916E-006   0.942409897E+001
   0.85499999480376232E-006   0.939914799E+001
   0.85624999479616548E-006   0.937819576E+001
   0.85749999478856864E-006   0.936624908E+001
   0.85874999478097180E-006   0.935954380E+001
   0.85999999477337497E-006   0.935355091E+001
   0.86124999476577813E-006   0.934668541E+001
   0.86249999475818129E-006   0.933351898E+001
   0.86374999475058445E-006   0.930536270E+001
   0.86499999474298761E-006   0.926568222E+001
   0.86624999473539077E-006   0.923640156E+001
   0.86749999472779393E-006   0.923581696E+001
   0.86874999472019709E-006   0.925238132E+001
   0.86999999471260026E-006   0.925385857E+001
   0.87124999470500342E-006   0.922559452E+001
   0.87249999469740658E-006   0.918758106E+001
   0.87374999468980974E-006   0.916643429E+001
   0.87499999468221290E-006   0.916138554E+001
   0.87624999467461606E-006   0.915099525E+001
   0.87749999466701922E-006   0.912770844E+001
   0.87874999465942238E-006   0.910840702E+001
   0.87999999465182555E-006   0.910716629E+001
   0.88124999464422871E-006   0.911237812E+001
   0.88249999463663187E-006   0.910152054E+001
   0.88374999462903503E-006   0.907050419E+001
   0.88499999462143819E-006   0.903647041E+001
   0.88624999461384135E-006   0.901505280E+001
   0.88749999460624451E-006   0.900679207E+001
   0.88874999459864767E-006   0.900544453E+001
   0.88999999459105084E-006   0.900652599E+001
   0.89124999458345400E-006   0.900297070E+001
   0.89249999457585716E-006   0.898435116E+001
   0.89374999456826032E-006   0.895062637E+001
   0.89499999456066348E-006   0.891956425E+001
   0.89624999455306664E-006   0.890843487E+001
   0.89749999454546980E-006   0.891112518E+001
   0.89874999453787296E-006   0.890588570E+001
   0.89999999453027613E-006   0.888600063E+001
   0.90124999452267929E-006   0.886843872E+001
   0.90249999451508245E-006   0.886587811E+001
   0.90374999450748561E-006   0.886389446E+001
   0.90499999449988877E-006   0.884014797E+001
   0.90624999449229193E-006   0.879950142E+001
   0.90749999448469509E-006   0.877239132E+001
   0.90874999447709826E-006   0.877594566E+001
   0.90999999446950142E-006   0.879172611E+001
   0.91124999446190458E-006   0.879000950E+001
   0.91249999445430774E-006   0.876503944E+001
   0.91374999444671090E-006   0.873485565E+001
   0.91499999443911406E-006   0.871365643E+001
   0.91624999443151722E-006   0.869920444E+001
   0.91749999442392038E-006   0.868640327E+001
   0.91874999441632355E-006   0.867777729E+001
   0.91999999440872671E-006   0.867446518E+001
   0.92124999440112987E-006   0.866835117E+001
   0.92249999439353303E-006   0.865262794E+001
   0.92374999438593619E-006   0.863294315E+001
   0.92499999437833935E-006   0.861785030E+001
   0.92624999437074251E-006   0.860358524E+001
   0.92749999436314567E-006   0.858117485E+001
   0.92874999435554884E-006   0.855681515E+001
   0.92999999434795200E-006   0.854929352E+001
   0.93124999434035516E-006   0.856139755E+001
   0.93249999433275832E-006   0.856783485E+001
   0.93374999432516148E-006   0.854421329E+001
   0.93499999431756464E-006   0.850032902E+001
   0.93624999430996780E-006   0.846955299E+001
   0.93749999430237096E-006   0.846694565E+001
   0.93874999429477413E-006   0.847345924E+001
   0.93999999428717729E-006   0.846551895E+001
   0.94124999427958045E-006   0.844516277E+001
   0.94249999427198361E-006   0.842995358E+001
   0.94374999426438677E-006   0.842345810E+001
   0.94499999425678993E-006   0.841180611E+001
   0.94624999424919309E-006   0.838747787E+001
   0.94749999424159626E-006   0.836117649E+001
   0.94874999423399942E-006   0.834588146E+001
   0.94999999422640258E-006   0.834073830E+001
   0.95124999421880574E-006   0.833732891E+001
   0.95249999421120890E-006   0.833216000E+001
   0.95374999420361206E-006   0.832368469E+001
   0.95499999419601522E-006   0.830490780E+001
   0.95624999418841838E-006   0.827244854E+001
   0.95749999418082155E-006   0.824025249E+001
   0.95874999417322471E-006   0.822915268E+001
   0.95999999416562787E-006   0.823896790E+001
   0.96124999415803103E-006   0.824401760E+001
   0.96249999415043419E-006   0.822458172E+001
   0.96374999414283735E-006   0.819239235E+001
   0.96499999413524051E-006   0.817282200E+001
   0.96624999412764367E-006   0.816880703E+001
   0.96749999412004684E-006   0.815901947E+001
   0.96874999411245000E-006   0.813208199E+001
   0.96999999410485316E-006   0.810513592E+001
   0.97124999409725632E-006   0.809919262E+001
   0.97249999408965948E-006   0.810812855E+001
   0.97374999408206264E-006   0.810615253E+001
   0.97499999407446580E-006   0.808114719E+001
   0.97624999406686896E-006   0.804666233E+001
   0.97749999405927213E-006   0.802105331E+001
   0.97874999405167529E-006   0.800803947E+001
   0.97999999404407845E-006   0.800177956E+001
   0.98124999403648161E-006   0.799859905E+001
   0.98249999402888477E-006   0.799472189E+001
   0.98374999402128793E-006   0.798132992E+001
   0.98499999401369109E-006   0.795427704E+001
   0.98624999400609425E-006   0.792503357E+001
   0.98749999399849742E-006   0.790941334E+001
   0.98874999399090058E-006   0.790546703E+001
   0.98999999398330374E-006   0.789524841E+001
   0.99124999397570690E-006   0.787195873E+001
   0.99249999396811006E-006   0.785193491E+001
   0.99374999396051322E-006   0.784998798E+001
   0.99499999395291638E-006   0.785327625E+001
   0.99624999394531955E-006   0.783544207E+001
   0.99749999393772271E-006   0.779408932E+001
   0.99874999393012587E-006   0.775761414E+001
   0.99999999392252903E-006   0.774973154E+001
