t              csa.fdtd_Point probe A1_Ex_45_20_25.dat
   0.79124999519120109E-006   0.200844860E+002
   0.79249999518360426E-006   0.200581036E+002
   0.79374999517600742E-006   0.200328484E+002
   0.79499999516841058E-006   0.200000629E+002
   0.79624999516081374E-006   0.199533749E+002
   0.79749999515321690E-006   0.198956127E+002
   0.79874999514562006E-006   0.198413620E+002
   0.79999999513802322E-006   0.198057556E+002
   0.80124999513042638E-006   0.197874718E+002
   0.80249999512282955E-006   0.197678928E+002
   0.80374999511523271E-006   0.197314301E+002
   0.80499999510763587E-006   0.196826000E+002
   0.80624999510003903E-006   0.196373978E+002
   0.80749999509244219E-006   0.196013756E+002
   0.80874999508484535E-006   0.195650826E+002
   0.80999999507724851E-006   0.195216503E+002
   0.81124999506965167E-006   0.194791946E+002
   0.81249999506205484E-006   0.194496288E+002
   0.81374999505445800E-006   0.194306145E+002
   0.81499999504686116E-006   0.194064827E+002
   0.81624999503926432E-006   0.193659801E+002
   0.81749999503166748E-006   0.193132114E+002
   0.81874999502407064E-006   0.192613010E+002
   0.81999999501647380E-006   0.192207851E+002
   0.82124999500887697E-006   0.191944523E+002
   0.82249999500128013E-006   0.191768169E+002
   0.82374999499368329E-006   0.191556377E+002
   0.82499999498608645E-006   0.191197414E+002
   0.82624999497848961E-006   0.190706043E+002
   0.82749999497089277E-006   0.190228291E+002
   0.82874999496329593E-006   0.189879684E+002
   0.82999999495569909E-006   0.189608135E+002
   0.83124999494810226E-006   0.189281883E+002
   0.83249999494050542E-006   0.188890839E+002
   0.83374999493290858E-006   0.188564243E+002
   0.83499999492531174E-006   0.188363628E+002
   0.83624999491771490E-006   0.188153343E+002
   0.83749999491011806E-006   0.187757626E+002
   0.83874999490252122E-006   0.187199821E+002
   0.83999999489492438E-006   0.186693802E+002
   0.84124999488732755E-006   0.186399574E+002
   0.84249999487973071E-006   0.186262321E+002
   0.84374999487213387E-006   0.186106129E+002
   0.84499999486453703E-006   0.185817375E+002
   0.84624999485694019E-006   0.185404549E+002
   0.84749999484934335E-006   0.184943180E+002
   0.84874999484174651E-006   0.184521027E+002
   0.84999999483414967E-006   0.184199085E+002
   0.85124999482655284E-006   0.183960648E+002
   0.85249999481895600E-006   0.183712139E+002
   0.85374999481135916E-006   0.183389244E+002
   0.85499999480376232E-006   0.183047333E+002
   0.85624999479616548E-006   0.182779102E+002
   0.85749999478856864E-006   0.182549343E+002
   0.85874999478097180E-006   0.182207317E+002
   0.85999999477337497E-006   0.181705894E+002
   0.86124999476577813E-006   0.181221790E+002
   0.86249999475818129E-006   0.180965385E+002
   0.86374999475058445E-006   0.180907784E+002
   0.86499999474298761E-006   0.180797653E+002
   0.86624999473539077E-006   0.180453911E+002
   0.86749999472779393E-006   0.179952717E+002
   0.86874999472019709E-006   0.179496174E+002
   0.86999999471260026E-006   0.179179459E+002
   0.87124999470500342E-006   0.178947754E+002
   0.87249999469740658E-006   0.178720055E+002
   0.87374999468980974E-006   0.178466873E+002
   0.87499999468221290E-006   0.178184624E+002
   0.87624999467461606E-006   0.177876186E+002
   0.87749999466701922E-006   0.177566071E+002
   0.87874999465942238E-006   0.177272320E+002
   0.87999999465182555E-006   0.176956158E+002
   0.88124999464422871E-006   0.176569843E+002
   0.88249999463663187E-006   0.176173687E+002
   0.88374999462903503E-006   0.175916920E+002
   0.88499999462143819E-006   0.175836372E+002
   0.88624999461384135E-006   0.175742855E+002
   0.88749999460624451E-006   0.175412655E+002
   0.88874999459864767E-006   0.174872475E+002
   0.88999999459105084E-006   0.174386406E+002
   0.89124999458345400E-006   0.174140415E+002
   0.89249999457585716E-006   0.174039154E+002
   0.89374999456826032E-006   0.173866787E+002
   0.89499999456066348E-006   0.173559608E+002
   0.89624999455306664E-006   0.173226089E+002
   0.89749999454546980E-006   0.172948914E+002
   0.89874999453787296E-006   0.172685394E+002
   0.89999999453027613E-006   0.172371635E+002
   0.90124999452267929E-006   0.172025757E+002
   0.90249999451508245E-006   0.171707439E+002
   0.90374999450748561E-006   0.171443710E+002
   0.90499999449988877E-006   0.171236362E+002
   0.90624999449229193E-006   0.171077423E+002
   0.90749999448469509E-006   0.170902576E+002
   0.90874999447709826E-006   0.170594978E+002
   0.90999999446950142E-006   0.170127411E+002
   0.91124999446190458E-006   0.169665833E+002
   0.91249999445430774E-006   0.169419384E+002
   0.91374999444671090E-006   0.169375706E+002
   0.91499999443911406E-006   0.169290791E+002
   0.91624999443151722E-006   0.168986492E+002
   0.91749999442392038E-006   0.168562546E+002
   0.91874999441632355E-006   0.168233662E+002
   0.91999999440872671E-006   0.168034344E+002
   0.92124999440112987E-006   0.167808952E+002
   0.92249999439353303E-006   0.167470512E+002
   0.92374999438593619E-006   0.167129536E+002
   0.92499999437833935E-006   0.166921005E+002
   0.92624999437074251E-006   0.166808796E+002
   0.92749999436314567E-006   0.166642666E+002
   0.92874999435554884E-006   0.166347713E+002
   0.92999999434795200E-006   0.165974483E+002
   0.93124999434035516E-006   0.165602608E+002
   0.93249999433275832E-006   0.165286140E+002
   0.93374999432516148E-006   0.165072765E+002
   0.93499999431756464E-006   0.164969425E+002
   0.93624999430996780E-006   0.164870377E+002
   0.93749999430237096E-006   0.164621563E+002
   0.93874999429477413E-006   0.164211178E+002
   0.93999999428717729E-006   0.163816738E+002
   0.94124999427958045E-006   0.163589211E+002
   0.94249999427198361E-006   0.163455086E+002
   0.94374999426438677E-006   0.163232269E+002
   0.94499999425678993E-006   0.162901936E+002
   0.94624999424919309E-006   0.162632122E+002
   0.94749999424159626E-006   0.162512779E+002
   0.94874999423399942E-006   0.162399330E+002
   0.94999999422640258E-006   0.162104168E+002
   0.95124999421880574E-006   0.161659698E+002
   0.95249999421120890E-006   0.161279716E+002
   0.95374999420361206E-006   0.161091042E+002
   0.95499999419601522E-006   0.161010590E+002
   0.95624999418841838E-006   0.160888157E+002
   0.95749999418082155E-006   0.160667229E+002
   0.95874999417322471E-006   0.160373573E+002
   0.95999999416562787E-006   0.160040379E+002
   0.96124999415803103E-006   0.159712496E+002
   0.96249999415043419E-006   0.159459600E+002
   0.96374999414283735E-006   0.159300880E+002
   0.96499999413524051E-006   0.159149561E+002
   0.96624999412764367E-006   0.158913937E+002
   0.96749999412004684E-006   0.158633385E+002
   0.96874999411245000E-006   0.158421211E+002
   0.96999999410485316E-006   0.158272152E+002
   0.97124999409725632E-006   0.158039141E+002
   0.97249999408965948E-006   0.157653141E+002
   0.97374999408206264E-006   0.157268028E+002
   0.97499999407446580E-006   0.157084494E+002
   0.97624999406686896E-006   0.157076912E+002
   0.97749999405927213E-006   0.157010241E+002
   0.97874999405167529E-006   0.156729403E+002
   0.97999999404407845E-006   0.156327410E+002
   0.98124999403648161E-006   0.155992832E+002
   0.98249999402888477E-006   0.155783834E+002
   0.98374999402128793E-006   0.155621071E+002
   0.98499999401369109E-006   0.155437088E+002
   0.98624999400609425E-006   0.155237532E+002
   0.98749999399849742E-006   0.155035772E+002
   0.98874999399090058E-006   0.154817495E+002
   0.98999999398330374E-006   0.154581957E+002
   0.99124999397570690E-006   0.154348650E+002
   0.99249999396811006E-006   0.154105835E+002
   0.99374999396051322E-006   0.153820763E+002
   0.99499999395291638E-006   0.153529892E+002
   0.99624999394531955E-006   0.153342457E+002
   0.99749999393772271E-006   0.153288651E+002
   0.99874999393012587E-006   0.153220482E+002
   0.99999999392252903E-006   0.152959909E+002
