t              csa.fdtd_Point probe A2_Ez_70_20_0.dat
   0.75999999538112206E-006  -0.115847454E+002
   0.76124999537352522E-006  -0.115773506E+002
   0.76249999536592838E-006  -0.115288601E+002
   0.76374999535833155E-006  -0.114865828E+002
   0.76499999535073471E-006  -0.114825239E+002
   0.76624999534313787E-006  -0.114944267E+002
   0.76749999533554103E-006  -0.114725447E+002
   0.76874999532794419E-006  -0.114022846E+002
   0.76999999532034735E-006  -0.113303118E+002
   0.77124999531275051E-006  -0.113196964E+002
   0.77249999530515367E-006  -0.113787632E+002
   0.77374999529755684E-006  -0.114419985E+002
   0.77499999528996000E-006  -0.114297638E+002
   0.77624999528236316E-006  -0.113291245E+002
   0.77749999527476632E-006  -0.112115507E+002
   0.77874999526716948E-006  -0.111659098E+002
   0.77999999525957264E-006  -0.112129173E+002
   0.78124999525197580E-006  -0.112874374E+002
   0.78249999524437897E-006  -0.113053627E+002
   0.78374999523678213E-006  -0.112451687E+002
   0.78499999522918529E-006  -0.111614590E+002
   0.78624999522158845E-006  -0.111211729E+002
   0.78749999521399161E-006  -0.111337185E+002
   0.78874999520639477E-006  -0.111489487E+002
   0.78999999519879793E-006  -0.111207771E+002
   0.79124999519120109E-006  -0.110627251E+002
   0.79249999518360426E-006  -0.110322380E+002
   0.79374999517600742E-006  -0.110610275E+002
   0.79499999516841058E-006  -0.111106663E+002
   0.79624999516081374E-006  -0.111072054E+002
   0.79749999515321690E-006  -0.110216951E+002
   0.79874999514562006E-006  -0.109094925E+002
   0.79999999513802322E-006  -0.108611546E+002
   0.80124999513042638E-006  -0.109115181E+002
   0.80249999512282955E-006  -0.110011244E+002
   0.80374999511523271E-006  -0.110324097E+002
   0.80499999510763587E-006  -0.109648733E+002
   0.80624999510003903E-006  -0.108523445E+002
   0.80749999509244219E-006  -0.107856035E+002
   0.80874999508484535E-006  -0.108016052E+002
   0.80999999507724851E-006  -0.108530703E+002
   0.81124999506965167E-006  -0.108659983E+002
   0.81249999506205484E-006  -0.108195801E+002
   0.81374999505445800E-006  -0.107623549E+002
   0.81499999504686116E-006  -0.107506447E+002
   0.81624999503926432E-006  -0.107807331E+002
   0.81749999503166748E-006  -0.107919540E+002
   0.81874999502407064E-006  -0.107380476E+002
   0.81999999501647380E-006  -0.106465454E+002
   0.82124999500887697E-006  -0.105965939E+002
   0.82249999500128013E-006  -0.106346502E+002
   0.82374999499368329E-006  -0.107183838E+002
   0.82499999498608645E-006  -0.107529325E+002
   0.82624999497848961E-006  -0.106859484E+002
   0.82749999497089277E-006  -0.105629940E+002
   0.82874999496329593E-006  -0.104839334E+002
   0.82999999495569909E-006  -0.105040693E+002
   0.83124999494810226E-006  -0.105816374E+002
   0.83249999494050542E-006  -0.106243172E+002
   0.83374999493290858E-006  -0.105838747E+002
   0.83499999492531174E-006  -0.104997711E+002
   0.83624999491771490E-006  -0.104495020E+002
   0.83749999491011806E-006  -0.104630985E+002
   0.83874999490252122E-006  -0.104948978E+002
   0.83999999489492438E-006  -0.104806824E+002
   0.84124999488732755E-006  -0.104142933E+002
   0.84249999487973071E-006  -0.103570633E+002
   0.84374999487213387E-006  -0.103681593E+002
   0.84499999486453703E-006  -0.104327421E+002
   0.84624999485694019E-006  -0.104700270E+002
   0.84749999484934335E-006  -0.104173222E+002
   0.84874999484174651E-006  -0.103012524E+002
   0.84999999483414967E-006  -0.102170668E+002
   0.85124999482655284E-006  -0.102335567E+002
   0.85249999481895600E-006  -0.103218517E+002
   0.85374999481135916E-006  -0.103834648E+002
   0.85499999480376232E-006  -0.103491869E+002
   0.85624999479616548E-006  -0.102461977E+002
   0.85749999478856864E-006  -0.101651945E+002
   0.85874999478097180E-006  -0.101650686E+002
   0.85999999477337497E-006  -0.102165413E+002
   0.86124999476577813E-006  -0.102413406E+002
   0.86249999475818129E-006  -0.102002420E+002
   0.86374999475058445E-006  -0.101331444E+002
   0.86499999474298761E-006  -0.101095114E+002
   0.86624999473539077E-006  -0.101463718E+002
   0.86749999472779393E-006  -0.101860552E+002
   0.86874999472019709E-006  -0.101596565E+002
   0.86999999471260026E-006  -0.100671034E+002
   0.87124999470500342E-006  -0.998437119E+001
   0.87249999469740658E-006  -0.998607635E+001
   0.87374999468980974E-006  -0.100643444E+002
   0.87499999468221290E-006  -0.101318979E+002
   0.87624999467461606E-006  -0.101091661E+002
   0.87749999466701922E-006  -0.100053282E+002
   0.87874999465942238E-006  -0.990837002E+001
   0.87999999465182555E-006  -0.989489460E+001
   0.88124999464422871E-006  -0.995451927E+001
   0.88249999463663187E-006  -0.100065556E+002
   0.88374999462903503E-006  -0.998768711E+001
   0.88499999462143819E-006  -0.991549587E+001
   0.88624999461384135E-006  -0.986217880E+001
   0.88749999460624451E-006  -0.987131405E+001
   0.88874999459864767E-006  -0.991056633E+001
   0.88999999459105084E-006  -0.991111469E+001
   0.89124999458345400E-006  -0.984826946E+001
   0.89249999457585716E-006  -0.977274799E+001
   0.89374999456826032E-006  -0.975664139E+001
   0.89499999456066348E-006  -0.981232834E+001
   0.89624999455306664E-006  -0.987370968E+001
   0.89749999454546980E-006  -0.986287785E+001
   0.89874999453787296E-006  -0.977264977E+001
   0.89999999453027613E-006  -0.967655373E+001
   0.90124999452267929E-006  -0.965419579E+001
   0.90249999451508245E-006  -0.971016979E+001
   0.90374999450748561E-006  -0.977168465E+001
   0.90499999449988877E-006  -0.976604271E+001
   0.90624999449229193E-006  -0.969456482E+001
   0.90749999448469509E-006  -0.962540531E+001
   0.90874999447709826E-006  -0.961648273E+001
   0.90999999446950142E-006  -0.965417385E+001
   0.91124999446190458E-006  -0.967332458E+001
   0.91249999445430774E-006  -0.963343334E+001
   0.91374999444671090E-006  -0.956500816E+001
   0.91499999443911406E-006  -0.953479671E+001
   0.91624999443151722E-006  -0.956915951E+001
   0.91749999442392038E-006  -0.962124157E+001
   0.91874999441632355E-006  -0.961954498E+001
   0.91999999440872671E-006  -0.954600525E+001
   0.92124999440112987E-006  -0.945848942E+001
   0.92249999439353303E-006  -0.943187523E+001
   0.92374999438593619E-006  -0.947966671E+001
   0.92499999437833935E-006  -0.953970909E+001
   0.92624999437074251E-006  -0.953936863E+001
   0.92749999436314567E-006  -0.947067928E+001
   0.92874999435554884E-006  -0.939578056E+001
   0.92999999434795200E-006  -0.937838745E+001
   0.93124999434035516E-006  -0.941637611E+001
   0.93249999433275832E-006  -0.944787884E+001
   0.93374999432516148E-006  -0.942210293E+001
   0.93499999431756464E-006  -0.935567951E+001
   0.93624999430996780E-006  -0.931261444E+001
   0.93749999430237096E-006  -0.933108330E+001
   0.93874999429477413E-006  -0.937898827E+001
   0.93999999428717729E-006  -0.938811588E+001
   0.94124999427958045E-006  -0.932968330E+001
   0.94249999427198361E-006  -0.924813747E+001
   0.94374999426438677E-006  -0.921525192E+001
   0.94499999425678993E-006  -0.925341034E+001
   0.94624999424919309E-006  -0.931080246E+001
   0.94749999424159626E-006  -0.931566620E+001
   0.94874999423399942E-006  -0.925177002E+001
   0.94999999422640258E-006  -0.917453957E+001
   0.95124999421880574E-006  -0.915105152E+001
   0.95249999421120890E-006  -0.918876171E+001
   0.95374999420361206E-006  -0.922949505E+001
   0.95499999419601522E-006  -0.921427059E+001
   0.95624999418841838E-006  -0.914777660E+001
   0.95749999418082155E-006  -0.909214020E+001
   0.95874999417322471E-006  -0.909729671E+001
   0.95999999416562787E-006  -0.914489555E+001
   0.96124999415803103E-006  -0.916784477E+001
   0.96249999415043419E-006  -0.912433624E+001
   0.96374999414283735E-006  -0.904498863E+001
   0.96499999413524051E-006  -0.900087643E+001
   0.96624999412764367E-006  -0.902677155E+001
   0.96749999412004684E-006  -0.908302784E+001
   0.96874999411245000E-006  -0.909762096E+001
   0.96999999410485316E-006  -0.904298306E+001
   0.97124999409725632E-006  -0.896487141E+001
   0.97249999408965948E-006  -0.893265915E+001
   0.97374999408206264E-006  -0.896509075E+001
   0.97499999407446580E-006  -0.901139545E+001
   0.97624999406686896E-006  -0.900735474E+001
   0.97749999405927213E-006  -0.894504547E+001
   0.97874999405167529E-006  -0.888071346E+001
   0.97999999404407845E-006  -0.887263393E+001
   0.98124999403648161E-006  -0.891692829E+001
   0.98249999402888477E-006  -0.895145988E+001
   0.98374999402128793E-006  -0.892372227E+001
   0.98499999401369109E-006  -0.884867477E+001
   0.98624999400609425E-006  -0.879323673E+001
   0.98749999399849742E-006  -0.880403042E+001
   0.98874999399090058E-006  -0.885689449E+001
   0.98999999398330374E-006  -0.888290787E+001
   0.99124999397570690E-006  -0.884246349E+001
   0.99249999396811006E-006  -0.876711750E+001
   0.99374999396051322E-006  -0.872457409E+001
   0.99499999395291638E-006  -0.874559975E+001
   0.99624999394531955E-006  -0.879203987E+001
   0.99749999393772271E-006  -0.879956722E+001
   0.99874999393012587E-006  -0.874779224E+001
   0.99999999392252903E-006  -0.868163872E+001
