t              csa.fdtd_Point probe C1_Ey_95_20_75.dat
   0.79124999519120109E-006   0.228218809E-001
   0.79249999518360426E-006   0.228789337E-001
   0.79374999517600742E-006   0.602041781E-001
   0.79499999516841058E-006   0.988630652E-001
   0.79624999516081374E-006   0.100169718E+000
   0.79749999515321690E-006   0.656063706E-001
   0.79874999514562006E-006   0.343630835E-001
   0.79999999513802322E-006   0.371520333E-001
   0.80124999513042638E-006   0.625585914E-001
   0.80249999512282955E-006   0.763233230E-001
   0.80374999511523271E-006   0.662495270E-001
   0.80499999510763587E-006   0.540860407E-001
   0.80624999510003903E-006   0.615805164E-001
   0.80749999509244219E-006   0.788906738E-001
   0.80874999508484535E-006   0.782913715E-001
   0.80999999507724851E-006   0.536100790E-001
   0.81124999506965167E-006   0.314789638E-001
   0.81249999506205484E-006   0.391384065E-001
   0.81374999505445800E-006   0.708159208E-001
   0.81499999504686116E-006   0.945439637E-001
   0.81624999503926432E-006   0.882022008E-001
   0.81749999503166748E-006   0.602868237E-001
   0.81874999502407064E-006   0.361376032E-001
   0.81999999501647380E-006   0.326908417E-001
   0.82124999500887697E-006   0.491551608E-001
   0.82249999500128013E-006   0.732871145E-001
   0.82374999499368329E-006   0.890214816E-001
   0.82499999498608645E-006   0.834800079E-001
   0.82624999497848961E-006   0.579776913E-001
   0.82749999497089277E-006   0.332445279E-001
   0.82874999496329593E-006   0.334165581E-001
   0.82999999495569909E-006   0.587950423E-001
   0.83124999494810226E-006   0.815030634E-001
   0.83249999494050542E-006   0.766376257E-001
   0.83374999493290858E-006   0.533276871E-001
   0.83499999492531174E-006   0.433332585E-001
   0.83624999491771490E-006   0.585798249E-001
   0.83749999491011806E-006   0.741185099E-001
   0.83874999490252122E-006   0.624728873E-001
   0.83999999489492438E-006   0.345685408E-001
   0.84124999488732755E-006   0.291036572E-001
   0.84249999487973071E-006   0.604230836E-001
   0.84374999487213387E-006   0.943507701E-001
   0.84499999486453703E-006   0.879584178E-001
   0.84624999485694019E-006   0.442683920E-001
   0.84749999484934335E-006   0.108275898E-001
   0.84874999484174651E-006   0.231407061E-001
   0.84999999483414967E-006   0.643320009E-001
   0.85124999482655284E-006   0.889028534E-001
   0.85249999481895600E-006   0.760569721E-001
   0.85374999481135916E-006   0.465489961E-001
   0.85499999480376232E-006   0.308073834E-001
   0.85624999479616548E-006   0.358165465E-001
   0.85749999478856864E-006   0.479339436E-001
   0.85874999478097180E-006   0.555861630E-001
   0.85999999477337497E-006   0.577028096E-001
   0.86124999476577813E-006   0.554452911E-001
   0.86249999475818129E-006   0.487969965E-001
   0.86374999475058445E-006   0.423521549E-001
   0.86499999474298761E-006   0.433955714E-001
   0.86624999473539077E-006   0.496673658E-001
   0.86749999472779393E-006   0.484850742E-001
   0.86874999472019709E-006   0.358661488E-001
   0.86999999471260026E-006   0.285155885E-001
   0.87124999470500342E-006   0.435939990E-001
   0.87249999469740658E-006   0.689708143E-001
   0.87374999468980974E-006   0.704399645E-001
   0.87499999468221290E-006   0.361480787E-001
   0.87624999467461606E-006   0.293284655E-003
   0.87749999466701922E-006   0.641057640E-002
   0.87874999465942238E-006   0.513011217E-001
   0.87999999465182555E-006   0.840321481E-001
   0.88124999464422871E-006   0.666263551E-001
   0.88249999463663187E-006   0.204968192E-001
   0.88374999462903503E-006  -0.124486536E-002
   0.88499999462143819E-006   0.207684841E-001
   0.88624999461384135E-006   0.529415682E-001
   0.88749999460624451E-006   0.560426079E-001
   0.88874999459864767E-006   0.330956876E-001
   0.88999999459105084E-006   0.179198571E-001
   0.89124999458345400E-006   0.273245219E-001
   0.89249999457585716E-006   0.431980565E-001
   0.89374999456826032E-006   0.420875810E-001
   0.89499999456066348E-006   0.257963371E-001
   0.89624999455306664E-006   0.140969809E-001
   0.89749999454546980E-006   0.176168885E-001
   0.89874999453787296E-006   0.296289716E-001
   0.89999999453027613E-006   0.396347195E-001
   0.90124999452267929E-006   0.424614921E-001
   0.90249999451508245E-006   0.347459763E-001
   0.90374999450748561E-006   0.161108077E-001
   0.90499999449988877E-006  -0.128282607E-002
   0.90624999449229193E-006   0.286580157E-002
   0.90749999448469509E-006   0.314151570E-001
   0.90874999447709826E-006   0.561733395E-001
   0.90999999446950142E-006   0.457928292E-001
   0.91124999446190458E-006   0.740769878E-002
   0.91249999445430774E-006  -0.158593040E-001
   0.91374999444671090E-006   0.312384963E-002
   0.91499999443911406E-006   0.393468067E-001
   0.91624999443151722E-006   0.464350656E-001
   0.91749999442392038E-006   0.167687833E-001
   0.91874999441632355E-006  -0.916401297E-002
   0.91999999440872671E-006   0.254527014E-002
   0.92124999440112987E-006   0.341866799E-001
   0.92249999439353303E-006   0.413925350E-001
   0.92374999438593619E-006   0.129465461E-001
   0.92499999437833935E-006  -0.153610948E-001
   0.92624999437074251E-006  -0.880044512E-002
   0.92749999436314567E-006   0.228493083E-001
   0.92874999435554884E-006   0.413881131E-001
   0.92999999434795200E-006   0.285130329E-001
   0.93124999434035516E-006   0.241920166E-002
   0.93249999433275832E-006  -0.104579367E-001
   0.93374999432516148E-006  -0.412721559E-002
   0.93499999431756464E-006   0.101626748E-001
   0.93624999430996780E-006   0.216832012E-001
   0.93749999430237096E-006   0.249803402E-001
   0.93874999429477413E-006   0.162766445E-001
   0.93999999428717729E-006  -0.123992004E-002
   0.94124999427958045E-006  -0.117792143E-001
   0.94249999427198361E-006  -0.114115234E-002
   0.94374999426438677E-006   0.209596232E-001
   0.94499999425678993E-006   0.265370123E-001
   0.94624999424919309E-006   0.531954691E-002
   0.94749999424159626E-006  -0.165526122E-001
   0.94874999423399942E-006  -0.803672802E-002
   0.94999999422640258E-006   0.226392597E-001
   0.95124999421880574E-006   0.343363024E-001
   0.95249999421120890E-006   0.739623234E-002
   0.95374999420361206E-006  -0.265544429E-001
   0.95499999419601522E-006  -0.235425271E-001
   0.95624999418841838E-006   0.146031417E-001
   0.95749999418082155E-006   0.412596986E-001
   0.95874999417322471E-006   0.246094000E-001
   0.95999999416562787E-006  -0.132533256E-001
   0.96124999415803103E-006  -0.272275917E-001
   0.96249999415043419E-006  -0.561453402E-002
   0.96374999414283735E-006   0.212196689E-001
   0.96499999413524051E-006   0.237788502E-001
   0.96624999412764367E-006   0.644211844E-002
   0.96749999412004684E-006  -0.701163989E-002
   0.96874999411245000E-006  -0.552125787E-002
   0.96999999410485316E-006   0.314908428E-002
   0.97124999409725632E-006   0.956513081E-002
   0.97249999408965948E-006   0.115525918E-001
   0.97374999408206264E-006   0.823725760E-002
   0.97499999407446580E-006  -0.807453878E-003
   0.97624999406686896E-006  -0.766288070E-002
   0.97749999405927213E-006  -0.182670075E-003
   0.97874999405167529E-006   0.185705014E-001
   0.97999999404407845E-006   0.258944873E-001
   0.98124999403648161E-006   0.708498619E-002
   0.98249999402888477E-006  -0.187501051E-001
   0.98374999402128793E-006  -0.173237901E-001
   0.98499999401369109E-006   0.147978757E-001
   0.98624999400609425E-006   0.399690755E-001
   0.98749999399849742E-006   0.257554688E-001
   0.98874999399090058E-006  -0.110998303E-001
   0.98999999398330374E-006  -0.243389904E-001
   0.99124999397570690E-006   0.215312280E-002
   0.99249999396811006E-006   0.341520607E-001
   0.99374999396051322E-006   0.328158028E-001
   0.99499999395291638E-006   0.391234830E-002
   0.99624999394531955E-006  -0.136659630E-001
   0.99749999393772271E-006  -0.113584101E-004
   0.99874999393012587E-006   0.241853483E-001
   0.99999999392252903E-006   0.296170413E-001
