t              pw-in-box.fdtd_before_Ex_3_3_1.dat       incid
   0.67789328317413577E-008  -0.310219974E-007   0.000000000E+000
   0.67943394972680426E-008  -0.334126682E-007   0.000000000E+000
   0.68097461627947276E-008  -0.280096248E-007   0.000000000E+000
   0.68251528283214125E-008  -0.248788297E-007   0.000000000E+000
   0.68405594938480974E-008  -0.312114281E-007   0.000000000E+000
   0.68559661593747823E-008  -0.348217100E-007   0.000000000E+000
   0.68713728249014672E-008  -0.307659533E-007   0.000000000E+000
   0.68867794904281521E-008  -0.291653848E-007   0.000000000E+000
   0.69021861559548370E-008  -0.305163148E-007   0.000000000E+000
   0.69175928214815219E-008  -0.288429032E-007   0.000000000E+000
   0.69329994870082068E-008  -0.287319679E-007   0.000000000E+000
   0.69484061525348917E-008  -0.321085629E-007   0.000000000E+000
   0.69638128180615766E-008  -0.317900941E-007   0.000000000E+000
   0.69792194835882615E-008  -0.298107281E-007   0.000000000E+000
   0.69946261491149464E-008  -0.320900355E-007   0.000000000E+000
   0.70100328146416313E-008  -0.317986668E-007   0.000000000E+000
   0.70254394801683162E-008  -0.263736233E-007   0.000000000E+000
   0.70408461456950011E-008  -0.274246155E-007   0.000000000E+000
   0.70562528112216860E-008  -0.346724320E-007   0.000000000E+000
   0.70716594767483709E-008  -0.344728086E-007   0.000000000E+000
   0.70870661422750558E-008  -0.288394482E-007   0.000000000E+000
   0.71024728078017407E-008  -0.290073245E-007   0.000000000E+000
   0.71178794733284256E-008  -0.311875823E-007   0.000000000E+000
   0.71332861388551105E-008  -0.295469729E-007   0.000000000E+000
   0.71486928043817954E-008  -0.298849869E-007   0.000000000E+000
   0.71640994699084803E-008  -0.327231149E-007   0.000000000E+000
   0.71795061354351652E-008  -0.318859321E-007   0.000000000E+000
   0.71949128009618502E-008  -0.305366790E-007   0.000000000E+000
   0.72103194664885351E-008  -0.318592868E-007   0.000000000E+000
   0.72257261320152200E-008  -0.298682892E-007   0.000000000E+000
   0.72411327975419049E-008  -0.267497260E-007   0.000000000E+000
   0.72565394630685898E-008  -0.311769028E-007   0.000000000E+000
   0.72719461285952747E-008  -0.363173527E-007   0.000000000E+000
   0.72873527941219596E-008  -0.321644933E-007   0.000000000E+000
   0.73027594596486445E-008  -0.273952523E-007   0.000000000E+000
   0.73181661251753294E-008  -0.301438838E-007   0.000000000E+000
   0.73335727907020143E-008  -0.320851576E-007   0.000000000E+000
   0.73489794562286992E-008  -0.298625835E-007   0.000000000E+000
   0.73643861217553841E-008  -0.307907904E-007   0.000000000E+000
   0.73797927872820690E-008  -0.333469004E-007   0.000000000E+000
   0.73951994528087539E-008  -0.319262057E-007   0.000000000E+000
   0.74106061183354388E-008  -0.304825249E-007   0.000000000E+000
   0.74260127838621237E-008  -0.308601713E-007   0.000000000E+000
   0.74414194493888086E-008  -0.290367321E-007   0.000000000E+000
   0.74568261149154935E-008  -0.290266566E-007   0.000000000E+000
   0.74722327804421784E-008  -0.343365585E-007   0.000000000E+000
   0.74876394459688633E-008  -0.354551624E-007   0.000000000E+000
   0.75030461114955482E-008  -0.292676141E-007   0.000000000E+000
   0.75184527770222331E-008  -0.275606222E-007   0.000000000E+000
   0.75338594425489180E-008  -0.320724567E-007   0.000000000E+000
   0.75492661080756029E-008  -0.323830598E-007   0.000000000E+000
   0.75646727736022878E-008  -0.298585050E-007   0.000000000E+000
   0.75800794391289728E-008  -0.318914886E-007   0.000000000E+000
   0.75954861046556577E-008  -0.338344677E-007   0.000000000E+000
   0.76108927701823426E-008  -0.312993542E-007   0.000000000E+000
   0.76262994357090275E-008  -0.297546414E-007   0.000000000E+000
   0.76417061012357124E-008  -0.303017096E-007   0.000000000E+000
   0.76571127667623973E-008  -0.298982670E-007   0.000000000E+000
   0.76725194322890822E-008  -0.318554818E-007   0.000000000E+000
   0.76879260978157671E-008  -0.354620049E-007   0.000000000E+000
   0.77033327633424520E-008  -0.328307586E-007   0.000000000E+000
   0.77187394288691369E-008  -0.274412706E-007   0.000000000E+000
   0.77341460943958218E-008  -0.293881790E-007   0.000000000E+000
   0.77495527599225067E-008  -0.337112809E-007   0.000000000E+000
   0.77649594254491916E-008  -0.318434346E-007   0.000000000E+000
   0.77803660909758765E-008  -0.300799492E-007   0.000000000E+000
   0.77957727565025614E-008  -0.331885168E-007   0.000000000E+000
   0.78111794220292463E-008  -0.335892061E-007   0.000000000E+000
   0.78265860875559312E-008  -0.299279890E-007   0.000000000E+000
   0.78419927530826161E-008  -0.292927123E-007   0.000000000E+000
   0.78573994186093010E-008  -0.310432107E-007   0.000000000E+000
   0.78728060841359859E-008  -0.317457811E-007   0.000000000E+000
   0.78882127496626708E-008  -0.336062236E-007   0.000000000E+000
   0.79036194151893557E-008  -0.344143309E-007   0.000000000E+000
   0.79190260807160406E-008  -0.300940641E-007   0.000000000E+000
   0.79344327462427255E-008  -0.275623613E-007   0.000000000E+000
   0.79498394117694104E-008  -0.319211715E-007   0.000000000E+000
   0.79652460772960954E-008  -0.342554394E-007   0.000000000E+000
   0.79806527428227803E-008  -0.309360928E-007   0.000000000E+000
   0.79960594083494652E-008  -0.308807735E-007   0.000000000E+000
   0.80114660738761501E-008  -0.341120661E-007   0.000000000E+000
   0.80268727394028350E-008  -0.322865219E-007   0.000000000E+000
   0.80422794049295199E-008  -0.285849104E-007   0.000000000E+000
   0.80576860704562048E-008  -0.300576311E-007   0.000000000E+000
   0.80730927359828897E-008  -0.328214185E-007   0.000000000E+000
   0.80884994015095746E-008  -0.331442038E-007   0.000000000E+000
   0.81039060670362595E-008  -0.335207275E-007   0.000000000E+000
   0.81193127325629444E-008  -0.323284972E-007   0.000000000E+000
   0.81347193980896293E-008  -0.286856423E-007   0.000000000E+000
   0.81501260636163142E-008  -0.293033100E-007   0.000000000E+000
   0.81655327291429991E-008  -0.339514585E-007   0.000000000E+000
   0.81809393946696840E-008  -0.336727872E-007   0.000000000E+000
   0.81963460601963689E-008  -0.303311616E-007   0.000000000E+000
   0.82117527257230538E-008  -0.320222355E-007   0.000000000E+000
   0.82271593912497387E-008  -0.340510411E-007   0.000000000E+000
   0.82425660567764236E-008  -0.304006846E-007   0.000000000E+000
   0.82579727223031085E-008  -0.283596737E-007   0.000000000E+000
   0.82733793878297934E-008  -0.321277760E-007   0.000000000E+000
   0.82887860533564783E-008  -0.344231417E-007   0.000000000E+000
   0.83041927188831632E-008  -0.330570273E-007   0.000000000E+000
   0.83195993844098481E-008  -0.321440652E-007   0.000000000E+000
   0.83350060499365330E-008  -0.307141583E-007   0.000000000E+000
   0.83504127154632179E-008  -0.290189188E-007   0.000000000E+000
   0.83658193809899029E-008  -0.315626494E-007   0.000000000E+000
   0.83812260465165878E-008  -0.347816105E-007   0.000000000E+000
   0.83966327120432727E-008  -0.325283871E-007   0.000000000E+000
   0.84120393775699576E-008  -0.303334744E-007   0.000000000E+000
   0.84274460430966425E-008  -0.329004557E-007   0.000000000E+000
   0.84428527086233274E-008  -0.329804521E-007   0.000000000E+000
   0.84582593741500123E-008  -0.289905024E-007   0.000000000E+000
   0.84736660396766972E-008  -0.297579223E-007   0.000000000E+000
   0.84890727052033821E-008  -0.345187381E-007   0.000000000E+000
   0.85044793707300670E-008  -0.346302187E-007   0.000000000E+000
   0.85198860362567519E-008  -0.315943858E-007   0.000000000E+000
   0.85352927017834368E-008  -0.307889856E-007   0.000000000E+000
   0.85506993673101217E-008  -0.304530019E-007   0.000000000E+000
   0.85661060328368066E-008  -0.304673868E-007   0.000000000E+000
   0.85815126983634915E-008  -0.332666801E-007   0.000000000E+000
   0.85969193638901764E-008  -0.344600295E-007   0.000000000E+000
   0.86123260294168613E-008  -0.314566400E-007   0.000000000E+000
   0.86277326949435462E-008  -0.307596721E-007   0.000000000E+000
   0.86431393604702311E-008  -0.331070282E-007   0.000000000E+000
   0.86585460259969160E-008  -0.315718758E-007   0.000000000E+000
   0.86739526915236009E-008  -0.289345383E-007   0.000000000E+000
   0.86893593570502858E-008  -0.322307514E-007   0.000000000E+000
   0.87047660225769707E-008  -0.358589318E-007   0.000000000E+000
   0.87201726881036556E-008  -0.331384378E-007   0.000000000E+000
   0.87355793536303405E-008  -0.298631058E-007   0.000000000E+000
   0.87509860191570255E-008  -0.305563113E-007   0.000000000E+000
   0.87663926846837104E-008  -0.313890958E-007   0.000000000E+000
   0.87817993502103953E-008  -0.319793365E-007   0.000000000E+000
   0.87972060157370802E-008  -0.339270372E-007   0.000000000E+000
   0.88126126812637651E-008  -0.335025767E-007   0.000000000E+000
   0.88280193467904500E-008  -0.307858201E-007   0.000000000E+000
   0.88434260123171349E-008  -0.312478718E-007   0.000000000E+000
   0.88588326778438198E-008  -0.327652998E-007   0.000000000E+000
   0.88742393433705047E-008  -0.307083496E-007   0.000000000E+000
   0.88896460088971896E-008  -0.302826528E-007   0.000000000E+000
   0.89050526744238745E-008  -0.345058666E-007   0.000000000E+000
   0.89204593399505594E-008  -0.353482577E-007   0.000000000E+000
   0.89358660054772443E-008  -0.307719787E-007   0.000000000E+000
   0.89512726710039292E-008  -0.291434503E-007   0.000000000E+000
   0.89666793365306141E-008  -0.316451505E-007   0.000000000E+000
   0.89820860020572990E-008  -0.326429088E-007   0.000000000E+000
   0.89974926675839839E-008  -0.327785301E-007   0.000000000E+000
   0.90128993331106688E-008  -0.337002923E-007   0.000000000E+000
   0.90283059986373537E-008  -0.324655964E-007   0.000000000E+000
   0.90437126641640386E-008  -0.305244185E-007   0.000000000E+000
   0.90591193296907235E-008  -0.316202993E-007   0.000000000E+000
   0.90745259952174084E-008  -0.323808997E-007   0.000000000E+000
   0.90899326607440933E-008  -0.308468202E-007   0.000000000E+000
   0.91053393262707782E-008  -0.322261791E-007   0.000000000E+000
   0.91207459917974631E-008  -0.354249678E-007   0.000000000E+000
   0.91361526573241481E-008  -0.332873924E-007   0.000000000E+000
   0.91515593228508330E-008  -0.289198319E-007   0.000000000E+000
   0.91669659883775179E-008  -0.300361584E-007   0.000000000E+000
   0.91823726539042028E-008  -0.333395676E-007   0.000000000E+000
   0.91977793194308877E-008  -0.332949419E-007   0.000000000E+000
   0.92131859849575726E-008  -0.327227099E-007   0.000000000E+000
   0.92285926504842575E-008  -0.330863870E-007   0.000000000E+000
   0.92439993160109424E-008  -0.316827133E-007   0.000000000E+000
   0.92594059815376273E-008  -0.305673211E-007   0.000000000E+000
   0.92748126470643122E-008  -0.319811981E-007   0.000000000E+000
   0.92902193125909971E-008  -0.323950076E-007   0.000000000E+000
   0.93056259781176820E-008  -0.317297726E-007   0.000000000E+000
   0.93210326436443669E-008  -0.336611023E-007   0.000000000E+000
   0.93364393091710518E-008  -0.346664137E-007   0.000000000E+000
   0.93518459746977367E-008  -0.308614325E-007   0.000000000E+000
   0.93672526402244216E-008  -0.286484951E-007   0.000000000E+000
   0.93826593057511065E-008  -0.321245004E-007   0.000000000E+000
   0.93980659712777914E-008  -0.345623370E-007   0.000000000E+000
   0.94134726368044763E-008  -0.329586456E-007   0.000000000E+000
   0.94288793023311612E-008  -0.322142526E-007   0.000000000E+000
   0.94442859678578461E-008  -0.325543610E-007   0.000000000E+000
   0.94596926333845310E-008  -0.312440207E-007   0.000000000E+000
   0.94750992989112159E-008  -0.308714903E-007   0.000000000E+000
   0.94905059644379008E-008  -0.325268346E-007   0.000000000E+000
   0.95059126299645857E-008  -0.328283107E-007   0.000000000E+000
   0.95213192954912707E-008  -0.326232232E-007   0.000000000E+000
   0.95367259610179556E-008  -0.339084920E-007   0.000000000E+000
   0.95521326265446405E-008  -0.328879324E-007   0.000000000E+000
   0.95675392920713254E-008  -0.293859834E-007   0.000000000E+000
   0.95829459575980103E-008  -0.300807734E-007   0.000000000E+000
   0.95983526231246952E-008  -0.342923769E-007   0.000000000E+000
   0.96137592886513801E-008  -0.345757343E-007   0.000000000E+000
   0.96291659541780650E-008  -0.319352438E-007   0.000000000E+000
   0.96445726197047499E-008  -0.318281899E-007   0.000000000E+000
   0.96599792852314348E-008  -0.323191145E-007   0.000000000E+000
   0.96753859507581197E-008  -0.311156114E-007   0.000000000E+000
   0.96907926162848046E-008  -0.314634541E-007   0.000000000E+000
   0.97061992818114895E-008  -0.332771783E-007   0.000000000E+000
   0.97216059473381744E-008  -0.332792283E-007   0.000000000E+000
   0.97370126128648593E-008  -0.328685026E-007   0.000000000E+000
   0.97524192783915442E-008  -0.331033014E-007   0.000000000E+000
   0.97678259439182291E-008  -0.312504014E-007   0.000000000E+000
   0.97832326094449140E-008  -0.295325986E-007   0.000000000E+000
   0.97986392749715989E-008  -0.323913731E-007   0.000000000E+000
   0.98140459404982838E-008  -0.354309506E-007   0.000000000E+000
   0.98294526060249687E-008  -0.333966170E-007   0.000000000E+000
   0.98448592715516536E-008  -0.309390877E-007   0.000000000E+000
   0.98602659370783385E-008  -0.319318723E-007   0.000000000E+000
   0.98756726026050234E-008  -0.323351053E-007   0.000000000E+000
   0.98910792681317083E-008  -0.312517159E-007   0.000000000E+000
   0.99064859336583933E-008  -0.323184040E-007   0.000000000E+000
   0.99218925991850782E-008  -0.339708315E-007   0.000000000E+000
   0.99372992647117631E-008  -0.332537411E-007   0.000000000E+000
   0.99527059302384480E-008  -0.323432303E-007   0.000000000E+000
   0.99681125957651329E-008  -0.320280868E-007   0.000000000E+000
   0.99835192612918178E-008  -0.306767518E-007   0.000000000E+000
   0.99989259268185027E-008  -0.310074348E-007   0.000000000E+000
   0.10014332592345188E-007  -0.343600206E-007   0.000000000E+000
   0.10029739257871872E-007  -0.350723681E-007   0.000000000E+000
   0.10045145923398557E-007  -0.317214699E-007   0.000000000E+000
   0.10060552588925242E-007  -0.306234291E-007   0.000000000E+000
   0.10075959254451927E-007  -0.325092628E-007   0.000000000E+000
   0.10091365919978612E-007  -0.324336931E-007   0.000000000E+000
   0.10106772585505297E-007  -0.316186508E-007   0.000000000E+000
   0.10122179251031982E-007  -0.332547856E-007   0.000000000E+000
   0.10137585916558667E-007  -0.342139366E-007   0.000000000E+000
   0.10152992582085352E-007  -0.325679608E-007   0.000000000E+000
   0.10168399247612037E-007  -0.315237223E-007   0.000000000E+000
   0.10183805913138722E-007  -0.315460973E-007   0.000000000E+000
   0.10199212578665406E-007  -0.313290123E-007   0.000000000E+000
   0.10214619244192091E-007  -0.328310215E-007   0.000000000E+000
   0.10230025909718776E-007  -0.350965799E-007   0.000000000E+000
   0.10245432575245461E-007  -0.335892985E-007   0.000000000E+000
   0.10260839240772146E-007  -0.304695682E-007   0.000000000E+000
   0.10276245906298831E-007  -0.312096304E-007   0.000000000E+000
   0.10291652571825516E-007  -0.332407595E-007   0.000000000E+000
   0.10307059237352201E-007  -0.324750324E-007   0.000000000E+000
   0.10322465902878886E-007  -0.321526556E-007   0.000000000E+000
   0.10337872568405571E-007  -0.339641240E-007   0.000000000E+000
   0.10353279233932255E-007  -0.337699468E-007   0.000000000E+000
   0.10368685899458940E-007  -0.315258433E-007   0.000000000E+000
   0.10384092564985625E-007  -0.311318153E-007   0.000000000E+000
   0.10399499230512310E-007  -0.320331743E-007   0.000000000E+000
   0.10414905896038995E-007  -0.326045821E-007   0.000000000E+000
   0.10430312561565680E-007  -0.339877957E-007   0.000000000E+000
   0.10445719227092365E-007  -0.344945335E-007   0.000000000E+000
   0.10461125892619050E-007  -0.318969100E-007   0.000000000E+000
   0.10476532558145735E-007  -0.302546646E-007   0.000000000E+000
   0.10491939223672420E-007  -0.324107283E-007   0.000000000E+000
   0.10507345889199105E-007  -0.337380115E-007   0.000000000E+000
   0.10522752554725789E-007  -0.324251879E-007   0.000000000E+000
   0.10538159220252474E-007  -0.327280993E-007   0.000000000E+000
   0.10553565885779159E-007  -0.341719932E-007   0.000000000E+000
   0.10568972551305844E-007  -0.327701137E-007   0.000000000E+000
   0.10584379216832529E-007  -0.307500052E-007   0.000000000E+000
   0.10599785882359214E-007  -0.316287405E-007   0.000000000E+000
   0.10615192547885899E-007  -0.331700640E-007   0.000000000E+000
   0.10630599213412584E-007  -0.335986172E-007   0.000000000E+000
   0.10646005878939269E-007  -0.340177913E-007   0.000000000E+000
   0.10661412544465954E-007  -0.331831060E-007   0.000000000E+000
   0.10676819209992638E-007  -0.308888879E-007   0.000000000E+000
   0.10692225875519323E-007  -0.310913819E-007   0.000000000E+000
   0.10707632541046008E-007  -0.336465256E-007   0.000000000E+000
   0.10723039206572693E-007  -0.337741781E-007   0.000000000E+000
   0.10738445872099378E-007  -0.323432516E-007   0.000000000E+000
   0.10753852537626063E-007  -0.331863994E-007   0.000000000E+000
   0.10769259203152748E-007  -0.338154784E-007   0.000000000E+000
   0.10784665868679433E-007  -0.316866782E-007   0.000000000E+000
   0.10800072534206118E-007  -0.307871524E-007   0.000000000E+000
   0.10815479199732803E-007  -0.328972831E-007   0.000000000E+000
   0.10830885865259487E-007  -0.341951285E-007   0.000000000E+000
   0.10846292530786172E-007  -0.337018946E-007   0.000000000E+000
   0.10861699196312857E-007  -0.332086714E-007   0.000000000E+000
   0.10877105861839542E-007  -0.320676143E-007   0.000000000E+000
   0.10892512527366227E-007  -0.309588764E-007   0.000000000E+000
   0.10907919192892912E-007  -0.324674616E-007   0.000000000E+000
   0.10923325858419597E-007  -0.343889290E-007   0.000000000E+000
   0.10938732523946282E-007  -0.333866268E-007   0.000000000E+000
   0.10954139189472967E-007  -0.323172884E-007   0.000000000E+000
   0.10969545854999652E-007  -0.334120820E-007   0.000000000E+000
   0.10984952520526337E-007  -0.331075185E-007   0.000000000E+000
   0.11000359186053021E-007  -0.310805177E-007   0.000000000E+000
   0.11015765851579706E-007  -0.317533519E-007   0.000000000E+000
   0.11031172517106391E-007  -0.343072735E-007   0.000000000E+000
   0.11046579182633076E-007  -0.344222464E-007   0.000000000E+000
   0.11061985848159761E-007  -0.329572742E-007   0.000000000E+000
   0.11077392513686446E-007  -0.323208340E-007   0.000000000E+000
   0.11092799179213131E-007  -0.317731370E-007   0.000000000E+000
   0.11108205844739816E-007  -0.318661648E-007   0.000000000E+000
   0.11123612510266501E-007  -0.336939436E-007   0.000000000E+000
   0.11139019175793186E-007  -0.344298492E-007   0.000000000E+000
   0.11154425841319870E-007  -0.328184626E-007   0.000000000E+000
   0.11169832506846555E-007  -0.324028377E-007   0.000000000E+000
   0.11185239172373240E-007  -0.334021735E-007   0.000000000E+000
   0.11200645837899925E-007  -0.324373808E-007   0.000000000E+000
   0.11216052503426610E-007  -0.312815693E-007   0.000000000E+000
   0.11231459168953295E-007  -0.332437793E-007   0.000000000E+000
   0.11246865834479980E-007  -0.351057956E-007   0.000000000E+000
   0.11262272500006665E-007  -0.336837402E-007   0.000000000E+000
   0.11277679165533350E-007  -0.319803810E-007   0.000000000E+000
   0.11293085831060035E-007  -0.320602780E-007   0.000000000E+000
   0.11308492496586720E-007  -0.323263336E-007   0.000000000E+000
   0.11323899162113404E-007  -0.329781393E-007   0.000000000E+000
   0.11339305827640089E-007  -0.343001254E-007   0.000000000E+000
   0.11354712493166774E-007  -0.339338442E-007   0.000000000E+000
   0.11370119158693459E-007  -0.323584572E-007   0.000000000E+000
   0.11385525824220144E-007  -0.326019389E-007   0.000000000E+000
   0.11400932489746829E-007  -0.332772636E-007   0.000000000E+000
   0.11416339155273514E-007  -0.321622906E-007   0.000000000E+000
   0.11431745820800199E-007  -0.321985034E-007   0.000000000E+000
   0.11447152486326884E-007  -0.345588980E-007   0.000000000E+000
   0.11462559151853569E-007  -0.348790117E-007   0.000000000E+000
   0.11477965817380253E-007  -0.324294263E-007   0.000000000E+000
   0.11493372482906938E-007  -0.315284829E-007   0.000000000E+000
   0.11508779148433623E-007  -0.326418039E-007   0.000000000E+000
   0.11524185813960308E-007  -0.332351391E-007   0.000000000E+000
   0.11539592479486993E-007  -0.337002923E-007   0.000000000E+000
   0.11554999145013678E-007  -0.342413138E-007   0.000000000E+000
   0.11570405810540363E-007  -0.332780097E-007   0.000000000E+000
   0.11585812476067048E-007  -0.321900266E-007   0.000000000E+000
   0.11601219141593733E-007  -0.328873249E-007   0.000000000E+000
   0.11616625807120418E-007  -0.332164873E-007   0.000000000E+000
   0.11632032472647102E-007  -0.324104548E-007   0.000000000E+000
   0.11647439138173787E-007  -0.333721140E-007   0.000000000E+000
   0.11662845803700472E-007  -0.351062646E-007   0.000000000E+000
   0.11678252469227157E-007  -0.338001271E-007   0.000000000E+000
   0.11693659134753842E-007  -0.314372883E-007   0.000000000E+000
   0.11709065800280527E-007  -0.320089946E-007   0.000000000E+000
   0.11724472465807212E-007  -0.337016495E-007   0.000000000E+000
   0.11739879131333897E-007  -0.338724888E-007   0.000000000E+000
   0.11755285796860582E-007  -0.338139508E-007   0.000000000E+000
   0.11770692462387267E-007  -0.338264705E-007   0.000000000E+000
   0.11786099127913952E-007  -0.328081171E-007   0.000000000E+000
   0.11801505793440636E-007  -0.323364162E-007   0.000000000E+000
   0.11816912458967321E-007  -0.332386101E-007   0.000000000E+000
   0.11832319124494006E-007  -0.333461898E-007   0.000000000E+000
   0.11847725790020691E-007  -0.330134853E-007   0.000000000E+000
   0.11863132455547376E-007  -0.342419995E-007   0.000000000E+000
   0.11878539121074061E-007  -0.347348923E-007   0.000000000E+000
   0.11893945786600746E-007  -0.325185781E-007   0.000000000E+000
   0.11909352452127431E-007  -0.313313109E-007   0.000000000E+000
   0.11924759117654116E-007  -0.332365921E-007   0.000000000E+000
   0.11940165783180801E-007  -0.345821789E-007   0.000000000E+000
   0.11955572448707485E-007  -0.338924728E-007   0.000000000E+000
   0.11970979114234170E-007  -0.335292043E-007   0.000000000E+000
   0.11986385779760855E-007  -0.334553647E-007   0.000000000E+000
   0.12001792445287540E-007  -0.326732597E-007   0.000000000E+000
   0.12017199110814225E-007  -0.327114122E-007   0.000000000E+000
   0.12032605776340910E-007  -0.336479822E-007   0.000000000E+000
   0.12048012441867595E-007  -0.336481030E-007   0.000000000E+000
   0.12063419107394280E-007  -0.336147288E-007   0.000000000E+000
   0.12078825772920965E-007  -0.344687336E-007   0.000000000E+000
   0.12094232438447650E-007  -0.338021664E-007   0.000000000E+000
   0.12109639103974335E-007  -0.317673035E-007   0.000000000E+000
   0.12125045769501019E-007  -0.322127889E-007   0.000000000E+000
   0.12140452435027704E-007  -0.345753755E-007   0.000000000E+000
   0.12155859100554389E-007  -0.347766118E-007   0.000000000E+000
   0.12171265766081074E-007  -0.334142385E-007   0.000000000E+000
   0.12186672431607759E-007  -0.332637740E-007   0.000000000E+000
   0.12202079097134444E-007  -0.333628343E-007   0.000000000E+000
   0.12217485762661129E-007  -0.328211271E-007   0.000000000E+000
   0.12232892428187814E-007  -0.332077015E-007   0.000000000E+000
   0.12248299093714499E-007  -0.340854776E-007   0.000000000E+000
   0.12263705759241184E-007  -0.339567521E-007   0.000000000E+000
   0.12279112424767868E-007  -0.338947430E-007   0.000000000E+000
   0.12294519090294553E-007  -0.341167556E-007   0.000000000E+000
   0.12309925755821238E-007  -0.329385514E-007   0.000000000E+000
   0.12325332421347923E-007  -0.319372901E-007   0.000000000E+000
   0.12340739086874608E-007  -0.336271953E-007   0.000000000E+000
   0.12356145752401293E-007  -0.353513414E-007   0.000000000E+000
   0.12371552417927978E-007  -0.342381483E-007   0.000000000E+000
   0.12386959083454663E-007  -0.328852501E-007   0.000000000E+000
   0.12402365748981348E-007  -0.333314709E-007   0.000000000E+000
   0.12417772414508033E-007  -0.335290622E-007   0.000000000E+000
   0.12433179080034718E-007  -0.331130465E-007   0.000000000E+000
   0.12448585745561402E-007  -0.337457315E-007   0.000000000E+000
   0.12463992411088087E-007  -0.344625128E-007   0.000000000E+000
   0.12479399076614772E-007  -0.340643709E-007   0.000000000E+000
   0.12494805742141457E-007  -0.337748389E-007   0.000000000E+000
   0.12510212407668142E-007  -0.335868720E-007   0.000000000E+000
   0.12525619073194827E-007  -0.326630740E-007   0.000000000E+000
   0.12541025738721512E-007  -0.328805783E-007   0.000000000E+000
   0.12556432404248197E-007  -0.348670675E-007   0.000000000E+000
   0.12571839069774882E-007  -0.352570169E-007   0.000000000E+000
   0.12587245735301567E-007  -0.333707924E-007   0.000000000E+000
   0.12602652400828251E-007  -0.327526593E-007   0.000000000E+000
   0.12618059066354936E-007  -0.337561872E-007   0.000000000E+000
   0.12633465731881621E-007  -0.337762707E-007   0.000000000E+000
   0.12648872397408306E-007  -0.334450050E-007   0.000000000E+000
   0.12664279062934991E-007  -0.342600757E-007   0.000000000E+000
   0.12679685728461676E-007  -0.346466713E-007   0.000000000E+000
   0.12695092393988361E-007  -0.338749828E-007   0.000000000E+000
   0.12710499059515046E-007  -0.334662644E-007   0.000000000E+000
   0.12725905725041731E-007  -0.333450920E-007   0.000000000E+000
   0.12741312390568416E-007  -0.330908243E-007   0.000000000E+000
   0.12756719056095100E-007  -0.340475594E-007   0.000000000E+000
   0.12772125721621785E-007  -0.354009373E-007   0.000000000E+000
   0.12787532387148470E-007  -0.344980968E-007   0.000000000E+000
   0.12802939052675155E-007  -0.327418661E-007   0.000000000E+000
   0.12818345718201840E-007  -0.331795889E-007   0.000000000E+000
   0.12833752383728525E-007  -0.343100126E-007   0.000000000E+000
   0.12849159049255210E-007  -0.339418449E-007   0.000000000E+000
   0.12864565714781895E-007  -0.337864705E-007   0.000000000E+000
   0.12879972380308580E-007  -0.346671634E-007   0.000000000E+000
   0.12895379045835265E-007  -0.345418769E-007   0.000000000E+000
   0.12910785711361950E-007  -0.335004167E-007   0.000000000E+000
   0.12926192376888634E-007  -0.333266357E-007   0.000000000E+000
   0.12941599042415319E-007  -0.336242287E-007   0.000000000E+000
   0.12957005707942004E-007  -0.339083890E-007   0.000000000E+000
   0.12972412373468689E-007  -0.348503342E-007   0.000000000E+000
   0.12987819038995374E-007  -0.351549190E-007   0.000000000E+000
   0.13003225704522059E-007  -0.336174644E-007   0.000000000E+000
   0.13018632370048744E-007  -0.327286536E-007   0.000000000E+000
   0.13034039035575429E-007  -0.339799620E-007   0.000000000E+000
   0.13049445701102114E-007  -0.347079521E-007   0.000000000E+000
   0.13064852366628799E-007  -0.339905739E-007   0.000000000E+000
   0.13080259032155483E-007  -0.341375639E-007   0.000000000E+000
   0.13095665697682168E-007  -0.348723184E-007   0.000000000E+000
   0.13111072363208853E-007  -0.341819053E-007   0.000000000E+000
   0.13126479028735538E-007  -0.332184698E-007   0.000000000E+000
   0.13141885694262223E-007  -0.336159260E-007   0.000000000E+000
   0.13157292359788908E-007  -0.342901316E-007   0.000000000E+000
   0.13172699025315593E-007  -0.346134854E-007   0.000000000E+000
   0.13188105690842278E-007  -0.350092115E-007   0.000000000E+000
   0.13203512356368963E-007  -0.344910092E-007   0.000000000E+000
   0.13218919021895648E-007  -0.331421539E-007   0.000000000E+000
   0.13234325687422333E-007  -0.333271757E-007   0.000000000E+000
   0.13249732352949017E-007  -0.347795996E-007   0.000000000E+000
   0.13265139018475702E-007  -0.348013742E-007   0.000000000E+000
   0.13280545684002387E-007  -0.340027917E-007   0.000000000E+000
   0.13295952349529072E-007  -0.344717037E-007   0.000000000E+000
   0.13311359015055757E-007  -0.348276892E-007   0.000000000E+000
   0.13326765680582442E-007  -0.337570398E-007   0.000000000E+000
   0.13342172346109127E-007  -0.333065984E-007   0.000000000E+000
   0.13357579011635812E-007  -0.343145174E-007   0.000000000E+000
   0.13372985677162497E-007  -0.349513662E-007   0.000000000E+000
   0.13388392342689182E-007  -0.348478046E-007   0.000000000E+000
   0.13403799008215866E-007  -0.346718387E-007   0.000000000E+000
   0.13419205673742551E-007  -0.339320181E-007   0.000000000E+000
   0.13434612339269236E-007  -0.332911654E-007   0.000000000E+000
   0.13450019004795921E-007  -0.342150805E-007   0.000000000E+000
   0.13465425670322606E-007  -0.352626834E-007   0.000000000E+000
   0.13480832335849291E-007  -0.346438540E-007   0.000000000E+000
