t              cylinder_rcs.fdtd_Point probe_1_Ez_50_0_80.dat       incid
   0.16565957060982184E-007  -0.419274365E-004   0.000000000E+000
   0.16603692726269159E-007  -0.372557297E-004   0.000000000E+000
   0.16641428391556135E-007  -0.357493773E-004   0.000000000E+000
   0.16679164056843110E-007  -0.381788595E-004   0.000000000E+000
   0.16716899722130085E-007  -0.360593258E-004   0.000000000E+000
   0.16754635387417061E-007  -0.285974656E-004   0.000000000E+000
   0.16792371052704036E-007  -0.249512505E-004   0.000000000E+000
   0.16830106717991011E-007  -0.260627385E-004   0.000000000E+000
   0.16867842383277987E-007  -0.252102873E-004   0.000000000E+000
   0.16905578048564962E-007  -0.221779901E-004   0.000000000E+000
   0.16943313713851937E-007  -0.195100693E-004   0.000000000E+000
   0.16981049379138913E-007  -0.155709313E-004   0.000000000E+000
   0.17018785044425888E-007  -0.117768750E-004   0.000000000E+000
   0.17056520709712863E-007  -0.120290269E-004   0.000000000E+000
   0.17094256374999839E-007  -0.126594641E-004   0.000000000E+000
   0.17131992040286814E-007  -0.834383354E-005   0.000000000E+000
   0.17169727705573790E-007  -0.292242430E-005   0.000000000E+000
   0.17207463370860765E-007  -0.139535632E-005   0.000000000E+000
   0.17245199036147740E-007  -0.116578451E-005   0.000000000E+000
   0.17282934701434716E-007   0.652764811E-006   0.000000000E+000
   0.17320670366721691E-007   0.297061115E-005   0.000000000E+000
   0.17358406032008666E-007   0.595608844E-005   0.000000000E+000
   0.17396141697295642E-007   0.984915459E-005   0.000000000E+000
   0.17433877362582617E-007   0.118160588E-004   0.000000000E+000
   0.17471613027869592E-007   0.115518824E-004   0.000000000E+000
   0.17509348693156568E-007   0.130332228E-004   0.000000000E+000
   0.17547084358443543E-007   0.170968269E-004   0.000000000E+000
   0.17584820023730519E-007   0.204438784E-004   0.000000000E+000
   0.17622555689017494E-007   0.219106860E-004   0.000000000E+000
   0.17660291354304469E-007   0.229137204E-004   0.000000000E+000
   0.17698027019591445E-007   0.243066661E-004   0.000000000E+000
   0.17735762684878420E-007   0.266549050E-004   0.000000000E+000
   0.17773498350165395E-007   0.299670119E-004   0.000000000E+000
   0.17811234015452371E-007   0.326048139E-004   0.000000000E+000
   0.17848969680739346E-007   0.336561970E-004   0.000000000E+000
   0.17886705346026321E-007   0.344945147E-004   0.000000000E+000
   0.17924441011313297E-007   0.363793588E-004   0.000000000E+000
   0.17962176676600272E-007   0.391890608E-004   0.000000000E+000
   0.17999912341887248E-007   0.420675424E-004   0.000000000E+000
   0.18037648007174223E-007   0.437179333E-004   0.000000000E+000
   0.18075383672461198E-007   0.441424672E-004   0.000000000E+000
   0.18113119337748174E-007   0.454588517E-004   0.000000000E+000
   0.18150855003035149E-007   0.483457625E-004   0.000000000E+000
   0.18188590668322124E-007   0.508284684E-004   0.000000000E+000
   0.18226326333609100E-007   0.522786249E-004   0.000000000E+000
   0.18264061998896075E-007   0.536978296E-004   0.000000000E+000
   0.18301797664183050E-007   0.547968302E-004   0.000000000E+000
   0.18339533329470026E-007   0.558399151E-004   0.000000000E+000
   0.18377268994757001E-007   0.584908194E-004   0.000000000E+000
   0.18415004660043977E-007   0.614374658E-004   0.000000000E+000
   0.18452740325330952E-007   0.619328275E-004   0.000000000E+000
   0.18490475990617927E-007   0.618637132E-004   0.000000000E+000
   0.18528211655904903E-007   0.640987128E-004   0.000000000E+000
   0.18565947321191878E-007   0.666087435E-004   0.000000000E+000
   0.18603682986478853E-007   0.676378477E-004   0.000000000E+000
   0.18641418651765829E-007   0.691137757E-004   0.000000000E+000
   0.18679154317052804E-007   0.707338259E-004   0.000000000E+000
   0.18716889982339779E-007   0.707245126E-004   0.000000000E+000
   0.18754625647626755E-007   0.716736686E-004   0.000000000E+000
   0.18792361312913730E-007   0.751167754E-004   0.000000000E+000
   0.18830096978200705E-007   0.767842212E-004   0.000000000E+000
   0.18867832643487681E-007   0.756239751E-004   0.000000000E+000
   0.18905568308774656E-007   0.763921416E-004   0.000000000E+000
   0.18943303974061632E-007   0.792497376E-004   0.000000000E+000
   0.18981039639348607E-007   0.803347066E-004   0.000000000E+000
   0.19018775304635582E-007   0.808271943E-004   0.000000000E+000
   0.19056510969922558E-007   0.825976822E-004   0.000000000E+000
   0.19094246635209533E-007   0.828464399E-004   0.000000000E+000
   0.19131982300496508E-007   0.821061694E-004   0.000000000E+000
   0.19169717965783484E-007   0.846013063E-004   0.000000000E+000
   0.19207453631070459E-007   0.877796047E-004   0.000000000E+000
   0.19245189296357434E-007   0.868318093E-004   0.000000000E+000
   0.19282924961644410E-007   0.854064274E-004   0.000000000E+000
   0.19320660626931385E-007   0.875213082E-004   0.000000000E+000
   0.19358396292218361E-007   0.894513578E-004   0.000000000E+000
   0.19396131957505336E-007   0.894271798E-004   0.000000000E+000
   0.19433867622792311E-007   0.905521083E-004   0.000000000E+000
   0.19471603288079287E-007   0.914022603E-004   0.000000000E+000
   0.19509338953366262E-007   0.897440623E-004   0.000000000E+000
   0.19547074618653237E-007   0.900997111E-004   0.000000000E+000
   0.19584810283940213E-007   0.938929807E-004   0.000000000E+000
   0.19622545949227188E-007   0.947143053E-004   0.000000000E+000
   0.19660281614514163E-007   0.918968799E-004   0.000000000E+000
   0.19698017279801139E-007   0.917960351E-004   0.000000000E+000
   0.19735752945088114E-007   0.941478429E-004   0.000000000E+000
   0.19773488610375090E-007   0.946129512E-004   0.000000000E+000
   0.19811224275662065E-007   0.947705121E-004   0.000000000E+000
   0.19848959940949040E-007   0.957482916E-004   0.000000000E+000
   0.19886695606236016E-007   0.943265768E-004   0.000000000E+000
   0.19924431271522991E-007   0.925569620E-004   0.000000000E+000
   0.19962166936809966E-007   0.950920366E-004   0.000000000E+000
