t              WireAirBox.fdtd_Point probe A_Ey_50_50_25.dat       incid
   0.13619492325589455E-007   0.162696097E-006   0.000000000E+000
   0.13650305656642825E-007   0.205957167E-005   0.000000000E+000
   0.13681118987696195E-007   0.173138210E-005   0.000000000E+000
   0.13711932318749565E-007  -0.682959353E-006   0.000000000E+000
   0.13742745649802934E-007  -0.246033051E-005   0.000000000E+000
   0.13773558980856304E-007  -0.152507050E-005   0.000000000E+000
   0.13804372311909674E-007   0.116524325E-005   0.000000000E+000
   0.13835185642963044E-007   0.247031903E-005   0.000000000E+000
   0.13865998974016414E-007   0.844630563E-006   0.000000000E+000
   0.13896812305069783E-007  -0.142647866E-005   0.000000000E+000
   0.13927625636123153E-007  -0.154152656E-005   0.000000000E+000
   0.13958438967176523E-007  -0.205088440E-006   0.000000000E+000
   0.13989252298229893E-007   0.428771216E-006   0.000000000E+000
   0.14020065629283263E-007   0.548838841E-006   0.000000000E+000
   0.14050878960336632E-007   0.103100740E-005   0.000000000E+000
   0.14081692291390002E-007   0.712853023E-006   0.000000000E+000
   0.14112505622443372E-007  -0.110714359E-005   0.000000000E+000
   0.14143318953496742E-007  -0.214147940E-005   0.000000000E+000
   0.14174132284550112E-007  -0.400233034E-006   0.000000000E+000
   0.14204945615603481E-007   0.217322986E-005   0.000000000E+000
   0.14235758946656851E-007   0.212630312E-005   0.000000000E+000
   0.14266572277710221E-007  -0.647140723E-006   0.000000000E+000
   0.14297385608763591E-007  -0.259703734E-005   0.000000000E+000
   0.14328198939816961E-007  -0.119549327E-005   0.000000000E+000
   0.14359012270870330E-007   0.156345777E-005   0.000000000E+000
   0.14389825601923700E-007   0.196906035E-005   0.000000000E+000
   0.14420638932977070E-007  -0.444451871E-007   0.000000000E+000
   0.14451452264030440E-007  -0.131584261E-005   0.000000000E+000
   0.14482265595083810E-007  -0.683976339E-006   0.000000000E+000
   0.14513078926137180E-007   0.811534733E-007   0.000000000E+000
   0.14543892257190549E-007   0.192223183E-006   0.000000000E+000
   0.14574705588243919E-007   0.523477411E-006   0.000000000E+000
   0.14605518919297289E-007   0.811644554E-006   0.000000000E+000
   0.14636332250350659E-007   0.944834255E-008   0.000000000E+000
   0.14667145581404029E-007  -0.117366312E-005   0.000000000E+000
   0.14697958912457398E-007  -0.106430946E-005   0.000000000E+000
   0.14728772243510768E-007   0.379088874E-006   0.000000000E+000
   0.14759585574564138E-007   0.152764039E-005   0.000000000E+000
   0.14790398905617508E-007   0.979575134E-006   0.000000000E+000
   0.14821212236670878E-007  -0.860453270E-006   0.000000000E+000
   0.14852025567724247E-007  -0.178166931E-005   0.000000000E+000
   0.14882838898777617E-007  -0.397033773E-006   0.000000000E+000
   0.14913652229830987E-007   0.145655417E-005   0.000000000E+000
   0.14944465560884357E-007   0.119745073E-005   0.000000000E+000
   0.14975278891937727E-007  -0.463246579E-006   0.000000000E+000
   0.15006092222991096E-007  -0.100388002E-005   0.000000000E+000
   0.15036905554044466E-007  -0.249968707E-006   0.000000000E+000
   0.15067718885097836E-007   0.228655779E-006   0.000000000E+000
   0.15098532216151206E-007   0.198054565E-006   0.000000000E+000
   0.15129345547204576E-007   0.301238231E-006   0.000000000E+000
   0.15160158878257946E-007   0.284043523E-006   0.000000000E+000
   0.15190972209311315E-007  -0.178186667E-006   0.000000000E+000
   0.15221785540364685E-007  -0.516822297E-006   0.000000000E+000
   0.15252598871418055E-007  -0.284038492E-006   0.000000000E+000
   0.15283412202471425E-007   0.202562603E-006   0.000000000E+000
   0.15314225533524795E-007   0.486913052E-006   0.000000000E+000
   0.15345038864578164E-007   0.346492527E-006   0.000000000E+000
   0.15375852195631534E-007  -0.154068516E-006   0.000000000E+000
   0.15406665526684904E-007  -0.566362360E-006   0.000000000E+000
   0.15437478857738274E-007  -0.440884264E-006   0.000000000E+000
   0.15468292188791644E-007   0.187131889E-006   0.000000000E+000
   0.15499105519845013E-007   0.771961140E-006   0.000000000E+000
   0.15529918850898383E-007   0.537187020E-006   0.000000000E+000
   0.15560732181951753E-007  -0.549228275E-006   0.000000000E+000
   0.15591545513005123E-007  -0.104930746E-005   0.000000000E+000
   0.15622358844058493E-007   0.126517534E-007   0.000000000E+000
   0.15653172175111862E-007   0.100132604E-005   0.000000000E+000
   0.15683985506165232E-007   0.251677079E-006   0.000000000E+000
   0.15714798837218602E-007  -0.621538334E-006   0.000000000E+000
   0.15745612168271972E-007   0.136275219E-006   0.000000000E+000
   0.15776425499325342E-007   0.572430281E-006   0.000000000E+000
   0.15807238830378711E-007  -0.873851036E-006   0.000000000E+000
   0.15838052161432081E-007  -0.128534066E-005   0.000000000E+000
   0.15868865492485451E-007   0.114745035E-005   0.000000000E+000
   0.15899678823538821E-007   0.239416977E-005   0.000000000E+000
   0.15930492154592191E-007  -0.424987547E-006   0.000000000E+000
   0.15961305485645561E-007  -0.293451853E-005   0.000000000E+000
   0.15992118816698930E-007  -0.860202590E-006   0.000000000E+000
   0.16022932147752300E-007   0.230648516E-005   0.000000000E+000
   0.16053745478805670E-007   0.159479464E-005   0.000000000E+000
   0.16084558809859040E-007  -0.102186164E-005   0.000000000E+000
   0.16115372140912410E-007  -0.109782729E-005   0.000000000E+000
   0.16146185471965779E-007   0.331708634E-006   0.000000000E+000
   0.16176998803019149E-007  -0.626760368E-007   0.000000000E+000
   0.16207812134072519E-007  -0.945964530E-006   0.000000000E+000
   0.16238625465125889E-007   0.569121880E-006   0.000000000E+000
   0.16269438796179259E-007   0.221823348E-005   0.000000000E+000
   0.16300252127232628E-007   0.262631147E-006   0.000000000E+000
   0.16331065458285998E-007  -0.275699222E-005   0.000000000E+000
   0.16361878789339368E-007  -0.168654890E-005   0.000000000E+000
   0.16392692120392738E-007   0.191019899E-005   0.000000000E+000
   0.16423505451446108E-007   0.228121735E-005   0.000000000E+000
   0.16454318782499477E-007  -0.482090400E-006   0.000000000E+000
   0.16485132113552847E-007  -0.146045284E-005   0.000000000E+000
   0.16515945444606217E-007  -0.118602657E-006   0.000000000E+000
   0.16546758775659587E-007   0.103795230E-006   0.000000000E+000
   0.16577572106712957E-007  -0.604553463E-006   0.000000000E+000
   0.16608385437766326E-007   0.406463471E-006   0.000000000E+000
   0.16639198768819696E-007   0.174144770E-005   0.000000000E+000
   0.16670012099873066E-007   0.359807245E-006   0.000000000E+000
   0.16700825430926436E-007  -0.198559678E-005   0.000000000E+000
   0.16731638761979806E-007  -0.149757739E-005   0.000000000E+000
   0.16762452093033176E-007   0.100871785E-005   0.000000000E+000
   0.16793265424086545E-007   0.181266091E-005   0.000000000E+000
   0.16824078755139915E-007   0.301708610E-006   0.000000000E+000
   0.16854892086193285E-007  -0.105282220E-005   0.000000000E+000
   0.16885705417246655E-007  -0.862155161E-006   0.000000000E+000
   0.16916518748300025E-007   0.419648813E-007   0.000000000E+000
   0.16947332079353394E-007   0.487375814E-006   0.000000000E+000
   0.16978145410406764E-007   0.297870514E-006   0.000000000E+000
   0.17008958741460134E-007   0.852007389E-007   0.000000000E+000
   0.17039772072513504E-007   0.140858234E-006   0.000000000E+000
   0.17070585403566874E-007  -0.735318508E-007   0.000000000E+000
   0.17101398734620243E-007  -0.685805389E-006   0.000000000E+000
   0.17132212065673613E-007  -0.584739780E-006   0.000000000E+000
   0.17163025396726983E-007   0.665213577E-006   0.000000000E+000
   0.17193838727780353E-007   0.130961439E-005   0.000000000E+000
   0.17224652058833723E-007  -0.160329137E-007   0.000000000E+000
   0.17255465389887092E-007  -0.151252300E-005   0.000000000E+000
   0.17286278720940462E-007  -0.771550276E-006   0.000000000E+000
   0.17317092051993832E-007   0.109944233E-005   0.000000000E+000
   0.17347905383047202E-007   0.116276294E-005   0.000000000E+000
   0.17378718714100572E-007  -0.446833496E-006   0.000000000E+000
   0.17409532045153941E-007  -0.986194550E-006   0.000000000E+000
   0.17440345376207311E-007   0.474951776E-007   0.000000000E+000
   0.17471158707260681E-007   0.505204071E-006   0.000000000E+000
   0.17501972038314051E-007  -0.135713208E-006   0.000000000E+000
   0.17532785369367421E-007  -0.179015842E-006   0.000000000E+000
   0.17563598700420791E-007   0.533255957E-006   0.000000000E+000
   0.17594412031474160E-007   0.313289348E-006   0.000000000E+000
   0.17625225362527530E-007  -0.772710450E-006   0.000000000E+000
   0.17656038693580900E-007  -0.786228838E-006   0.000000000E+000
   0.17686852024634270E-007   0.483439862E-006   0.000000000E+000
   0.17717665355687640E-007   0.110689882E-005   0.000000000E+000
   0.17748478686741009E-007   0.236125288E-006   0.000000000E+000
   0.17779292017794379E-007  -0.843307816E-006   0.000000000E+000
   0.17810105348847749E-007  -0.826346991E-006   0.000000000E+000
   0.17840918679901119E-007   0.104806531E-006   0.000000000E+000
   0.17871732010954489E-007   0.790560819E-006   0.000000000E+000
   0.17902545342007858E-007   0.479870437E-006   0.000000000E+000
   0.17933358673061228E-007  -0.250894232E-006   0.000000000E+000
   0.17964172004114598E-007  -0.377463067E-006   0.000000000E+000
   0.17994985335167968E-007  -0.957593898E-007   0.000000000E+000
   0.18025798666221338E-007  -0.217726509E-006   0.000000000E+000
   0.18056611997274707E-007  -0.278243220E-006   0.000000000E+000
   0.18087425328328077E-007   0.519440960E-006   0.000000000E+000
   0.18118238659381447E-007   0.108209690E-005   0.000000000E+000
   0.18149051990434817E-007  -0.234035724E-008   0.000000000E+000
   0.18179865321488187E-007  -0.143999910E-005   0.000000000E+000
   0.18210678652541556E-007  -0.938860353E-006   0.000000000E+000
   0.18241491983594926E-007   0.866105097E-006   0.000000000E+000
   0.18272305314648296E-007   0.136887911E-005   0.000000000E+000
   0.18303118645701666E-007   0.134905804E-006   0.000000000E+000
   0.18333931976755036E-007  -0.861859348E-006   0.000000000E+000
   0.18364745307808406E-007  -0.589129172E-006   0.000000000E+000
   0.18395558638861775E-007   0.243906015E-007   0.000000000E+000
   0.18426371969915145E-007   0.169208406E-006   0.000000000E+000
   0.18457185300968515E-007   0.193028029E-006   0.000000000E+000
   0.18487998632021885E-007   0.423753931E-006   0.000000000E+000
   0.18518811963075255E-007   0.390641304E-006   0.000000000E+000
   0.18549625294128624E-007  -0.286816572E-006   0.000000000E+000
   0.18580438625181994E-007  -0.958894361E-006   0.000000000E+000
   0.18611251956235364E-007  -0.592530455E-006   0.000000000E+000
   0.18642065287288734E-007   0.668537382E-006   0.000000000E+000
   0.18672878618342104E-007   0.130232570E-005   0.000000000E+000
   0.18703691949395473E-007   0.342844373E-006   0.000000000E+000
   0.18734505280448843E-007  -0.106548589E-005   0.000000000E+000
   0.18765318611502213E-007  -0.109823407E-005   0.000000000E+000
   0.18796131942555583E-007   0.149381094E-006   0.000000000E+000
   0.18826945273608953E-007   0.916249235E-006   0.000000000E+000
   0.18857758604662322E-007   0.467140978E-006   0.000000000E+000
   0.18888571935715692E-007  -0.168883673E-006   0.000000000E+000
   0.18919385266769062E-007  -0.235017353E-006   0.000000000E+000
   0.18950198597822432E-007  -0.200380015E-006   0.000000000E+000
   0.18981011928875802E-007  -0.360459467E-006   0.000000000E+000
   0.19011825259929171E-007  -0.191675483E-006   0.000000000E+000
   0.19042638590982541E-007   0.437886627E-006   0.000000000E+000
   0.19073451922035911E-007   0.756161626E-006   0.000000000E+000
   0.19104265253089281E-007   0.215311616E-006   0.000000000E+000
   0.19135078584142651E-007  -0.677268019E-006   0.000000000E+000
   0.19165891915196021E-007  -0.905138052E-006   0.000000000E+000
   0.19196705246249390E-007  -0.972401608E-007   0.000000000E+000
   0.19227518577302760E-007   0.878746107E-006   0.000000000E+000
   0.19258331908356130E-007   0.812589178E-006   0.000000000E+000
   0.19289145239409500E-007  -0.194889708E-006   0.000000000E+000
   0.19319958570462870E-007  -0.800237274E-006   0.000000000E+000
   0.19350771901516239E-007  -0.387828464E-006   0.000000000E+000
   0.19381585232569609E-007   0.227630522E-006   0.000000000E+000
   0.19412398563622979E-007   0.331096743E-006   0.000000000E+000
   0.19443211894676349E-007   0.176672145E-006   0.000000000E+000
   0.19474025225729719E-007   0.998836072E-007   0.000000000E+000
   0.19504838556783088E-007  -0.115198375E-007   0.000000000E+000
   0.19535651887836458E-007  -0.230392800E-006   0.000000000E+000
   0.19566465218889828E-007  -0.366500672E-006   0.000000000E+000
   0.19597278549943198E-007  -0.179297601E-006   0.000000000E+000
   0.19628091880996568E-007   0.349924335E-006   0.000000000E+000
   0.19658905212049937E-007   0.684338431E-006   0.000000000E+000
   0.19689718543103307E-007   0.172144496E-006   0.000000000E+000
   0.19720531874156677E-007  -0.722358152E-006   0.000000000E+000
   0.19751345205210047E-007  -0.710232371E-006   0.000000000E+000
   0.19782158536263417E-007   0.268658937E-006   0.000000000E+000
   0.19812971867316787E-007   0.783293501E-006   0.000000000E+000
   0.19843785198370156E-007   0.203723062E-006   0.000000000E+000
   0.19874598529423526E-007  -0.439063683E-006   0.000000000E+000
   0.19905411860476896E-007  -0.310423303E-006   0.000000000E+000
   0.19936225191530266E-007   0.116651762E-006   0.000000000E+000
   0.19967038522583636E-007   0.156536686E-006   0.000000000E+000
   0.19997851853637005E-007  -0.902624322E-007   0.000000000E+000
   0.20028665184690375E-007  -0.110734412E-006   0.000000000E+000
   0.20059478515743745E-007   0.207066506E-006   0.000000000E+000
   0.20090291846797115E-007   0.330147259E-006   0.000000000E+000
   0.20121105177850485E-007  -0.148460686E-006   0.000000000E+000
   0.20151918508903854E-007  -0.604414140E-006   0.000000000E+000
   0.20182731839957224E-007  -0.163511743E-006   0.000000000E+000
   0.20213545171010594E-007   0.649580954E-006   0.000000000E+000
   0.20244358502063964E-007   0.513604846E-006   0.000000000E+000
   0.20275171833117334E-007  -0.420426090E-006   0.000000000E+000
   0.20305985164170703E-007  -0.664496213E-006   0.000000000E+000
   0.20336798495224073E-007   0.110148392E-006   0.000000000E+000
   0.20367611826277443E-007   0.597059966E-006   0.000000000E+000
   0.20398425157330813E-007   0.100609498E-006   0.000000000E+000
   0.20429238488384183E-007  -0.456524106E-006   0.000000000E+000
   0.20460051819437552E-007  -0.197625013E-006   0.000000000E+000
   0.20490865150490922E-007   0.359381545E-006   0.000000000E+000
   0.20521678481544292E-007   0.272585623E-006   0.000000000E+000
   0.20552491812597662E-007  -0.294895301E-006   0.000000000E+000
   0.20583305143651032E-007  -0.374285122E-006   0.000000000E+000
   0.20614118474704402E-007   0.201689858E-006   0.000000000E+000
   0.20644931805757771E-007   0.476136961E-006   0.000000000E+000
   0.20675745136811141E-007  -0.524833581E-007   0.000000000E+000
   0.20706558467864511E-007  -0.529977399E-006   0.000000000E+000
   0.20737371798917881E-007  -0.135068404E-006   0.000000000E+000
   0.20768185129971251E-007   0.511942517E-006   0.000000000E+000
   0.20798998461024620E-007   0.336467735E-006   0.000000000E+000
   0.20829811792077990E-007  -0.403603337E-006   0.000000000E+000
   0.20860625123131360E-007  -0.507417212E-006   0.000000000E+000
   0.20891438454184730E-007   0.204323953E-006   0.000000000E+000
   0.20922251785238100E-007   0.578230129E-006   0.000000000E+000
   0.20953065116291469E-007   0.283683335E-007   0.000000000E+000
   0.20983878447344839E-007  -0.505443438E-006   0.000000000E+000
   0.21014691778398209E-007  -0.179478548E-006   0.000000000E+000
   0.21045505109451579E-007   0.356260330E-006   0.000000000E+000
   0.21076318440504949E-007   0.193505031E-006   0.000000000E+000
   0.21107131771558318E-007  -0.264834995E-006   0.000000000E+000
   0.21137945102611688E-007  -0.160213602E-006   0.000000000E+000
   0.21168758433665058E-007   0.277889825E-006   0.000000000E+000
   0.21199571764718428E-007   0.233034555E-006   0.000000000E+000
   0.21230385095771798E-007  -0.265375775E-006   0.000000000E+000
   0.21261198426825167E-007  -0.420182630E-006   0.000000000E+000
   0.21292011757878537E-007   0.736747552E-007   0.000000000E+000
   0.21322825088931907E-007   0.536971584E-006   0.000000000E+000
   0.21353638419985277E-007   0.251512887E-006   0.000000000E+000
   0.21384451751038647E-007  -0.414521054E-006   0.000000000E+000
   0.21415265082092017E-007  -0.460618480E-006   0.000000000E+000
   0.21446078413145386E-007   0.143884847E-006   0.000000000E+000
   0.21476891744198756E-007   0.389333621E-006   0.000000000E+000
   0.21507705075252126E-007   0.133013600E-009   0.000000000E+000
   0.21538518406305496E-007  -0.177449323E-006   0.000000000E+000
   0.21569331737358866E-007   0.110469301E-006   0.000000000E+000
   0.21600145068412235E-007   0.122726007E-006   0.000000000E+000
   0.21630958399465605E-007  -0.269976852E-006   0.000000000E+000
   0.21661771730518975E-007  -0.302447603E-006   0.000000000E+000
   0.21692585061572345E-007   0.183994331E-006   0.000000000E+000
   0.21723398392625715E-007   0.461999093E-006   0.000000000E+000
   0.21754211723679084E-007   0.152027098E-006   0.000000000E+000
   0.21785025054732454E-007  -0.328246699E-006   0.000000000E+000
   0.21815838385785824E-007  -0.417297116E-006   0.000000000E+000
   0.21846651716839194E-007  -0.206331094E-007   0.000000000E+000
   0.21877465047892564E-007   0.360230587E-006   0.000000000E+000
   0.21908278378945933E-007   0.229883952E-006   0.000000000E+000
   0.21939091709999303E-007  -0.115585678E-006   0.000000000E+000
   0.21969905041052673E-007  -0.993146543E-007   0.000000000E+000
   0.22000718372106043E-007   0.444089849E-007   0.000000000E+000
   0.22031531703159413E-007  -0.156721569E-006   0.000000000E+000
   0.22062345034212782E-007  -0.272320733E-006   0.000000000E+000
   0.22093158365266152E-007   0.175306241E-006   0.000000000E+000
   0.22123971696319522E-007   0.527393013E-006   0.000000000E+000
   0.22154785027372892E-007   0.108257296E-006   0.000000000E+000
   0.22185598358426262E-007  -0.471874358E-006   0.000000000E+000
   0.22216411689479632E-007  -0.378312592E-006   0.000000000E+000
   0.22247225020533001E-007   0.128975643E-006   0.000000000E+000
   0.22278038351586371E-007   0.339742911E-006   0.000000000E+000
   0.22308851682639741E-007   0.146261357E-006   0.000000000E+000
   0.22339665013693111E-007  -0.818542247E-007   0.000000000E+000
   0.22370478344746481E-007  -0.979826922E-007   0.000000000E+000
   0.22401291675799850E-007  -0.316006492E-007   0.000000000E+000
   0.22432105006853220E-007  -0.117993793E-006   0.000000000E+000
   0.22462918337906590E-007  -0.178280487E-006   0.000000000E+000
   0.22493731668959960E-007   0.138333718E-006   0.000000000E+000
   0.22524545000013330E-007   0.480661072E-006   0.000000000E+000
   0.22555358331066699E-007   0.157492451E-006   0.000000000E+000
   0.22586171662120069E-007  -0.505412004E-006   0.000000000E+000
   0.22616984993173439E-007  -0.489305990E-006   0.000000000E+000
   0.22647798324226809E-007   0.192684581E-006   0.000000000E+000
   0.22678611655280179E-007   0.517906983E-006   0.000000000E+000
   0.22709424986333548E-007   0.141854201E-006   0.000000000E+000
   0.22740238317386918E-007  -0.251153921E-006   0.000000000E+000
   0.22771051648440288E-007  -0.186602179E-006   0.000000000E+000
   0.22801864979493658E-007   0.351509186E-007   0.000000000E+000
   0.22832678310547028E-007   0.105485700E-007   0.000000000E+000
   0.22863491641600397E-007  -0.124931404E-006   0.000000000E+000
   0.22894304972653767E-007   0.388616428E-007   0.000000000E+000
   0.22925118303707137E-007   0.375477384E-006   0.000000000E+000
   0.22955931634760507E-007   0.225508444E-006   0.000000000E+000
   0.22986744965813877E-007  -0.416560198E-006   0.000000000E+000
   0.23017558296867247E-007  -0.579627169E-006   0.000000000E+000
   0.23048371627920616E-007   0.114463717E-006   0.000000000E+000
   0.23079184958973986E-007   0.653282825E-006   0.000000000E+000
   0.23109998290027356E-007   0.262083745E-006   0.000000000E+000
   0.23140811621080726E-007  -0.373840123E-006   0.000000000E+000
   0.23171624952134096E-007  -0.363052237E-006   0.000000000E+000
   0.23202438283187465E-007   0.568245753E-007   0.000000000E+000
   0.23233251614240835E-007   0.184618884E-006   0.000000000E+000
   0.23264064945294205E-007  -0.146967807E-007   0.000000000E+000
   0.23294878276347575E-007  -0.579920503E-007   0.000000000E+000
   0.23325691607400945E-007   0.182521831E-006   0.000000000E+000
   0.23356504938454314E-007   0.227330517E-006   0.000000000E+000
   0.23387318269507684E-007  -0.211413251E-006   0.000000000E+000
   0.23418131600561054E-007  -0.530179648E-006   0.000000000E+000
   0.23448944931614424E-007  -0.738257313E-007   0.000000000E+000
   0.23479758262667794E-007   0.597300925E-006   0.000000000E+000
   0.23510571593721163E-007   0.443164168E-006   0.000000000E+000
   0.23541384924774533E-007  -0.308941736E-006   0.000000000E+000
   0.23572198255827903E-007  -0.534631113E-006   0.000000000E+000
   0.23603011586881273E-007  -0.507367304E-007   0.000000000E+000
   0.23633824917934643E-007   0.303184834E-006   0.000000000E+000
   0.23664638248988012E-007   0.147800620E-006   0.000000000E+000
   0.23695451580041382E-007  -0.664301325E-007   0.000000000E+000
   0.23726264911094752E-007   0.125265132E-008   0.000000000E+000
   0.23757078242148122E-007   0.107886862E-006   0.000000000E+000
   0.23787891573201492E-007  -0.702176663E-007   0.000000000E+000
   0.23818704904254862E-007  -0.327972884E-006   0.000000000E+000
   0.23849518235308231E-007  -0.144411089E-006   0.000000000E+000
   0.23880331566361601E-007   0.389005720E-006   0.000000000E+000
   0.23911144897414971E-007   0.464318930E-006   0.000000000E+000
   0.23941958228468341E-007  -0.145473336E-006   0.000000000E+000
   0.23972771559521711E-007  -0.550334335E-006   0.000000000E+000
   0.24003584890575080E-007  -0.173722555E-006   0.000000000E+000
   0.24034398221628450E-007   0.325045249E-006   0.000000000E+000
   0.24065211552681820E-007   0.259859576E-006   0.000000000E+000
   0.24096024883735190E-007  -0.532832303E-007   0.000000000E+000
   0.24126838214788560E-007  -0.967884830E-007   0.000000000E+000
   0.24157651545841929E-007   0.115928032E-007   0.000000000E+000
   0.24188464876895299E-007  -0.361168553E-007   0.000000000E+000
   0.24219278207948669E-007  -0.158505031E-006   0.000000000E+000
   0.24250091539002039E-007  -0.732997592E-007   0.000000000E+000
   0.24280904870055409E-007   0.218358963E-006   0.000000000E+000
   0.24311718201108778E-007   0.317657481E-006   0.000000000E+000
   0.24342531532162148E-007  -0.356467922E-007   0.000000000E+000
   0.24373344863215518E-007  -0.412109074E-006   0.000000000E+000
   0.24404158194268888E-007  -0.232146363E-006   0.000000000E+000
   0.24434971525322258E-007   0.248503113E-006   0.000000000E+000
   0.24465784856375627E-007   0.317620191E-006   0.000000000E+000
   0.24496598187428997E-007  -0.129814168E-007   0.000000000E+000
   0.24527411518482367E-007  -0.163076024E-006   0.000000000E+000
   0.24558224849535737E-007  -0.441595134E-007   0.000000000E+000
   0.24589038180589107E-007  -0.151548427E-007   0.000000000E+000
   0.24619851511642477E-007  -0.914842673E-007   0.000000000E+000
   0.24650664842695846E-007  -0.604427441E-008   0.000000000E+000
   0.24681478173749216E-007   0.197454895E-006   0.000000000E+000
   0.24712291504802586E-007   0.198735194E-006   0.000000000E+000
   0.24743104835855956E-007  -0.874457839E-007   0.000000000E+000
   0.24773918166909326E-007  -0.323811037E-006   0.000000000E+000
   0.24804731497962695E-007  -0.159573290E-006   0.000000000E+000
   0.24835544829016065E-007   0.225439777E-006   0.000000000E+000
   0.24866358160069435E-007   0.297753019E-006   0.000000000E+000
   0.24897171491122805E-007  -0.128207489E-007   0.000000000E+000
   0.24927984822176175E-007  -0.205646728E-006   0.000000000E+000
   0.24958798153229544E-007  -0.728205265E-007   0.000000000E+000
   0.24989611484282914E-007   0.341261810E-007   0.000000000E+000
   0.25020424815336284E-007  -0.412322052E-007   0.000000000E+000
   0.25051238146389654E-007  -0.163593903E-007   0.000000000E+000
   0.25082051477443024E-007   0.171980474E-006   0.000000000E+000
   0.25112864808496393E-007   0.183534638E-006   0.000000000E+000
   0.25143678139549763E-007  -0.103626974E-006   0.000000000E+000
   0.25174491470603133E-007  -0.322211406E-006   0.000000000E+000
   0.25205304801656503E-007  -0.137308945E-006   0.000000000E+000
   0.25236118132709873E-007   0.243816459E-006   0.000000000E+000
   0.25266931463763243E-007   0.312210545E-006   0.000000000E+000
   0.25297744794816612E-007  -0.187367277E-007   0.000000000E+000
   0.25328558125869982E-007  -0.260047045E-006   0.000000000E+000
   0.25359371456923352E-007  -0.108668857E-006   0.000000000E+000
   0.25390184787976722E-007   0.962713074E-007   0.000000000E+000
   0.25420998119030092E-007   0.319053655E-007   0.000000000E+000
   0.25451811450083461E-007  -0.554029000E-007   0.000000000E+000
   0.25482624781136831E-007   0.889380303E-007   0.000000000E+000
   0.25513438112190201E-007   0.191741350E-006   0.000000000E+000
   0.25544251443243571E-007  -0.328383436E-007   0.000000000E+000
   0.25575064774296941E-007  -0.308095537E-006   0.000000000E+000
   0.25605878105350310E-007  -0.193144643E-006   0.000000000E+000
   0.25636691436403680E-007   0.214660304E-006   0.000000000E+000
   0.25667504767457050E-007   0.364406162E-006   0.000000000E+000
   0.25698318098510420E-007   0.310393773E-007   0.000000000E+000
   0.25729131429563790E-007  -0.316020305E-006   0.000000000E+000
   0.25759944760617159E-007  -0.194194882E-006   0.000000000E+000
   0.25790758091670529E-007   0.142087515E-006   0.000000000E+000
   0.25821571422723899E-007   0.157229010E-006   0.000000000E+000
   0.25852384753777269E-007  -0.585123132E-007   0.000000000E+000
   0.25883198084830639E-007  -0.487741190E-007   0.000000000E+000
   0.25914011415884008E-007   0.129512330E-006   0.000000000E+000
   0.25944824746937378E-007   0.664108484E-007   0.000000000E+000
   0.25975638077990748E-007  -0.195636204E-006   0.000000000E+000
   0.26006451409044118E-007  -0.219988692E-006   0.000000000E+000
   0.26037264740097488E-007   0.926775954E-007   0.000000000E+000
   0.26068078071150858E-007   0.330015837E-006   0.000000000E+000
   0.26098891402204227E-007   0.139070082E-006   0.000000000E+000
   0.26129704733257597E-007  -0.255358259E-006   0.000000000E+000
   0.26160518064310967E-007  -0.301659611E-006   0.000000000E+000
   0.26191331395364337E-007   0.666417179E-007   0.000000000E+000
   0.26222144726417707E-007   0.279569406E-006   0.000000000E+000
   0.26252958057471076E-007   0.516135117E-007   0.000000000E+000
   0.26283771388524446E-007  -0.160654466E-006   0.000000000E+000
   0.26314584719577816E-007  -0.227838228E-007   0.000000000E+000
   0.26345398050631186E-007   0.112968507E-006   0.000000000E+000
   0.26376211381684556E-007  -0.408564205E-007   0.000000000E+000
   0.26407024712737925E-007  -0.173743388E-006   0.000000000E+000
   0.26437838043791295E-007  -0.611541395E-008   0.000000000E+000
   0.26468651374844665E-007   0.218289017E-006   0.000000000E+000
   0.26499464705898035E-007   0.161766764E-006   0.000000000E+000
   0.26530278036951405E-007  -0.122964252E-006   0.000000000E+000
   0.26561091368004774E-007  -0.277407736E-006   0.000000000E+000
   0.26591904699058144E-007  -0.737055643E-007   0.000000000E+000
   0.26622718030111514E-007   0.238823446E-006   0.000000000E+000
   0.26653531361164884E-007   0.213623295E-006   0.000000000E+000
   0.26684344692218254E-007  -0.960457243E-007   0.000000000E+000
   0.26715158023271623E-007  -0.198038776E-006   0.000000000E+000
   0.26745971354324993E-007   0.698435088E-009   0.000000000E+000
   0.26776784685378363E-007   0.975710037E-007   0.000000000E+000
   0.26807598016431733E-007  -0.214896900E-007   0.000000000E+000
   0.26838411347485103E-007  -0.545578835E-007   0.000000000E+000
   0.26869224678538473E-007   0.726966363E-007   0.000000000E+000
   0.26900038009591842E-007   0.111505216E-006   0.000000000E+000
   0.26930851340645212E-007  -0.273373786E-007   0.000000000E+000
   0.26961664671698582E-007  -0.162509039E-006   0.000000000E+000
   0.26992478002751952E-007  -0.114744381E-006   0.000000000E+000
   0.27023291333805322E-007   0.951614538E-007   0.000000000E+000
   0.27054104664858691E-007   0.221611103E-006   0.000000000E+000
   0.27084917995912061E-007   0.639268194E-007   0.000000000E+000
   0.27115731326965431E-007  -0.183615583E-006   0.000000000E+000
   0.27146544658018801E-007  -0.170353104E-006   0.000000000E+000
   0.27177357989072171E-007   0.485140674E-007   0.000000000E+000
   0.27208171320125540E-007   0.135931373E-006   0.000000000E+000
   0.27238984651178910E-007   0.405124965E-007   0.000000000E+000
