t              AirBox.fdtd_Point probe C_Hz_75_50_13.dat       incid
   0.13619492325589455E-007  -0.969592051E-008   0.000000000E+000
   0.13650305656642825E-007   0.178682811E-007   0.000000000E+000
   0.13681118987696195E-007   0.128371767E-007   0.000000000E+000
   0.13711932318749565E-007  -0.240082692E-007   0.000000000E+000
   0.13742745649802934E-007  -0.311532595E-007   0.000000000E+000
   0.13773558980856304E-007   0.138581342E-007   0.000000000E+000
   0.13804372311909674E-007   0.514413188E-007   0.000000000E+000
   0.13835185642963044E-007   0.261154245E-007   0.000000000E+000
   0.13865998974016414E-007  -0.303628553E-007   0.000000000E+000
   0.13896812305069783E-007  -0.448974831E-007   0.000000000E+000
   0.13927625636123153E-007  -0.554017276E-008   0.000000000E+000
   0.13958438967176523E-007   0.315629549E-007   0.000000000E+000
   0.13989252298229893E-007   0.290792173E-007   0.000000000E+000
   0.14020065629283263E-007   0.907389186E-008   0.000000000E+000
   0.14050878960336632E-007  -0.203307327E-008   0.000000000E+000
   0.14081692291390002E-007  -0.148273838E-007   0.000000000E+000
   0.14112505622443372E-007  -0.354697143E-007   0.000000000E+000
   0.14143318953496742E-007  -0.313183968E-007   0.000000000E+000
   0.14174132284550112E-007   0.164588343E-007   0.000000000E+000
   0.14204945615603481E-007   0.591979692E-007   0.000000000E+000
   0.14235758946656851E-007   0.352889806E-007   0.000000000E+000
   0.14266572277710221E-007  -0.350675116E-007   0.000000000E+000
   0.14297385608763591E-007  -0.656448691E-007   0.000000000E+000
   0.14328198939816961E-007  -0.195327807E-007   0.000000000E+000
   0.14359012270870330E-007   0.419920703E-007   0.000000000E+000
   0.14389825601923700E-007   0.463691521E-007   0.000000000E+000
   0.14420638932977070E-007   0.270571121E-008   0.000000000E+000
   0.14451452264030440E-007  -0.274428409E-007   0.000000000E+000
   0.14482265595083810E-007  -0.209506084E-007   0.000000000E+000
   0.14513078926137180E-007  -0.621795149E-008   0.000000000E+000
   0.14543892257190549E-007   0.146405110E-009   0.000000000E+000
   0.14574705588243919E-007   0.131803031E-007   0.000000000E+000
   0.14605518919297289E-007   0.298914742E-007   0.000000000E+000
   0.14636332250350659E-007   0.158065738E-007   0.000000000E+000
   0.14667145581404029E-007  -0.319446691E-007   0.000000000E+000
   0.14697958912457398E-007  -0.547157271E-007   0.000000000E+000
   0.14728772243510768E-007  -0.892106655E-008   0.000000000E+000
   0.14759585574564138E-007   0.576471244E-007   0.000000000E+000
   0.14790398905617508E-007   0.590743170E-007   0.000000000E+000
   0.14821212236670878E-007  -0.973007275E-008   0.000000000E+000
   0.14852025567724247E-007  -0.628150758E-007   0.000000000E+000
   0.14882838898777617E-007  -0.404235720E-007   0.000000000E+000
   0.14913652229830987E-007   0.168049290E-007   0.000000000E+000
   0.14944465560884357E-007   0.378999339E-007   0.000000000E+000
   0.14975278891937727E-007   0.187079259E-007   0.000000000E+000
   0.15006092222991096E-007   0.279358225E-008   0.000000000E+000
   0.15036905554044466E-007  -0.820057799E-009   0.000000000E+000
   0.15067718885097836E-007  -0.178300112E-007   0.000000000E+000
   0.15098532216151206E-007  -0.384778573E-007   0.000000000E+000
   0.15129345547204576E-007  -0.178306223E-007   0.000000000E+000
   0.15160158878257946E-007   0.392963138E-007   0.000000000E+000
   0.15190972209311315E-007   0.595860037E-007   0.000000000E+000
   0.15221785540364685E-007   0.476584106E-008   0.000000000E+000
   0.15252598871418055E-007  -0.585581326E-007   0.000000000E+000
   0.15283412202471425E-007  -0.461688288E-007   0.000000000E+000
   0.15314225533524795E-007   0.219778187E-007   0.000000000E+000
   0.15345038864578164E-007   0.517199155E-007   0.000000000E+000
   0.15375852195631534E-007   0.112168443E-007   0.000000000E+000
   0.15406665526684904E-007  -0.326777432E-007   0.000000000E+000
   0.15437478857738274E-007  -0.227188401E-007   0.000000000E+000
   0.15468292188791644E-007   0.117388517E-007   0.000000000E+000
   0.15499105519845013E-007   0.174144290E-007   0.000000000E+000
   0.15529918850898383E-007   0.516330090E-009   0.000000000E+000
   0.15560732181951753E-007  -0.209794959E-008   0.000000000E+000
   0.15591545513005123E-007   0.431702141E-008   0.000000000E+000
   0.15622358844058493E-007  -0.973232428E-008   0.000000000E+000
   0.15653172175111862E-007  -0.278450862E-007   0.000000000E+000
   0.15683985506165232E-007  -0.490050489E-008   0.000000000E+000
   0.15714798837218602E-007   0.445299975E-007   0.000000000E+000
   0.15745612168271972E-007   0.462056562E-007   0.000000000E+000
   0.15776425499325342E-007  -0.204087840E-007   0.000000000E+000
   0.15807238830378711E-007  -0.727749949E-007   0.000000000E+000
   0.15838052161432081E-007  -0.357337093E-007   0.000000000E+000
   0.15868865492485451E-007   0.464582790E-007   0.000000000E+000
   0.15899678823538821E-007   0.691694950E-007   0.000000000E+000
   0.15930492154592191E-007   0.113947749E-007   0.000000000E+000
   0.15961305485645561E-007  -0.460092302E-007   0.000000000E+000
   0.15992118816698930E-007  -0.406018899E-007   0.000000000E+000
   0.16022932147752300E-007  -0.605083983E-009   0.000000000E+000
   0.16053745478805670E-007   0.192356122E-007   0.000000000E+000
   0.16084558809859040E-007   0.151652344E-007   0.000000000E+000
   0.16115372140912410E-007   0.121557644E-007   0.000000000E+000
   0.16146185471965779E-007   0.810981415E-008   0.000000000E+000
   0.16176998803019149E-007  -0.113861196E-007   0.000000000E+000
   0.16207812134072519E-007  -0.280287225E-007   0.000000000E+000
   0.16238625465125889E-007  -0.122563648E-007   0.000000000E+000
   0.16269438796179259E-007   0.203196429E-007   0.000000000E+000
   0.16300252127232628E-007   0.241319906E-007   0.000000000E+000
   0.16331065458285998E-007  -0.416929424E-008   0.000000000E+000
   0.16361878789339368E-007  -0.182242417E-007   0.000000000E+000
   0.16392692120392738E-007   0.219636753E-008   0.000000000E+000
   0.16423505451446108E-007   0.171430390E-007   0.000000000E+000
   0.16454318782499477E-007  -0.518540055E-008   0.000000000E+000
   0.16485132113552847E-007  -0.296226386E-007   0.000000000E+000
   0.16515945444606217E-007  -0.797170863E-008   0.000000000E+000
   0.16546758775659587E-007   0.362205910E-007   0.000000000E+000
   0.16577572106712957E-007   0.345822002E-007   0.000000000E+000
   0.16608385437766326E-007  -0.192435756E-007   0.000000000E+000
   0.16639198768819696E-007  -0.509450686E-007   0.000000000E+000
   0.16670012099873066E-007  -0.133120359E-007   0.000000000E+000
   0.16700825430926436E-007   0.418112123E-007   0.000000000E+000
   0.16731638761979806E-007   0.390121038E-007   0.000000000E+000
   0.16762452093033176E-007  -0.131943452E-007   0.000000000E+000
   0.16793265424086545E-007  -0.422292032E-007   0.000000000E+000
   0.16824078755139915E-007  -0.170626144E-007   0.000000000E+000
   0.16854892086193285E-007   0.210821440E-007   0.000000000E+000
   0.16885705417246655E-007   0.290109785E-007   0.000000000E+000
   0.16916518748300025E-007   0.110942455E-007   0.000000000E+000
   0.16947332079353394E-007  -0.993579796E-008   0.000000000E+000
   0.16978145410406764E-007  -0.259542166E-007   0.000000000E+000
   0.17008958741460134E-007  -0.282468875E-007   0.000000000E+000
   0.17039772072513504E-007   0.496473973E-010   0.000000000E+000
   0.17070585403566874E-007   0.454679210E-007   0.000000000E+000
   0.17101398734620243E-007   0.516475467E-007   0.000000000E+000
   0.17132212065673613E-007  -0.984822890E-008   0.000000000E+000
   0.17163025396726983E-007  -0.761706431E-007   0.000000000E+000
   0.17193838727780353E-007  -0.572038559E-007   0.000000000E+000
   0.17224652058833723E-007   0.368339101E-007   0.000000000E+000
   0.17255465389887092E-007   0.919804108E-007   0.000000000E+000
   0.17286278720940462E-007   0.375023284E-007   0.000000000E+000
   0.17317092051993832E-007  -0.576346117E-007   0.000000000E+000
   0.17347905383047202E-007  -0.778404683E-007   0.000000000E+000
   0.17378718714100572E-007  -0.108832410E-007   0.000000000E+000
   0.17409532045153941E-007   0.519712344E-007   0.000000000E+000
   0.17440345376207311E-007   0.463725698E-007   0.000000000E+000
   0.17471158707260681E-007   0.193053395E-008   0.000000000E+000
   0.17501972038314051E-007  -0.250471839E-007   0.000000000E+000
   0.17532785369367421E-007  -0.249585543E-007   0.000000000E+000
   0.17563598700420791E-007  -0.152912421E-007   0.000000000E+000
   0.17594412031474160E-007   0.289842461E-008   0.000000000E+000
   0.17625225362527530E-007   0.279362737E-007   0.000000000E+000
   0.17656038693580900E-007   0.308662607E-007   0.000000000E+000
   0.17686852024634270E-007  -0.597623995E-008   0.000000000E+000
   0.17717665355687640E-007  -0.428853539E-007   0.000000000E+000
   0.17748478686741009E-007  -0.260859601E-007   0.000000000E+000
   0.17779292017794379E-007   0.285757835E-007   0.000000000E+000
   0.17810105348847749E-007   0.468032937E-007   0.000000000E+000
   0.17840918679901119E-007   0.326334515E-009   0.000000000E+000
   0.17871732010954489E-007  -0.481249174E-007   0.000000000E+000
   0.17902545342007858E-007  -0.315417239E-007   0.000000000E+000
   0.17933358673061228E-007   0.269342202E-007   0.000000000E+000
   0.17964172004114598E-007   0.486552310E-007   0.000000000E+000
   0.17994985335167968E-007   0.950952028E-008   0.000000000E+000
   0.18025798666221338E-007  -0.346693625E-007   0.000000000E+000
   0.18056611997274707E-007  -0.335471313E-007   0.000000000E+000
   0.18087425328328077E-007  -0.285588442E-008   0.000000000E+000
   0.18118238659381447E-007   0.183064994E-007   0.000000000E+000
   0.18149051990434817E-007   0.239021283E-007   0.000000000E+000
   0.18179865321488187E-007   0.223805152E-007   0.000000000E+000
   0.18210678652541556E-007   0.251897347E-008   0.000000000E+000
   0.18241491983594926E-007  -0.365591823E-007   0.000000000E+000
   0.18272305314648296E-007  -0.512993452E-007   0.000000000E+000
   0.18303118645701666E-007  -0.508315523E-008   0.000000000E+000
   0.18333931976755036E-007   0.605104162E-007   0.000000000E+000
   0.18364745307808406E-007   0.634185255E-007   0.000000000E+000
   0.18395558638861775E-007  -0.743742845E-008   0.000000000E+000
   0.18426371969915145E-007  -0.702566112E-007   0.000000000E+000
   0.18457185300968515E-007  -0.549400028E-007   0.000000000E+000
   0.18487998632021885E-007   0.131439606E-007   0.000000000E+000
   0.18518811963075255E-007   0.572671119E-007   0.000000000E+000
   0.18549625294128624E-007   0.435148273E-007   0.000000000E+000
   0.18580438625181994E-007   0.186197724E-010   0.000000000E+000
   0.18611251956235364E-007  -0.347552813E-007   0.000000000E+000
   0.18642065287288734E-007  -0.446411264E-007   0.000000000E+000
   0.18672878618342104E-007  -0.247879957E-007   0.000000000E+000
   0.18703691949395473E-007   0.205058779E-007   0.000000000E+000
   0.18734505280448843E-007   0.586666999E-007   0.000000000E+000
   0.18765318611502213E-007   0.439635102E-007   0.000000000E+000
   0.18796131942555583E-007  -0.222993748E-007   0.000000000E+000
   0.18826945273608953E-007  -0.718686834E-007   0.000000000E+000
   0.18857758604662322E-007  -0.444710722E-007   0.000000000E+000
   0.18888571935715692E-007   0.309189829E-007   0.000000000E+000
   0.18919385266769062E-007   0.679400358E-007   0.000000000E+000
   0.18950198597822432E-007   0.312454418E-007   0.000000000E+000
   0.18981011928875802E-007  -0.278053278E-007   0.000000000E+000
   0.19011825259929171E-007  -0.474526871E-007   0.000000000E+000
   0.19042638590982541E-007  -0.243212508E-007   0.000000000E+000
   0.19073451922035911E-007   0.840545233E-008   0.000000000E+000
   0.19104265253089281E-007   0.299811376E-007   0.000000000E+000
   0.19135078584142651E-007   0.333395000E-007   0.000000000E+000
   0.19165891915196021E-007   0.106632640E-007   0.000000000E+000
   0.19196705246249390E-007  -0.286775261E-007   0.000000000E+000
   0.19227518577302760E-007  -0.462478660E-007   0.000000000E+000
   0.19258331908356130E-007  -0.150442148E-007   0.000000000E+000
   0.19289145239409500E-007   0.361401291E-007   0.000000000E+000
   0.19319958570462870E-007   0.490023240E-007   0.000000000E+000
   0.19350771901516239E-007   0.778849341E-008   0.000000000E+000
   0.19381585232569609E-007  -0.394059469E-007   0.000000000E+000
   0.19412398563622979E-007  -0.401947773E-007   0.000000000E+000
   0.19443211894676349E-007   0.147824863E-009   0.000000000E+000
   0.19474025225729719E-007   0.324628395E-007   0.000000000E+000
   0.19504838556783088E-007   0.272241820E-007   0.000000000E+000
   0.19535651887836458E-007   0.936831057E-009   0.000000000E+000
   0.19566465218889828E-007  -0.180013231E-007   0.000000000E+000
   0.19597278549943198E-007  -0.217253326E-007   0.000000000E+000
   0.19628091880996568E-007  -0.131042475E-007   0.000000000E+000
   0.19658905212049937E-007   0.795429056E-008   0.000000000E+000
   0.19689718543103307E-007   0.297675307E-007   0.000000000E+000
   0.19720531874156677E-007   0.250082390E-007   0.000000000E+000
   0.19751345205210047E-007  -0.119409531E-007   0.000000000E+000
   0.19782158536263417E-007  -0.415149728E-007   0.000000000E+000
   0.19812971867316787E-007  -0.237884858E-007   0.000000000E+000
   0.19843785198370156E-007   0.230548967E-007   0.000000000E+000
   0.19874598529423526E-007   0.417525570E-007   0.000000000E+000
   0.19905411860476896E-007   0.119415553E-007   0.000000000E+000
   0.19936225191530266E-007  -0.255602366E-007   0.000000000E+000
   0.19967038522583636E-007  -0.280859638E-007   0.000000000E+000
   0.19997851853637005E-007  -0.390456911E-008   0.000000000E+000
   0.20028665184690375E-007   0.125189139E-007   0.000000000E+000
   0.20059478515743745E-007   0.123978117E-007   0.000000000E+000
   0.20090291846797115E-007   0.106524913E-007   0.000000000E+000
   0.20121105177850485E-007   0.772319186E-008   0.000000000E+000
   0.20151918508903854E-007  -0.928070154E-008   0.000000000E+000
   0.20182731839957224E-007  -0.288038144E-007   0.000000000E+000
   0.20213545171010594E-007  -0.182085067E-007   0.000000000E+000
   0.20244358502063964E-007   0.215885301E-007   0.000000000E+000
   0.20275171833117334E-007   0.413426164E-007   0.000000000E+000
   0.20305985164170703E-007   0.966989333E-008   0.000000000E+000
   0.20336798495224073E-007  -0.348424187E-007   0.000000000E+000
   0.20367611826277443E-007  -0.337744410E-007   0.000000000E+000
   0.20398425157330813E-007   0.768079289E-008   0.000000000E+000
   0.20429238488384183E-007   0.308361052E-007   0.000000000E+000
   0.20460051819437552E-007   0.109561107E-007   0.000000000E+000
   0.20490865150490922E-007  -0.133654385E-007   0.000000000E+000
   0.20521678481544292E-007  -0.807344236E-008   0.000000000E+000
   0.20552491812597662E-007   0.616345552E-008   0.000000000E+000
   0.20583305143651032E-007  -0.129471811E-008   0.000000000E+000
   0.20614118474704402E-007  -0.147935664E-007   0.000000000E+000
   0.20644931805757771E-007  -0.223565877E-008   0.000000000E+000
   0.20675745136811141E-007   0.227894414E-007   0.000000000E+000
   0.20706558467864511E-007   0.178564541E-007   0.000000000E+000
   0.20737371798917881E-007  -0.161058722E-007   0.000000000E+000
   0.20768185129971251E-007  -0.294900335E-007   0.000000000E+000
   0.20798998461024620E-007  -0.640957509E-009   0.000000000E+000
   0.20829811792077990E-007   0.278389169E-007   0.000000000E+000
   0.20860625123131360E-007   0.141345842E-007   0.000000000E+000
   0.20891438454184730E-007  -0.183874747E-007   0.000000000E+000
   0.20922251785238100E-007  -0.194195788E-007   0.000000000E+000
   0.20953065116291469E-007   0.943637879E-008   0.000000000E+000
   0.20983878447344839E-007   0.205482102E-007   0.000000000E+000
   0.21014691778398209E-007  -0.205409378E-008   0.000000000E+000
   0.21045505109451579E-007  -0.199031760E-007   0.000000000E+000
   0.21076318440504949E-007  -0.525285682E-008   0.000000000E+000
   0.21107131771558318E-007   0.157511870E-007   0.000000000E+000
   0.21137945102611688E-007   0.971686198E-008   0.000000000E+000
   0.21168758433665058E-007  -0.972664438E-008   0.000000000E+000
   0.21199571764718428E-007  -0.899135610E-008   0.000000000E+000
   0.21230385095771798E-007   0.774187203E-008   0.000000000E+000
   0.21261198426825167E-007   0.829077518E-008   0.000000000E+000
   0.21292011757878537E-007  -0.100347757E-007   0.000000000E+000
   0.21322825088931907E-007  -0.144852015E-007   0.000000000E+000
   0.21353638419985277E-007   0.725341831E-008   0.000000000E+000
   0.21384451751038647E-007   0.232587922E-007   0.000000000E+000
   0.21415265082092017E-007   0.662732624E-008   0.000000000E+000
   0.21446078413145386E-007  -0.210773816E-007   0.000000000E+000
   0.21476891744198756E-007  -0.215579909E-007   0.000000000E+000
   0.21507705075252126E-007   0.408601508E-008   0.000000000E+000
   0.21538518406305496E-007   0.207972679E-007   0.000000000E+000
   0.21569331737358866E-007   0.119651204E-007   0.000000000E+000
   0.21600145068412235E-007  -0.407220035E-008   0.000000000E+000
   0.21630958399465605E-007  -0.923053101E-008   0.000000000E+000
   0.21661771730518975E-007  -0.803864619E-008   0.000000000E+000
   0.21692585061572345E-007  -0.752149720E-008   0.000000000E+000
   0.21723398392625715E-007  -0.864503580E-009   0.000000000E+000
   0.21754211723679084E-007   0.140379726E-007   0.000000000E+000
   0.21785025054732454E-007   0.196292333E-007   0.000000000E+000
   0.21815838385785824E-007   0.216186002E-008   0.000000000E+000
   0.21846651716839194E-007  -0.217179803E-007   0.000000000E+000
   0.21877465047892564E-007  -0.229326957E-007   0.000000000E+000
   0.21908278378945933E-007   0.419531077E-009   0.000000000E+000
   0.21939091709999303E-007   0.211164597E-007   0.000000000E+000
   0.21969905041052673E-007   0.194242133E-007   0.000000000E+000
   0.22000718372106043E-007   0.284156521E-008   0.000000000E+000
   0.22031531703159413E-007  -0.121607915E-007   0.000000000E+000
   0.22062345034212782E-007  -0.185714573E-007   0.000000000E+000
   0.22093158365266152E-007  -0.137827296E-007   0.000000000E+000
   0.22123971696319522E-007   0.412419610E-008   0.000000000E+000
   0.22154785027372892E-007   0.242412828E-007   0.000000000E+000
   0.22185598358426262E-007   0.238193945E-007   0.000000000E+000
   0.22216411689479632E-007  -0.313283266E-008   0.000000000E+000
   0.22247225020533001E-007  -0.295816189E-007   0.000000000E+000
   0.22278038351586371E-007  -0.250673047E-007   0.000000000E+000
   0.22308851682639741E-007   0.473657025E-008   0.000000000E+000
   0.22339665013693111E-007   0.257166395E-007   0.000000000E+000
   0.22370478344746481E-007   0.195297432E-007   0.000000000E+000
   0.22401291675799850E-007   0.522250687E-009   0.000000000E+000
   0.22432105006853220E-007  -0.123532207E-007   0.000000000E+000
   0.22462918337906590E-007  -0.173694250E-007   0.000000000E+000
   0.22493731668959960E-007  -0.156993565E-007   0.000000000E+000
   0.22524545000013330E-007   0.602913275E-010   0.000000000E+000
   0.22555358331066699E-007   0.251188048E-007   0.000000000E+000
   0.22586171662120069E-007   0.310368087E-007   0.000000000E+000
   0.22616984993173439E-007   0.105273301E-008   0.000000000E+000
   0.22647798324226809E-007  -0.356028309E-007   0.000000000E+000
   0.22678611655280179E-007  -0.339804522E-007   0.000000000E+000
   0.22709424986333548E-007   0.554160451E-008   0.000000000E+000
   0.22740238317386918E-007   0.353869680E-007   0.000000000E+000
   0.22771051648440288E-007   0.240379379E-007   0.000000000E+000
   0.22801864979493658E-007  -0.671975897E-008   0.000000000E+000
   0.22832678310547028E-007  -0.200426467E-007   0.000000000E+000
   0.22863491641600397E-007  -0.132965114E-007   0.000000000E+000
   0.22894304972653767E-007  -0.623704377E-008   0.000000000E+000
   0.22925118303707137E-007  -0.581557469E-009   0.000000000E+000
   0.22955931634760507E-007   0.148133825E-007   0.000000000E+000
   0.22986744965813877E-007   0.274947798E-007   0.000000000E+000
   0.23017558296867247E-007   0.101905293E-007   0.000000000E+000
   0.23048371627920616E-007  -0.283096675E-007   0.000000000E+000
   0.23079184958973986E-007  -0.398811224E-007   0.000000000E+000
   0.23109998290027356E-007  -0.333638184E-008   0.000000000E+000
   0.23140811621080726E-007   0.381130505E-007   0.000000000E+000
   0.23171624952134096E-007   0.331375567E-007   0.000000000E+000
   0.23202438283187465E-007  -0.745093942E-008   0.000000000E+000
   0.23233251614240835E-007  -0.303196082E-007   0.000000000E+000
   0.23264064945294205E-007  -0.156056856E-007   0.000000000E+000
   0.23294878276347575E-007   0.551804469E-008   0.000000000E+000
   0.23325691607400945E-007   0.785859111E-008   0.000000000E+000
   0.23356504938454314E-007   0.533834044E-008   0.000000000E+000
   0.23387318269507684E-007   0.127007453E-007   0.000000000E+000
   0.23418131600561054E-007   0.120073462E-007   0.000000000E+000
   0.23448944931614424E-007  -0.125179582E-007   0.000000000E+000
   0.23479758262667794E-007  -0.333496040E-007   0.000000000E+000
   0.23510571593721163E-007  -0.139083696E-007   0.000000000E+000
   0.23541384924774533E-007   0.285301383E-007   0.000000000E+000
   0.23572198255827903E-007   0.380991700E-007   0.000000000E+000
   0.23603011586881273E-007   0.473534101E-009   0.000000000E+000
   0.23633824917934643E-007  -0.343013582E-007   0.000000000E+000
   0.23664638248988012E-007  -0.236062618E-007   0.000000000E+000
   0.23695451580041382E-007   0.103081383E-007   0.000000000E+000
   0.23726264911094752E-007   0.206901873E-007   0.000000000E+000
   0.23757078242148122E-007   0.486106799E-008   0.000000000E+000
   0.23787891573201492E-007  -0.416009271E-008   0.000000000E+000
   0.23818704904254862E-007   0.225618102E-008   0.000000000E+000
   0.23849518235308231E-007   0.242413423E-009   0.000000000E+000
   0.23880331566361601E-007  -0.153229127E-007   0.000000000E+000
   0.23911144897414971E-007  -0.154740185E-007   0.000000000E+000
   0.23941958228468341E-007   0.114414878E-007   0.000000000E+000
   0.23972771559521711E-007   0.304403756E-007   0.000000000E+000
   0.24003584890575080E-007   0.990330662E-008   0.000000000E+000
   0.24034398221628450E-007  -0.256087098E-007   0.000000000E+000
   0.24065211552681820E-007  -0.277272729E-007   0.000000000E+000
   0.24096024883735190E-007   0.480754458E-008   0.000000000E+000
   0.24126838214788560E-007   0.259608939E-007   0.000000000E+000
   0.24157651545841929E-007   0.113015277E-007   0.000000000E+000
   0.24188464876895299E-007  -0.112777068E-007   0.000000000E+000
   0.24219278207948669E-007  -0.106585851E-007   0.000000000E+000
   0.24250091539002039E-007   0.232369857E-008   0.000000000E+000
   0.24280904870055409E-007   0.190700122E-008   0.000000000E+000
   0.24311718201108778E-007  -0.674391964E-008   0.000000000E+000
   0.24342531532162148E-007  -0.100933706E-008   0.000000000E+000
   0.24373344863215518E-007   0.142430832E-007   0.000000000E+000
   0.24404158194268888E-007   0.114446683E-007   0.000000000E+000
   0.24434971525322258E-007  -0.113651177E-007   0.000000000E+000
   0.24465784856375627E-007  -0.217534435E-007   0.000000000E+000
   0.24496598187428997E-007  -0.232072317E-008   0.000000000E+000
   0.24527411518482367E-007   0.204114894E-007   0.000000000E+000
   0.24558224849535737E-007   0.150226551E-007   0.000000000E+000
   0.24589038180589107E-007  -0.866245742E-008   0.000000000E+000
   0.24619851511642477E-007  -0.168843961E-007   0.000000000E+000
   0.24650664842695846E-007  -0.246715182E-008   0.000000000E+000
   0.24681478173749216E-007   0.977028769E-008   0.000000000E+000
   0.24712291504802586E-007   0.483111195E-008   0.000000000E+000
   0.24743104835855956E-007  -0.331657768E-008   0.000000000E+000
   0.24773918166909326E-007  -0.638191278E-009   0.000000000E+000
   0.24804731497962695E-007   0.388567978E-008   0.000000000E+000
   0.24835544829016065E-007  -0.180942816E-008   0.000000000E+000
   0.24866358160069435E-007  -0.883991902E-008   0.000000000E+000
   0.24897171491122805E-007  -0.242529863E-008   0.000000000E+000
   0.24927984822176175E-007   0.105608553E-007   0.000000000E+000
   0.24958798153229544E-007   0.101113828E-007   0.000000000E+000
   0.24989611484282914E-007  -0.492960606E-008   0.000000000E+000
   0.25020424815336284E-007  -0.136721203E-007   0.000000000E+000
   0.25051238146389654E-007  -0.433817071E-008   0.000000000E+000
   0.25082051477443024E-007   0.917909215E-008   0.000000000E+000
   0.25112864808496393E-007   0.935744549E-008   0.000000000E+000
   0.25143678139549763E-007  -0.715249193E-009   0.000000000E+000
   0.25174491470603133E-007  -0.626762242E-008   0.000000000E+000
   0.25205304801656503E-007  -0.359636987E-008   0.000000000E+000
   0.25236118132709873E-007  -0.444338566E-009   0.000000000E+000
   0.25266931463763243E-007   0.225753249E-009   0.000000000E+000
   0.25297744794816612E-007   0.253700283E-008   0.000000000E+000
   0.25328558125869982E-007   0.560476199E-008   0.000000000E+000
   0.25359371456923352E-007   0.266849032E-008   0.000000000E+000
   0.25390184787976722E-007  -0.570003600E-008   0.000000000E+000
   0.25420998119030092E-007  -0.888388740E-008   0.000000000E+000
   0.25451811450083461E-007  -0.136255451E-008   0.000000000E+000
   0.25482624781136831E-007   0.802864708E-008   0.000000000E+000
   0.25513438112190201E-007   0.800127697E-008   0.000000000E+000
   0.25544251443243571E-007  -0.212897255E-009   0.000000000E+000
   0.25575064774296941E-007  -0.647772458E-008   0.000000000E+000
   0.25605878105350310E-007  -0.581948889E-008   0.000000000E+000
   0.25636691436403680E-007  -0.147066048E-008   0.000000000E+000
   0.25667504767457050E-007   0.298757108E-008   0.000000000E+000
   0.25698318098510420E-007   0.619481355E-008   0.000000000E+000
   0.25729131429563790E-007   0.525337063E-008   0.000000000E+000
   0.25759944760617159E-007  -0.169594205E-008   0.000000000E+000
   0.25790758091670529E-007  -0.878240058E-008   0.000000000E+000
   0.25821571422723899E-007  -0.692385305E-008   0.000000000E+000
   0.25852384753777269E-007   0.303767100E-008   0.000000000E+000
   0.25883198084830639E-007   0.950063317E-008   0.000000000E+000
   0.25914011415884008E-007   0.530530375E-008   0.000000000E+000
   0.25944824746937378E-007  -0.326946381E-008   0.000000000E+000
   0.25975638077990748E-007  -0.651995524E-008   0.000000000E+000
   0.26006451409044118E-007  -0.373055631E-008   0.000000000E+000
   0.26037264740097488E-007  -0.161795910E-009   0.000000000E+000
   0.26068078071150858E-007   0.259261745E-008   0.000000000E+000
   0.26098891402204227E-007   0.552539348E-008   0.000000000E+000
   0.26129704733257597E-007   0.529588684E-008   0.000000000E+000
   0.26160518064310967E-007  -0.183044779E-008   0.000000000E+000
   0.26191331395364337E-007  -0.984733806E-008   0.000000000E+000
   0.26222144726417707E-007  -0.747488382E-008   0.000000000E+000
   0.26252958057471076E-007   0.469460559E-008   0.000000000E+000
   0.26283771388524446E-007   0.118229835E-007   0.000000000E+000
   0.26314584719577816E-007   0.483867346E-008   0.000000000E+000
   0.26345398050631186E-007  -0.653941346E-008   0.000000000E+000
   0.26376211381684556E-007  -0.829218649E-008   0.000000000E+000
   0.26407024712737925E-007  -0.144615830E-008   0.000000000E+000
   0.26437838043791295E-007   0.300097769E-008   0.000000000E+000
   0.26468651374844665E-007   0.231171837E-008   0.000000000E+000
   0.26499464705898035E-007   0.266156275E-008   0.000000000E+000
   0.26530278036951405E-007   0.425348601E-008   0.000000000E+000
   0.26561091368004774E-007   0.162057034E-010   0.000000000E+000
   0.26591904699058144E-007  -0.865708305E-008   0.000000000E+000
   0.26622718030111514E-007  -0.893052032E-008   0.000000000E+000
   0.26653531361164884E-007   0.354244811E-008   0.000000000E+000
   0.26684344692218254E-007   0.136138212E-007   0.000000000E+000
   0.26715158023271623E-007   0.676657619E-008   0.000000000E+000
   0.26745971354324993E-007  -0.836238812E-008   0.000000000E+000
   0.26776784685378363E-007  -0.116294299E-007   0.000000000E+000
   0.26807598016431733E-007  -0.714313053E-009   0.000000000E+000
   0.26838411347485103E-007   0.735551886E-008   0.000000000E+000
   0.26869224678538473E-007   0.360027075E-008   0.000000000E+000
   0.26900038009591842E-007  -0.149886992E-008   0.000000000E+000
   0.26930851340645212E-007   0.911483777E-009   0.000000000E+000
   0.26961664671698582E-007   0.272506018E-008   0.000000000E+000
   0.26992478002751952E-007  -0.412282120E-008   0.000000000E+000
   0.27023291333805322E-007  -0.958292468E-008   0.000000000E+000
   0.27054104664858691E-007  -0.962834257E-009   0.000000000E+000
   0.27084917995912061E-007   0.125450335E-007   0.000000000E+000
   0.27115731326965431E-007   0.104778497E-007   0.000000000E+000
   0.27146544658018801E-007  -0.641860076E-008   0.000000000E+000
   0.27177357989072171E-007  -0.147446650E-007   0.000000000E+000
   0.27208171320125540E-007  -0.321792459E-008   0.000000000E+000
   0.27238984651178910E-007   0.104469233E-007   0.000000000E+000
