t              AirBox.fdtd_Point probe A_Ey_25_50_13.dat       incid
   0.13650305656642825E-007   0.840449786E-006   0.000000000E+000
   0.13681118987696195E-007   0.174074444E-006   0.000000000E+000
   0.13711932318749565E-007  -0.239785595E-005   0.000000000E+000
   0.13742745649802934E-007  -0.327517796E-005   0.000000000E+000
   0.13773558980856304E-007  -0.114292152E-005   0.000000000E+000
   0.13804372311909674E-007   0.913659733E-006   0.000000000E+000
   0.13835185642963044E-007   0.144299918E-006   0.000000000E+000
   0.13865998974016414E-007  -0.180561324E-005   0.000000000E+000
   0.13896812305069783E-007  -0.163924608E-005   0.000000000E+000
   0.13927625636123153E-007   0.397533881E-006   0.000000000E+000
   0.13958438967176523E-007   0.111885549E-005   0.000000000E+000
   0.13989252298229893E-007  -0.143378088E-006   0.000000000E+000
   0.14020065629283263E-007  -0.505174398E-006   0.000000000E+000
   0.14050878960336632E-007   0.113742124E-005   0.000000000E+000
   0.14081692291390002E-007   0.194122595E-005   0.000000000E+000
   0.14112505622443372E-007   0.269249540E-006   0.000000000E+000
   0.14143318953496742E-007  -0.111060160E-005   0.000000000E+000
   0.14174132284550112E-007   0.232040861E-006   0.000000000E+000
   0.14204945615603481E-007   0.208986103E-005   0.000000000E+000
   0.14235758946656851E-007   0.133614822E-005   0.000000000E+000
   0.14266572277710221E-007  -0.920225375E-006   0.000000000E+000
   0.14297385608763591E-007  -0.137449069E-005   0.000000000E+000
   0.14328198939816961E-007   0.195539997E-006   0.000000000E+000
   0.14359012270870330E-007   0.112240650E-005   0.000000000E+000
   0.14389825601923700E-007   0.372996283E-006   0.000000000E+000
   0.14420638932977070E-007  -0.353257747E-006   0.000000000E+000
   0.14451452264030440E-007  -0.167839573E-007   0.000000000E+000
   0.14482265595083810E-007   0.200339954E-006   0.000000000E+000
   0.14513078926137180E-007  -0.484406712E-006   0.000000000E+000
   0.14543892257190549E-007  -0.772919748E-006   0.000000000E+000
   0.14574705588243919E-007   0.311994654E-006   0.000000000E+000
   0.14605518919297289E-007   0.130124522E-005   0.000000000E+000
   0.14636332250350659E-007   0.481124459E-006   0.000000000E+000
   0.14667145581404029E-007  -0.112673524E-005   0.000000000E+000
   0.14697958912457398E-007  -0.117644481E-005   0.000000000E+000
   0.14728772243510768E-007   0.346214165E-006   0.000000000E+000
   0.14759585574564138E-007   0.118704838E-005   0.000000000E+000
   0.14790398905617508E-007   0.384810960E-006   0.000000000E+000
   0.14821212236670878E-007  -0.563688729E-006   0.000000000E+000
   0.14852025567724247E-007  -0.462765570E-006   0.000000000E+000
   0.14882838898777617E-007  -0.567141001E-007   0.000000000E+000
   0.14913652229830987E-007  -0.107328631E-006   0.000000000E+000
   0.14944465560884357E-007   0.230728858E-008   0.000000000E+000
   0.14975278891937727E-007   0.606316007E-006   0.000000000E+000
   0.15006092222991096E-007   0.657817964E-006   0.000000000E+000
   0.15036905554044466E-007  -0.367656639E-006   0.000000000E+000
   0.15067718885097836E-007  -0.113549709E-005   0.000000000E+000
   0.15098532216151206E-007  -0.433387470E-006   0.000000000E+000
   0.15129345547204576E-007   0.814596035E-006   0.000000000E+000
   0.15160158878257946E-007   0.924271831E-006   0.000000000E+000
   0.15190972209311315E-007  -0.555411361E-007   0.000000000E+000
   0.15221785540364685E-007  -0.638665369E-006   0.000000000E+000
   0.15252598871418055E-007  -0.267145850E-006   0.000000000E+000
   0.15283412202471425E-007   0.942962970E-007   0.000000000E+000
   0.15314225533524795E-007  -0.119637974E-006   0.000000000E+000
   0.15345038864578164E-007  -0.113822935E-006   0.000000000E+000
   0.15375852195631534E-007   0.525856819E-006   0.000000000E+000
   0.15406665526684904E-007   0.699871634E-006   0.000000000E+000
   0.15437478857738274E-007  -0.274301101E-006   0.000000000E+000
   0.15468292188791644E-007  -0.109159066E-005   0.000000000E+000
   0.15499105519845013E-007  -0.454398219E-006   0.000000000E+000
   0.15529918850898383E-007   0.734108653E-006   0.000000000E+000
   0.15560732181951753E-007   0.854859081E-006   0.000000000E+000
   0.15591545513005123E-007   0.126706823E-007   0.000000000E+000
   0.15622358844058493E-007  -0.541235522E-006   0.000000000E+000
   0.15653172175111862E-007  -0.380623476E-006   0.000000000E+000
   0.15683985506165232E-007  -0.421896686E-007   0.000000000E+000
   0.15714798837218602E-007   0.916264753E-007   0.000000000E+000
   0.15745612168271972E-007   0.164249954E-006   0.000000000E+000
   0.15776425499325342E-007   0.331306182E-006   0.000000000E+000
   0.15807238830378711E-007   0.305909879E-006   0.000000000E+000
   0.15838052161432081E-007  -0.246621397E-006   0.000000000E+000
   0.15868865492485451E-007  -0.811314294E-006   0.000000000E+000
   0.15899678823538821E-007  -0.396042651E-006   0.000000000E+000
   0.15930492154592191E-007   0.734896958E-006   0.000000000E+000
   0.15961305485645561E-007   0.996658628E-006   0.000000000E+000
   0.15992118816698930E-007  -0.994716629E-007   0.000000000E+000
   0.16022932147752300E-007  -0.101128433E-005   0.000000000E+000
   0.16053745478805670E-007  -0.534678065E-006   0.000000000E+000
   0.16084558809859040E-007   0.474522039E-006   0.000000000E+000
   0.16115372140912410E-007   0.662158357E-006   0.000000000E+000
   0.16146185471965779E-007   0.802215823E-007   0.000000000E+000
   0.16176998803019149E-007  -0.334694448E-006   0.000000000E+000
   0.16207812134072519E-007  -0.232365267E-006   0.000000000E+000
   0.16238625465125889E-007  -0.299221341E-007   0.000000000E+000
   0.16269438796179259E-007  -0.134663587E-007   0.000000000E+000
   0.16300252127232628E-007   0.697863669E-007   0.000000000E+000
   0.16331065458285998E-007   0.322031781E-006   0.000000000E+000
   0.16361878789339368E-007   0.229906291E-006   0.000000000E+000
   0.16392692120392738E-007  -0.385994724E-006   0.000000000E+000
   0.16423505451446108E-007  -0.636862012E-006   0.000000000E+000
   0.16454318782499477E-007   0.854753353E-007   0.000000000E+000
   0.16485132113552847E-007   0.807976903E-006   0.000000000E+000
   0.16515945444606217E-007   0.406761984E-006   0.000000000E+000
   0.16546758775659587E-007  -0.531196179E-006   0.000000000E+000
   0.16577572106712957E-007  -0.705760101E-006   0.000000000E+000
   0.16608385437766326E-007  -0.713632744E-007   0.000000000E+000
   0.16639198768819696E-007   0.463713263E-006   0.000000000E+000
   0.16670012099873066E-007   0.471069455E-006   0.000000000E+000
   0.16700825430926436E-007   0.158009925E-006   0.000000000E+000
   0.16731638761979806E-007  -0.228477347E-006   0.000000000E+000
   0.16762452093033176E-007  -0.502174544E-006   0.000000000E+000
   0.16793265424086545E-007  -0.439585449E-006   0.000000000E+000
   0.16824078755139915E-007   0.593228719E-007   0.000000000E+000
   0.16854892086193285E-007   0.696447330E-006   0.000000000E+000
   0.16885705417246655E-007   0.773311797E-006   0.000000000E+000
   0.16916518748300025E-007  -0.636727009E-007   0.000000000E+000
   0.16947332079353394E-007  -0.100867328E-005   0.000000000E+000
   0.16978145410406764E-007  -0.872446776E-006   0.000000000E+000
   0.17008958741460134E-007   0.220389779E-006   0.000000000E+000
   0.17039772072513504E-007   0.980292839E-006   0.000000000E+000
   0.17070585403566874E-007   0.754516520E-006   0.000000000E+000
   0.17101398734620243E-007  -0.285575652E-008   0.000000000E+000
   0.17132212065673613E-007  -0.731013870E-006   0.000000000E+000
   0.17163025396726983E-007  -0.100193438E-005   0.000000000E+000
   0.17193838727780353E-007  -0.371469241E-006   0.000000000E+000
   0.17224652058833723E-007   0.820127298E-006   0.000000000E+000
   0.17255465389887092E-007   0.127905639E-005   0.000000000E+000
   0.17286278720940462E-007   0.384242185E-006   0.000000000E+000
   0.17317092051993832E-007  -0.869962264E-006   0.000000000E+000
   0.17347905383047202E-007  -0.121314724E-005   0.000000000E+000
   0.17378718714100572E-007  -0.475728200E-006   0.000000000E+000
   0.17409532045153941E-007   0.652588085E-006   0.000000000E+000
   0.17440345376207311E-007   0.127105898E-005   0.000000000E+000
   0.17471158707260681E-007   0.701061765E-006   0.000000000E+000
   0.17501972038314051E-007  -0.700768794E-006   0.000000000E+000
   0.17532785369367421E-007  -0.140825637E-005   0.000000000E+000
   0.17563598700420791E-007  -0.501050920E-006   0.000000000E+000
   0.17594412031474160E-007   0.853922018E-006   0.000000000E+000
   0.17625225362527530E-007   0.970426981E-006   0.000000000E+000
   0.17656038693580900E-007   0.102759770E-006   0.000000000E+000
   0.17686852024634270E-007  -0.325554652E-006   0.000000000E+000
   0.17717665355687640E-007  -0.268342859E-006   0.000000000E+000
   0.17748478686741009E-007  -0.560252943E-006   0.000000000E+000
   0.17779292017794379E-007  -0.563877109E-006   0.000000000E+000
   0.17810105348847749E-007   0.665543610E-006   0.000000000E+000
   0.17840918679901119E-007   0.152930932E-005   0.000000000E+000
   0.17871732010954489E-007   0.476447894E-007   0.000000000E+000
   0.17902545342007858E-007  -0.183062502E-005   0.000000000E+000
   0.17933358673061228E-007  -0.837555376E-006   0.000000000E+000
   0.17964172004114598E-007   0.150319431E-005   0.000000000E+000
   0.17994985335167968E-007   0.111952738E-005   0.000000000E+000
   0.18025798666221338E-007  -0.114455554E-005   0.000000000E+000
   0.18056611997274707E-007  -0.102106083E-005   0.000000000E+000
   0.18087425328328077E-007   0.108060885E-005   0.000000000E+000
   0.18118238659381447E-007   0.951249149E-006   0.000000000E+000
   0.18149051990434817E-007  -0.115342436E-005   0.000000000E+000
   0.18179865321488187E-007  -0.105368701E-005   0.000000000E+000
   0.18210678652541556E-007   0.110048484E-005   0.000000000E+000
   0.18241491983594926E-007   0.114385364E-005   0.000000000E+000
   0.18272305314648296E-007  -0.958769192E-006   0.000000000E+000
   0.18303118645701666E-007  -0.114396107E-005   0.000000000E+000
   0.18333931976755036E-007   0.864403773E-006   0.000000000E+000
   0.18364745307808406E-007   0.119105334E-005   0.000000000E+000
   0.18395558638861775E-007  -0.753504310E-006   0.000000000E+000
   0.18426371969915145E-007  -0.137150209E-005   0.000000000E+000
   0.18457185300968515E-007   0.382329404E-006   0.000000000E+000
   0.18487998632021885E-007   0.142775616E-005   0.000000000E+000
   0.18518811963075255E-007   0.221823825E-006   0.000000000E+000
   0.18549625294128624E-007  -0.105096831E-005   0.000000000E+000
   0.18580438625181994E-007  -0.647868490E-006   0.000000000E+000
   0.18611251956235364E-007   0.331220974E-006   0.000000000E+000
   0.18642065287288734E-007   0.492046695E-006   0.000000000E+000
   0.18672878618342104E-007   0.161832816E-006   0.000000000E+000
   0.18703691949395473E-007   0.638476081E-007   0.000000000E+000
   0.18734505280448843E-007  -0.238966891E-008   0.000000000E+000
   0.18765318611502213E-007  -0.366029269E-006   0.000000000E+000
   0.18796131942555583E-007  -0.571952341E-006   0.000000000E+000
   0.18826945273608953E-007  -0.386114607E-007   0.000000000E+000
   0.18857758604662322E-007   0.813819156E-006   0.000000000E+000
   0.18888571935715692E-007   0.815764508E-006   0.000000000E+000
   0.18919385266769062E-007  -0.312621808E-006   0.000000000E+000
   0.18950198597822432E-007  -0.119099184E-005   0.000000000E+000
   0.18981011928875802E-007  -0.537177698E-006   0.000000000E+000
   0.19011825259929171E-007   0.782987399E-006   0.000000000E+000
   0.19042638590982541E-007   0.920890955E-006   0.000000000E+000
   0.19073451922035911E-007  -0.770215252E-007   0.000000000E+000
   0.19104265253089281E-007  -0.541515817E-006   0.000000000E+000
   0.19135078584142651E-007  -0.138148977E-006   0.000000000E+000
   0.19165891915196021E-007  -0.737917389E-007   0.000000000E+000
   0.19196705246249390E-007  -0.374222907E-006   0.000000000E+000
   0.19227518577302760E-007   0.142863314E-006   0.000000000E+000
   0.19258331908356130E-007   0.101818136E-005   0.000000000E+000
   0.19289145239409500E-007   0.475059096E-006   0.000000000E+000
   0.19319958570462870E-007  -0.107419964E-005   0.000000000E+000
   0.19350771901516239E-007  -0.118858657E-005   0.000000000E+000
   0.19381585232569609E-007   0.444568286E-006   0.000000000E+000
   0.19412398563622979E-007   0.132868081E-005   0.000000000E+000
   0.19443211894676349E-007   0.279512392E-006   0.000000000E+000
   0.19474025225729719E-007  -0.876111585E-006   0.000000000E+000
   0.19504838556783088E-007  -0.546840852E-006   0.000000000E+000
   0.19535651887836458E-007   0.349075037E-006   0.000000000E+000
   0.19566465218889828E-007   0.370818043E-006   0.000000000E+000
   0.19597278549943198E-007  -0.191689367E-006   0.000000000E+000
   0.19628091880996568E-007  -0.210634880E-006   0.000000000E+000
   0.19658905212049937E-007   0.309615643E-006   0.000000000E+000
   0.19689718543103307E-007   0.351638761E-006   0.000000000E+000
   0.19720531874156677E-007  -0.330528195E-006   0.000000000E+000
   0.19751345205210047E-007  -0.660032129E-006   0.000000000E+000
   0.19782158536263417E-007   0.553231416E-007   0.000000000E+000
   0.19812971867316787E-007   0.805472723E-006   0.000000000E+000
   0.19843785198370156E-007   0.352269751E-006   0.000000000E+000
   0.19874598529423526E-007  -0.676896605E-006   0.000000000E+000
   0.19905411860476896E-007  -0.666692756E-006   0.000000000E+000
   0.19936225191530266E-007   0.380437370E-006   0.000000000E+000
   0.19967038522583636E-007   0.806518756E-006   0.000000000E+000
   0.19997851853637005E-007  -0.546065166E-007   0.000000000E+000
   0.20028665184690375E-007  -0.823702976E-006   0.000000000E+000
   0.20059478515743745E-007  -0.277759170E-006   0.000000000E+000
   0.20090291846797115E-007   0.709960148E-006   0.000000000E+000
   0.20121105177850485E-007   0.564695142E-006   0.000000000E+000
   0.20151918508903854E-007  -0.460196816E-006   0.000000000E+000
   0.20182731839957224E-007  -0.704927686E-006   0.000000000E+000
   0.20213545171010594E-007   0.161896196E-006   0.000000000E+000
   0.20244358502063964E-007   0.646818876E-006   0.000000000E+000
   0.20275171833117334E-007   0.106597895E-007   0.000000000E+000
   0.20305985164170703E-007  -0.541426289E-006   0.000000000E+000
   0.20336798495224073E-007  -0.508719040E-007   0.000000000E+000
   0.20367611826277443E-007   0.553583277E-006   0.000000000E+000
   0.20398425157330813E-007   0.142644780E-006   0.000000000E+000
   0.20429238488384183E-007  -0.647168463E-006   0.000000000E+000
   0.20460051819437552E-007  -0.455010820E-006   0.000000000E+000
   0.20490865150490922E-007   0.559199805E-006   0.000000000E+000
   0.20521678481544292E-007   0.848336185E-006   0.000000000E+000
   0.20552491812597662E-007  -0.157609065E-006   0.000000000E+000
   0.20583305143651032E-007  -0.101574528E-005   0.000000000E+000
   0.20614118474704402E-007  -0.376490846E-006   0.000000000E+000
   0.20644931805757771E-007   0.809010032E-006   0.000000000E+000
   0.20675745136811141E-007   0.695023004E-006   0.000000000E+000
   0.20706558467864511E-007  -0.445070327E-006   0.000000000E+000
   0.20737371798917881E-007  -0.697215455E-006   0.000000000E+000
   0.20768185129971251E-007   0.217806189E-006   0.000000000E+000
   0.20798998461024620E-007   0.584635188E-006   0.000000000E+000
   0.20829811792077990E-007  -0.191129516E-006   0.000000000E+000
   0.20860625123131360E-007  -0.612062877E-006   0.000000000E+000
   0.20891438454184730E-007   0.143218585E-006   0.000000000E+000
   0.20922251785238100E-007   0.757167811E-006   0.000000000E+000
   0.20953065116291469E-007   0.945067313E-007   0.000000000E+000
   0.20983878447344839E-007  -0.814429086E-006   0.000000000E+000
   0.21014691778398209E-007  -0.461087438E-006   0.000000000E+000
   0.21045505109451579E-007   0.638151846E-006   0.000000000E+000
   0.21076318440504949E-007   0.735184926E-006   0.000000000E+000
   0.21107131771558318E-007  -0.319789251E-006   0.000000000E+000
   0.21137945102611688E-007  -0.817172008E-006   0.000000000E+000
   0.21168758433665058E-007   0.136082008E-007   0.000000000E+000
   0.21199571764718428E-007   0.754658345E-006   0.000000000E+000
   0.21230385095771798E-007   0.202014462E-006   0.000000000E+000
   0.21261198426825167E-007  -0.649713797E-006   0.000000000E+000
   0.21292011757878537E-007  -0.365989166E-006   0.000000000E+000
   0.21322825088931907E-007   0.516478167E-006   0.000000000E+000
   0.21353638419985277E-007   0.487493992E-006   0.000000000E+000
   0.21384451751038647E-007  -0.364079256E-006   0.000000000E+000
   0.21415265082092017E-007  -0.560997137E-006   0.000000000E+000
   0.21446078413145386E-007   0.218336822E-006   0.000000000E+000
   0.21476891744198756E-007   0.594903554E-006   0.000000000E+000
   0.21507705075252126E-007  -0.114099976E-006   0.000000000E+000
   0.21538518406305496E-007  -0.656657903E-006   0.000000000E+000
   0.21569331737358866E-007  -0.159832325E-007   0.000000000E+000
   0.21600145068412235E-007   0.729293731E-006   0.000000000E+000
   0.21630958399465605E-007   0.241963960E-006   0.000000000E+000
   0.21661771730518975E-007  -0.700585588E-006   0.000000000E+000
   0.21692585061572345E-007  -0.529343424E-006   0.000000000E+000
   0.21723398392625715E-007   0.453255325E-006   0.000000000E+000
   0.21754211723679084E-007   0.683419955E-006   0.000000000E+000
   0.21785025054732454E-007  -0.813188308E-007   0.000000000E+000
   0.21815838385785824E-007  -0.586821329E-006   0.000000000E+000
   0.21846651716839194E-007  -0.183750814E-006   0.000000000E+000
   0.21877465047892564E-007   0.346818894E-006   0.000000000E+000
   0.21908278378945933E-007   0.193417179E-006   0.000000000E+000
   0.21939091709999303E-007  -0.243613073E-006   0.000000000E+000
   0.21969905041052673E-007  -0.108087818E-006   0.000000000E+000
   0.22000718372106043E-007   0.375787181E-006   0.000000000E+000
   0.22031531703159413E-007   0.201650039E-006   0.000000000E+000
   0.22062345034212782E-007  -0.535375875E-006   0.000000000E+000
   0.22093158365266152E-007  -0.543696160E-006   0.000000000E+000
   0.22123971696319522E-007   0.398016198E-006   0.000000000E+000
   0.22154785027372892E-007   0.832845217E-006   0.000000000E+000
   0.22185598358426262E-007   0.434699245E-007   0.000000000E+000
   0.22216411689479632E-007  -0.744460465E-006   0.000000000E+000
   0.22247225020533001E-007  -0.442726474E-006   0.000000000E+000
   0.22278038351586371E-007   0.305754469E-006   0.000000000E+000
   0.22308851682639741E-007   0.446453839E-006   0.000000000E+000
   0.22339665013693111E-007   0.575388412E-007   0.000000000E+000
   0.22370478344746481E-007  -0.154388843E-006   0.000000000E+000
   0.22401291675799850E-007  -0.267296087E-007   0.000000000E+000
   0.22432105006853220E-007   0.198558858E-008   0.000000000E+000
   0.22462918337906590E-007  -0.246376288E-006   0.000000000E+000
   0.22493731668959960E-007  -0.268435144E-006   0.000000000E+000
   0.22524545000013330E-007   0.274404385E-006   0.000000000E+000
   0.22555358331066699E-007   0.677706794E-006   0.000000000E+000
   0.22586171662120069E-007   0.137788447E-006   0.000000000E+000
   0.22616984993173439E-007  -0.726291489E-006   0.000000000E+000
   0.22647798324226809E-007  -0.643486942E-006   0.000000000E+000
   0.22678611655280179E-007   0.266986888E-006   0.000000000E+000
   0.22709424986333548E-007   0.712570397E-006   0.000000000E+000
   0.22740238317386918E-007   0.254194219E-006   0.000000000E+000
   0.22771051648440288E-007  -0.301539501E-006   0.000000000E+000
   0.22801864979493658E-007  -0.342131273E-006   0.000000000E+000
   0.22832678310547028E-007  -0.105902359E-006   0.000000000E+000
   0.22863491641600397E-007   0.172900343E-007   0.000000000E+000
   0.22894304972653767E-007   0.500255872E-007   0.000000000E+000
   0.22925118303707137E-007   0.189227734E-006   0.000000000E+000
   0.22955931634760507E-007   0.319507251E-006   0.000000000E+000
   0.22986744965813877E-007   0.726286373E-007   0.000000000E+000
   0.23017558296867247E-007  -0.463023554E-006   0.000000000E+000
   0.23048371627920616E-007  -0.558630688E-006   0.000000000E+000
   0.23079184958973986E-007   0.952455252E-007   0.000000000E+000
   0.23109998290027356E-007   0.696763436E-006   0.000000000E+000
   0.23140811621080726E-007   0.430487717E-006   0.000000000E+000
   0.23171624952134096E-007  -0.313211217E-006   0.000000000E+000
   0.23202438283187465E-007  -0.579391894E-006   0.000000000E+000
   0.23233251614240835E-007  -0.190453250E-006   0.000000000E+000
   0.23264064945294205E-007   0.245758287E-006   0.000000000E+000
   0.23294878276347575E-007   0.297490914E-006   0.000000000E+000
   0.23325691607400945E-007   0.113540992E-006   0.000000000E+000
   0.23356504938454314E-007  -0.105623741E-007   0.000000000E+000
   0.23387318269507684E-007  -0.766581820E-007   0.000000000E+000
   0.23418131600561054E-007  -0.216957162E-006   0.000000000E+000
   0.23448944931614424E-007  -0.272761667E-006   0.000000000E+000
   0.23479758262667794E-007   0.246310492E-007   0.000000000E+000
   0.23510571593721163E-007   0.443738912E-006   0.000000000E+000
   0.23541384924774533E-007   0.394679205E-006   0.000000000E+000
   0.23572198255827903E-007  -0.171237389E-006   0.000000000E+000
   0.23603011586881273E-007  -0.569753979E-006   0.000000000E+000
   0.23633824917934643E-007  -0.302028809E-006   0.000000000E+000
   0.23664638248988012E-007   0.286310296E-006   0.000000000E+000
   0.23695451580041382E-007   0.493041568E-006   0.000000000E+000
   0.23726264911094752E-007   0.142616898E-006   0.000000000E+000
   0.23757078242148122E-007  -0.269231265E-006   0.000000000E+000
   0.23787891573201492E-007  -0.286854799E-006   0.000000000E+000
   0.23818704904254862E-007  -0.545338423E-007   0.000000000E+000
   0.23849518235308231E-007   0.634094803E-007   0.000000000E+000
   0.23880331566361601E-007   0.821797030E-007   0.000000000E+000
   0.23911144897414971E-007   0.169740858E-006   0.000000000E+000
   0.23941958228468341E-007   0.169582137E-006   0.000000000E+000
   0.23972771559521711E-007  -0.937072571E-007   0.000000000E+000
   0.24003584890575080E-007  -0.346903676E-006   0.000000000E+000
   0.24034398221628450E-007  -0.223117624E-006   0.000000000E+000
   0.24065211552681820E-007   0.171048740E-006   0.000000000E+000
   0.24096024883735190E-007   0.394711151E-006   0.000000000E+000
   0.24126838214788560E-007   0.198005864E-006   0.000000000E+000
   0.24157651545841929E-007  -0.218763034E-006   0.000000000E+000
   0.24188464876895299E-007  -0.389826482E-006   0.000000000E+000
   0.24219278207948669E-007  -0.118509405E-006   0.000000000E+000
   0.24250091539002039E-007   0.231704661E-006   0.000000000E+000
   0.24280904870055409E-007   0.246540623E-006   0.000000000E+000
   0.24311718201108778E-007   0.370354769E-007   0.000000000E+000
   0.24342531532162148E-007  -0.784201362E-007   0.000000000E+000
   0.24373344863215518E-007  -0.102501900E-006   0.000000000E+000
   0.24404158194268888E-007  -0.139599521E-006   0.000000000E+000
   0.24434971525322258E-007  -0.801149298E-007   0.000000000E+000
   0.24465784856375627E-007   0.115834510E-006   0.000000000E+000
   0.24496598187428997E-007   0.228235763E-006   0.000000000E+000
   0.24527411518482367E-007   0.107921693E-006   0.000000000E+000
   0.24558224849535737E-007  -0.124493056E-006   0.000000000E+000
   0.24589038180589107E-007  -0.255476778E-006   0.000000000E+000
   0.24619851511642477E-007  -0.148947549E-006   0.000000000E+000
   0.24650664842695846E-007   0.130813476E-006   0.000000000E+000
   0.24681478173749216E-007   0.288010256E-006   0.000000000E+000
   0.24712291504802586E-007   0.122507245E-006   0.000000000E+000
   0.24743104835855956E-007  -0.161068883E-006   0.000000000E+000
   0.24773918166909326E-007  -0.234602709E-006   0.000000000E+000
   0.24804731497962695E-007  -0.784051082E-007   0.000000000E+000
   0.24835544829016065E-007   0.992165354E-007   0.000000000E+000
   0.24866358160069435E-007   0.158916251E-006   0.000000000E+000
   0.24897171491122805E-007   0.881293971E-007   0.000000000E+000
   0.24927984822176175E-007  -0.400209075E-007   0.000000000E+000
   0.24958798153229544E-007  -0.111447719E-006   0.000000000E+000
   0.24989611484282914E-007  -0.926525274E-007   0.000000000E+000
   0.25020424815336284E-007  -0.381421010E-007   0.000000000E+000
   0.25051238146389654E-007   0.418099937E-007   0.000000000E+000
   0.25082051477443024E-007   0.138965646E-006   0.000000000E+000
   0.25112864808496393E-007   0.130310212E-006   0.000000000E+000
   0.25143678139549763E-007  -0.508622406E-007   0.000000000E+000
   0.25174491470603133E-007  -0.217158131E-006   0.000000000E+000
   0.25205304801656503E-007  -0.144602481E-006   0.000000000E+000
   0.25236118132709873E-007   0.964625286E-007   0.000000000E+000
   0.25266931463763243E-007   0.221401919E-006   0.000000000E+000
   0.25297744794816612E-007   0.942122114E-007   0.000000000E+000
   0.25328558125869982E-007  -0.116429391E-006   0.000000000E+000
   0.25359371456923352E-007  -0.162982971E-006   0.000000000E+000
   0.25390184787976722E-007  -0.343042785E-007   0.000000000E+000
   0.25420998119030092E-007   0.665875177E-007   0.000000000E+000
   0.25451811450083461E-007   0.473960498E-007   0.000000000E+000
   0.25482624781136831E-007   0.240971119E-007   0.000000000E+000
   0.25513438112190201E-007   0.513746912E-007   0.000000000E+000
   0.25544251443243571E-007   0.163848668E-007   0.000000000E+000
   0.25575064774296941E-007  -0.105382860E-006   0.000000000E+000
   0.25605878105350310E-007  -0.140984540E-006   0.000000000E+000
   0.25636691436403680E-007   0.846245030E-008   0.000000000E+000
   0.25667504767457050E-007   0.174400441E-006   0.000000000E+000
   0.25698318098510420E-007   0.134306120E-006   0.000000000E+000
   0.25729131429563790E-007  -0.723944567E-007   0.000000000E+000
   0.25759944760617159E-007  -0.180056603E-006   0.000000000E+000
   0.25790758091670529E-007  -0.603805148E-007   0.000000000E+000
   0.25821571422723899E-007   0.981722934E-007   0.000000000E+000
   0.25852384753777269E-007   0.854004014E-007   0.000000000E+000
   0.25883198084830639E-007  -0.192552676E-007   0.000000000E+000
   0.25914011415884008E-007  -0.281272214E-007   0.000000000E+000
   0.25944824746937378E-007   0.248979575E-007   0.000000000E+000
   0.25975638077990748E-007  -0.752488205E-008   0.000000000E+000
   0.26006451409044118E-007  -0.828212947E-007   0.000000000E+000
   0.26037264740097488E-007  -0.441092780E-007   0.000000000E+000
   0.26068078071150858E-007   0.828150135E-007   0.000000000E+000
   0.26098891402204227E-007   0.109837181E-006   0.000000000E+000
   0.26129704733257597E-007  -0.151963562E-007   0.000000000E+000
   0.26160518064310967E-007  -0.119588961E-006   0.000000000E+000
   0.26191331395364337E-007  -0.605484587E-007   0.000000000E+000
   0.26222144726417707E-007   0.650109087E-007   0.000000000E+000
   0.26252958057471076E-007   0.746217097E-007   0.000000000E+000
   0.26283771388524446E-007  -0.201318855E-007   0.000000000E+000
   0.26314584719577816E-007  -0.538499982E-007   0.000000000E+000
   0.26345398050631186E-007   0.980258008E-008   0.000000000E+000
   0.26376211381684556E-007   0.370427102E-007   0.000000000E+000
   0.26407024712737925E-007  -0.232274786E-007   0.000000000E+000
   0.26437838043791295E-007  -0.519417860E-007   0.000000000E+000
   0.26468651374844665E-007   0.169658456E-007   0.000000000E+000
   0.26499464705898035E-007   0.684206043E-007   0.000000000E+000
   0.26530278036951405E-007   0.359403174E-008   0.000000000E+000
   0.26561091368004774E-007  -0.775787612E-007   0.000000000E+000
   0.26591904699058144E-007  -0.364610315E-007   0.000000000E+000
   0.26622718030111514E-007   0.634250128E-007   0.000000000E+000
   0.26653531361164884E-007   0.591031650E-007   0.000000000E+000
   0.26684344692218254E-007  -0.367958322E-007   0.000000000E+000
   0.26715158023271623E-007  -0.702408300E-007   0.000000000E+000
   0.26745971354324993E-007  -0.559961677E-008   0.000000000E+000
   0.26776784685378363E-007   0.493593326E-007   0.000000000E+000
   0.26807598016431733E-007   0.320187077E-007   0.000000000E+000
   0.26838411347485103E-007  -0.179720736E-007   0.000000000E+000
   0.26869224678538473E-007  -0.374620726E-007   0.000000000E+000
   0.26900038009591842E-007  -0.322598481E-008   0.000000000E+000
   0.26930851340645212E-007   0.282426704E-007   0.000000000E+000
   0.26961664671698582E-007  -0.105373310E-007   0.000000000E+000
   0.26992478002751952E-007  -0.494536287E-007   0.000000000E+000
   0.27023291333805322E-007   0.191853040E-007   0.000000000E+000
   0.27054104664858691E-007   0.909650595E-007   0.000000000E+000
   0.27084917995912061E-007   0.448749660E-008   0.000000000E+000
   0.27115731326965431E-007  -0.115838880E-006   0.000000000E+000
   0.27146544658018801E-007  -0.590087197E-007   0.000000000E+000
   0.27177357989072171E-007   0.748444720E-007   0.000000000E+000
   0.27208171320125540E-007   0.766375834E-007   0.000000000E+000
   0.27238984651178910E-007  -0.538344835E-008   0.000000000E+000
   0.27269797982232280E-007  -0.388890591E-007   0.000000000E+000
