t              AirBox.fdtd_Point probe C_Hx_75_50_13.dat       incid
   0.13619492325589455E-007   0.105801778E-008   0.000000000E+000
   0.13650305656642825E-007  -0.120480848E-009   0.000000000E+000
   0.13681118987696195E-007   0.241714604E-008   0.000000000E+000
   0.13711932318749565E-007   0.612470874E-008   0.000000000E+000
   0.13742745649802934E-007   0.622890894E-008   0.000000000E+000
   0.13773558980856304E-007   0.303388625E-008   0.000000000E+000
   0.13804372311909674E-007   0.171447523E-009   0.000000000E+000
   0.13835185642963044E-007  -0.702632730E-009   0.000000000E+000
   0.13865998974016414E-007  -0.340090039E-009   0.000000000E+000
   0.13896812305069783E-007   0.153704299E-009   0.000000000E+000
   0.13927625636123153E-007   0.286364238E-009   0.000000000E+000
   0.13958438967176523E-007   0.974558906E-010   0.000000000E+000
   0.13989252298229893E-007  -0.755855045E-009   0.000000000E+000
   0.14020065629283263E-007  -0.273797163E-008   0.000000000E+000
   0.14050878960336632E-007  -0.433095160E-008   0.000000000E+000
   0.14081692291390002E-007  -0.302702086E-008   0.000000000E+000
   0.14112505622443372E-007   0.227710961E-009   0.000000000E+000
   0.14143318953496742E-007   0.151711710E-008   0.000000000E+000
   0.14174132284550112E-007  -0.159226632E-009   0.000000000E+000
   0.14204945615603481E-007  -0.193656202E-008   0.000000000E+000
   0.14235758946656851E-007  -0.198852268E-008   0.000000000E+000
   0.14266572277710221E-007  -0.878423223E-009   0.000000000E+000
   0.14297385608763591E-007   0.784753151E-009   0.000000000E+000
   0.14328198939816961E-007   0.195619276E-008   0.000000000E+000
   0.14359012270870330E-007   0.767018116E-009   0.000000000E+000
   0.14389825601923700E-007  -0.205213846E-008   0.000000000E+000
   0.14420638932977070E-007  -0.259557198E-008   0.000000000E+000
   0.14451452264030440E-007   0.499587260E-009   0.000000000E+000
   0.14482265595083810E-007   0.328526628E-008   0.000000000E+000
   0.14513078926137180E-007   0.197992200E-008   0.000000000E+000
   0.14543892257190549E-007  -0.178738846E-008   0.000000000E+000
   0.14574705588243919E-007  -0.343511108E-008   0.000000000E+000
   0.14605518919297289E-007  -0.126118849E-008   0.000000000E+000
   0.14636332250350659E-007   0.201151074E-008   0.000000000E+000
   0.14667145581404029E-007   0.293691893E-008   0.000000000E+000
   0.14697958912457398E-007   0.113554499E-008   0.000000000E+000
   0.14728772243510768E-007  -0.119159194E-008   0.000000000E+000
   0.14759585574564138E-007  -0.230216424E-008   0.000000000E+000
   0.14790398905617508E-007  -0.188229432E-008   0.000000000E+000
   0.14821212236670878E-007  -0.179423143E-010   0.000000000E+000
   0.14852025567724247E-007   0.241628695E-008   0.000000000E+000
   0.14882838898777617E-007   0.301223868E-008   0.000000000E+000
   0.14913652229830987E-007   0.298925551E-009   0.000000000E+000
   0.14944465560884357E-007  -0.317992188E-008   0.000000000E+000
   0.14975278891937727E-007  -0.313904946E-008   0.000000000E+000
   0.15006092222991096E-007   0.630814512E-009   0.000000000E+000
   0.15036905554044466E-007   0.343094908E-008   0.000000000E+000
   0.15067718885097836E-007   0.182252313E-008   0.000000000E+000
   0.15098532216151206E-007  -0.173851034E-008   0.000000000E+000
   0.15129345547204576E-007  -0.248084331E-008   0.000000000E+000
   0.15160158878257946E-007   0.107796660E-009   0.000000000E+000
   0.15190972209311315E-007   0.206032746E-008   0.000000000E+000
   0.15221785540364685E-007   0.835372327E-009   0.000000000E+000
   0.15252598871418055E-007  -0.143870704E-008   0.000000000E+000
   0.15283412202471425E-007  -0.150057955E-008   0.000000000E+000
   0.15314225533524795E-007   0.464090211E-009   0.000000000E+000
   0.15345038864578164E-007   0.162053226E-008   0.000000000E+000
   0.15375852195631534E-007   0.752656659E-009   0.000000000E+000
   0.15406665526684904E-007  -0.575560322E-009   0.000000000E+000
   0.15437478857738274E-007  -0.991109417E-009   0.000000000E+000
   0.15468292188791644E-007  -0.880682416E-009   0.000000000E+000
   0.15499105519845013E-007  -0.449448728E-009   0.000000000E+000
   0.15529918850898383E-007   0.906142383E-009   0.000000000E+000
   0.15560732181951753E-007   0.221538854E-008   0.000000000E+000
   0.15591545513005123E-007   0.110666021E-008   0.000000000E+000
   0.15622358844058493E-007  -0.204881534E-008   0.000000000E+000
   0.15653172175111862E-007  -0.331122063E-008   0.000000000E+000
   0.15683985506165232E-007  -0.486973351E-009   0.000000000E+000
   0.15714798837218602E-007   0.327253225E-008   0.000000000E+000
   0.15745612168271972E-007   0.329295080E-008   0.000000000E+000
   0.15776425499325342E-007  -0.611348749E-009   0.000000000E+000
   0.15807238830378711E-007  -0.378846154E-008   0.000000000E+000
   0.15838052161432081E-007  -0.245689002E-008   0.000000000E+000
   0.15868865492485451E-007   0.154328395E-008   0.000000000E+000
   0.15899678823538821E-007   0.327997407E-008   0.000000000E+000
   0.15930492154592191E-007   0.130478606E-008   0.000000000E+000
   0.15961305485645561E-007  -0.126458999E-008   0.000000000E+000
   0.15992118816698930E-007  -0.200580397E-008   0.000000000E+000
   0.16022932147752300E-007  -0.146299772E-008   0.000000000E+000
   0.16053745478805670E-007  -0.130178202E-009   0.000000000E+000
   0.16084558809859040E-007   0.203359818E-008   0.000000000E+000
   0.16115372140912410E-007   0.295407476E-008   0.000000000E+000
   0.16146185471965779E-007   0.374361209E-009   0.000000000E+000
   0.16176998803019149E-007  -0.339726003E-008   0.000000000E+000
   0.16207812134072519E-007  -0.346773765E-008   0.000000000E+000
   0.16238625465125889E-007   0.648478604E-009   0.000000000E+000
   0.16269438796179259E-007   0.403250322E-008   0.000000000E+000
   0.16300252127232628E-007   0.281333778E-008   0.000000000E+000
   0.16331065458285998E-007  -0.128377509E-008   0.000000000E+000
   0.16361878789339368E-007  -0.361521901E-008   0.000000000E+000
   0.16392692120392738E-007  -0.212545226E-008   0.000000000E+000
   0.16423505451446108E-007   0.106675757E-008   0.000000000E+000
   0.16454318782499477E-007   0.286559354E-008   0.000000000E+000
   0.16485132113552847E-007   0.214595652E-008   0.000000000E+000
   0.16515945444606217E-007  -0.389126731E-009   0.000000000E+000
   0.16546758775659587E-007  -0.284227597E-008   0.000000000E+000
   0.16577572106712957E-007  -0.262712896E-008   0.000000000E+000
   0.16608385437766326E-007   0.650061116E-009   0.000000000E+000
   0.16639198768819696E-007   0.329375482E-008   0.000000000E+000
   0.16670012099873066E-007   0.196548888E-008   0.000000000E+000
   0.16700825430926436E-007  -0.132531341E-008   0.000000000E+000
   0.16731638761979806E-007  -0.245232390E-008   0.000000000E+000
   0.16762452093033176E-007  -0.106538522E-008   0.000000000E+000
   0.16793265424086545E-007   0.600196448E-009   0.000000000E+000
   0.16824078755139915E-007   0.166445424E-008   0.000000000E+000
   0.16854892086193285E-007   0.175035231E-008   0.000000000E+000
   0.16885705417246655E-007  -0.115370380E-009   0.000000000E+000
   0.16916518748300025E-007  -0.262477262E-008   0.000000000E+000
   0.16947332079353394E-007  -0.218782370E-008   0.000000000E+000
   0.16978145410406764E-007   0.146005719E-008   0.000000000E+000
   0.17008958741460134E-007   0.353993790E-008   0.000000000E+000
   0.17039772072513504E-007   0.859520455E-009   0.000000000E+000
   0.17070585403566874E-007  -0.307586756E-008   0.000000000E+000
   0.17101398734620243E-007  -0.279453594E-008   0.000000000E+000
   0.17132212065673613E-007   0.121510690E-008   0.000000000E+000
   0.17163025396726983E-007   0.321832072E-008   0.000000000E+000
   0.17193838727780353E-007   0.747616191E-009   0.000000000E+000
   0.17224652058833723E-007  -0.209686002E-008   0.000000000E+000
   0.17255465389887092E-007  -0.153115187E-008   0.000000000E+000
   0.17286278720940462E-007   0.516316989E-009   0.000000000E+000
   0.17317092051993832E-007   0.879761708E-009   0.000000000E+000
   0.17347905383047202E-007   0.263112754E-009   0.000000000E+000
   0.17378718714100572E-007   0.326334265E-009   0.000000000E+000
   0.17409532045153941E-007   0.170725156E-009   0.000000000E+000
   0.17440345376207311E-007  -0.896638597E-009   0.000000000E+000
   0.17471158707260681E-007  -0.113460041E-008   0.000000000E+000
   0.17501972038314051E-007   0.396669253E-009   0.000000000E+000
   0.17532785369367421E-007   0.168946634E-008   0.000000000E+000
   0.17563598700420791E-007   0.753584639E-009   0.000000000E+000
   0.17594412031474160E-007  -0.140089840E-008   0.000000000E+000
   0.17625225362527530E-007  -0.186091131E-008   0.000000000E+000
   0.17656038693580900E-007   0.439781211E-009   0.000000000E+000
   0.17686852024634270E-007   0.250360088E-008   0.000000000E+000
   0.17717665355687640E-007   0.839410097E-009   0.000000000E+000
   0.17748478686741009E-007  -0.247463583E-008   0.000000000E+000
   0.17779292017794379E-007  -0.198214889E-008   0.000000000E+000
   0.17810105348847749E-007   0.181074378E-008   0.000000000E+000
   0.17840918679901119E-007   0.248487519E-008   0.000000000E+000
   0.17871732010954489E-007  -0.963478852E-009   0.000000000E+000
   0.17902545342007858E-007  -0.212859375E-008   0.000000000E+000
   0.17933358673061228E-007   0.737321981E-009   0.000000000E+000
   0.17964172004114598E-007   0.151331381E-008   0.000000000E+000
   0.17994985335167968E-007  -0.144757728E-008   0.000000000E+000
   0.18025798666221338E-007  -0.168220748E-008   0.000000000E+000
   0.18056611997274707E-007   0.233997866E-008   0.000000000E+000
   0.18087425328328077E-007   0.301584557E-008   0.000000000E+000
   0.18118238659381447E-007  -0.214466067E-008   0.000000000E+000
   0.18149051990434817E-007  -0.454653470E-008   0.000000000E+000
   0.18179865321488187E-007   0.534798872E-009   0.000000000E+000
   0.18210678652541556E-007   0.491149788E-008   0.000000000E+000
   0.18241491983594926E-007   0.142246614E-008   0.000000000E+000
   0.18272305314648296E-007  -0.382171939E-008   0.000000000E+000
   0.18303118645701666E-007  -0.238469955E-008   0.000000000E+000
   0.18333931976755036E-007   0.237440112E-008   0.000000000E+000
   0.18364745307808406E-007   0.225127428E-008   0.000000000E+000
   0.18395558638861775E-007  -0.164731562E-008   0.000000000E+000
   0.18426371969915145E-007  -0.206042516E-008   0.000000000E+000
   0.18457185300968515E-007   0.148554258E-008   0.000000000E+000
   0.18487998632021885E-007   0.258723665E-008   0.000000000E+000
   0.18518811963075255E-007  -0.844184944E-009   0.000000000E+000
   0.18549625294128624E-007  -0.333141781E-008   0.000000000E+000
   0.18580438625181994E-007  -0.709555747E-009   0.000000000E+000
   0.18611251956235364E-007   0.326730576E-008   0.000000000E+000
   0.18642065287288734E-007   0.243469911E-008   0.000000000E+000
   0.18672878618342104E-007  -0.215512452E-008   0.000000000E+000
   0.18703691949395473E-007  -0.330469296E-008   0.000000000E+000
   0.18734505280448843E-007   0.853703774E-009   0.000000000E+000
   0.18765318611502213E-007   0.325281957E-008   0.000000000E+000
   0.18796131942555583E-007  -0.197479144E-009   0.000000000E+000
   0.18826945273608953E-007  -0.307985815E-008   0.000000000E+000
   0.18857758604662322E-007   0.678959111E-010   0.000000000E+000
   0.18888571935715692E-007   0.337655703E-008   0.000000000E+000
   0.18919385266769062E-007   0.334840600E-009   0.000000000E+000
   0.18950198597822432E-007  -0.375717324E-008   0.000000000E+000
   0.18981011928875802E-007  -0.134034184E-008   0.000000000E+000
   0.19011825259929171E-007   0.343851947E-008   0.000000000E+000
   0.19042638590982541E-007   0.237563791E-008   0.000000000E+000
   0.19073451922035911E-007  -0.224071384E-008   0.000000000E+000
   0.19104265253089281E-007  -0.260823363E-008   0.000000000E+000
   0.19135078584142651E-007   0.900624242E-009   0.000000000E+000
   0.19165891915196021E-007   0.196389616E-008   0.000000000E+000
   0.19196705246249390E-007  -0.228574049E-009   0.000000000E+000
   0.19227518577302760E-007  -0.117157617E-008   0.000000000E+000
   0.19258331908356130E-007   0.279594792E-009   0.000000000E+000
   0.19289145239409500E-007   0.974449632E-009   0.000000000E+000
   0.19319958570462870E-007  -0.332465167E-009   0.000000000E+000
   0.19350771901516239E-007  -0.129377398E-008   0.000000000E+000
   0.19381585232569609E-007  -0.205862327E-009   0.000000000E+000
   0.19412398563622979E-007   0.140860257E-008   0.000000000E+000
   0.19443211894676349E-007   0.114799936E-008   0.000000000E+000
   0.19474025225729719E-007  -0.773184738E-009   0.000000000E+000
   0.19504838556783088E-007  -0.169624070E-008   0.000000000E+000
   0.19535651887836458E-007  -0.310253379E-009   0.000000000E+000
   0.19566465218889828E-007   0.135491174E-008   0.000000000E+000
   0.19597278549943198E-007   0.101291775E-008   0.000000000E+000
   0.19628091880996568E-007  -0.472098249E-009   0.000000000E+000
   0.19658905212049937E-007  -0.834165903E-009   0.000000000E+000
   0.19689718543103307E-007  -0.689796553E-010   0.000000000E+000
   0.19720531874156677E-007   0.191846622E-009   0.000000000E+000
   0.19751345205210047E-007  -0.165638281E-009   0.000000000E+000
   0.19782158536263417E-007   0.598509575E-010   0.000000000E+000
   0.19812971867316787E-007   0.705409786E-009   0.000000000E+000
   0.19843785198370156E-007   0.427629931E-009   0.000000000E+000
   0.19874598529423526E-007  -0.678967993E-009   0.000000000E+000
   0.19905411860476896E-007  -0.102474718E-008   0.000000000E+000
   0.19936225191530266E-007  -0.100238373E-009   0.000000000E+000
   0.19967038522583636E-007   0.870100214E-009   0.000000000E+000
   0.19997851853637005E-007   0.866578198E-009   0.000000000E+000
   0.20028665184690375E-007   0.923990329E-010   0.000000000E+000
   0.20059478515743745E-007  -0.739315276E-009   0.000000000E+000
   0.20090291846797115E-007  -0.926139443E-009   0.000000000E+000
   0.20121105177850485E-007  -0.152192092E-009   0.000000000E+000
   0.20151918508903854E-007   0.812961087E-009   0.000000000E+000
   0.20182731839957224E-007   0.787303944E-009   0.000000000E+000
   0.20213545171010594E-007  -0.359313690E-010   0.000000000E+000
   0.20244358502063964E-007  -0.445278703E-009   0.000000000E+000
   0.20275171833117334E-007  -0.307630810E-009   0.000000000E+000
   0.20305985164170703E-007  -0.350505153E-009   0.000000000E+000
   0.20336798495224073E-007  -0.289391011E-009   0.000000000E+000
   0.20367611826277443E-007   0.496929331E-009   0.000000000E+000
   0.20398425157330813E-007   0.109848464E-008   0.000000000E+000
   0.20429238488384183E-007   0.314298254E-009   0.000000000E+000
   0.20460051819437552E-007  -0.101657427E-008   0.000000000E+000
   0.20490865150490922E-007  -0.112977538E-008   0.000000000E+000
   0.20521678481544292E-007   0.150599533E-010   0.000000000E+000
   0.20552491812597662E-007   0.946785317E-009   0.000000000E+000
   0.20583305143651032E-007   0.806520295E-009   0.000000000E+000
   0.20614118474704402E-007   0.355468988E-010   0.000000000E+000
   0.20644931805757771E-007  -0.544233214E-009   0.000000000E+000
   0.20675745136811141E-007  -0.605988815E-009   0.000000000E+000
   0.20706558467864511E-007  -0.347168377E-009   0.000000000E+000
   0.20737371798917881E-007   0.812288570E-010   0.000000000E+000
   0.20768185129971251E-007   0.660210886E-009   0.000000000E+000
   0.20798998461024620E-007   0.877838691E-009   0.000000000E+000
   0.20829811792077990E-007   0.880561735E-010   0.000000000E+000
   0.20860625123131360E-007  -0.106631726E-008   0.000000000E+000
   0.20891438454184730E-007  -0.104204889E-008   0.000000000E+000
   0.20922251785238100E-007   0.250324317E-009   0.000000000E+000
   0.20953065116291469E-007   0.112266285E-008   0.000000000E+000
   0.20983878447344839E-007   0.620453855E-009   0.000000000E+000
   0.21014691778398209E-007  -0.311100423E-009   0.000000000E+000
   0.21045505109451579E-007  -0.581215076E-009   0.000000000E+000
   0.21076318440504949E-007  -0.346463497E-009   0.000000000E+000
   0.21107131771558318E-007  -0.164286085E-009   0.000000000E+000
   0.21137945102611688E-007   0.707484904E-010   0.000000000E+000
   0.21168758433665058E-007   0.589031268E-009   0.000000000E+000
   0.21199571764718428E-007   0.780541243E-009   0.000000000E+000
   0.21230385095771798E-007  -0.771503417E-010   0.000000000E+000
   0.21261198426825167E-007  -0.117203869E-008   0.000000000E+000
   0.21292011757878537E-007  -0.845865489E-009   0.000000000E+000
   0.21322825088931907E-007   0.660893229E-009   0.000000000E+000
   0.21353638419985277E-007   0.121641586E-008   0.000000000E+000
   0.21384451751038647E-007   0.176652803E-009   0.000000000E+000
   0.21415265082092017E-007  -0.719048043E-009   0.000000000E+000
   0.21446078413145386E-007  -0.450829152E-009   0.000000000E+000
   0.21476891744198756E-007   0.125152666E-010   0.000000000E+000
   0.21507705075252126E-007   0.171093209E-010   0.000000000E+000
   0.21538518406305496E-007   0.124668803E-009   0.000000000E+000
   0.21569331737358866E-007   0.457499816E-009   0.000000000E+000
   0.21600145068412235E-007   0.356443125E-009   0.000000000E+000
   0.21630958399465605E-007  -0.288259278E-009   0.000000000E+000
   0.21661771730518975E-007  -0.760298713E-009   0.000000000E+000
   0.21692585061572345E-007  -0.413504259E-009   0.000000000E+000
   0.21723398392625715E-007   0.535045563E-009   0.000000000E+000
   0.21754211723679084E-007   0.944105905E-009   0.000000000E+000
   0.21785025054732454E-007   0.127312105E-009   0.000000000E+000
   0.21815838385785824E-007  -0.805424005E-009   0.000000000E+000
   0.21846651716839194E-007  -0.517758780E-009   0.000000000E+000
   0.21877465047892564E-007   0.275777345E-009   0.000000000E+000
   0.21908278378945933E-007   0.272667638E-009   0.000000000E+000
   0.21939091709999303E-007  -0.381814025E-011   0.000000000E+000
   0.21969905041052673E-007   0.270702821E-009   0.000000000E+000
   0.22000718372106043E-007   0.277625173E-009   0.000000000E+000
   0.22031531703159413E-007  -0.473736605E-009   0.000000000E+000
   0.22062345034212782E-007  -0.707845338E-009   0.000000000E+000
   0.22093158365266152E-007   0.154180391E-009   0.000000000E+000
   0.22123971696319522E-007   0.763765162E-009   0.000000000E+000
   0.22154785027372892E-007   0.301454695E-009   0.000000000E+000
   0.22185598358426262E-007  -0.358586050E-009   0.000000000E+000
   0.22216411689479632E-007  -0.416871898E-009   0.000000000E+000
   0.22247225020533001E-007  -0.727032046E-010   0.000000000E+000
   0.22278038351586371E-007   0.199298689E-009   0.000000000E+000
   0.22308851682639741E-007   0.146007179E-009   0.000000000E+000
   0.22339665013693111E-007  -0.364591551E-010   0.000000000E+000
   0.22370478344746481E-007   0.836723746E-010   0.000000000E+000
   0.22401291675799850E-007   0.230538061E-009   0.000000000E+000
   0.22432105006853220E-007  -0.218616542E-009   0.000000000E+000
   0.22462918337906590E-007  -0.632131569E-009   0.000000000E+000
   0.22493731668959960E-007   0.331050742E-010   0.000000000E+000
   0.22524545000013330E-007   0.879133211E-009   0.000000000E+000
   0.22555358331066699E-007   0.334840711E-009   0.000000000E+000
   0.22586171662120069E-007  -0.778523468E-009   0.000000000E+000
   0.22616984993173439E-007  -0.566205638E-009   0.000000000E+000
   0.22647798324226809E-007   0.498223240E-009   0.000000000E+000
   0.22678611655280179E-007   0.561354074E-009   0.000000000E+000
   0.22709424986333548E-007  -0.283926715E-009   0.000000000E+000
   0.22740238317386918E-007  -0.468750538E-009   0.000000000E+000
   0.22771051648440288E-007   0.208940865E-009   0.000000000E+000
   0.22801864979493658E-007   0.487372143E-009   0.000000000E+000
   0.22832678310547028E-007  -0.119965649E-009   0.000000000E+000
   0.22863491641600397E-007  -0.600825112E-009   0.000000000E+000
   0.22894304972653767E-007  -0.959876068E-010   0.000000000E+000
   0.22925118303707137E-007   0.661748045E-009   0.000000000E+000
   0.22955931634760507E-007   0.398220679E-009   0.000000000E+000
   0.22986744965813877E-007  -0.554449486E-009   0.000000000E+000
   0.23017558296867247E-007  -0.627338015E-009   0.000000000E+000
   0.23048371627920616E-007   0.336411732E-009   0.000000000E+000
   0.23079184958973986E-007   0.715036086E-009   0.000000000E+000
   0.23109998290027356E-007  -0.107990561E-009   0.000000000E+000
   0.23140811621080726E-007  -0.689574342E-009   0.000000000E+000
   0.23171624952134096E-007  -0.671762646E-010   0.000000000E+000
   0.23202438283187465E-007   0.632470520E-009   0.000000000E+000
   0.23233251614240835E-007   0.216522050E-009   0.000000000E+000
   0.23264064945294205E-007  -0.558709190E-009   0.000000000E+000
   0.23294878276347575E-007  -0.350778767E-009   0.000000000E+000
   0.23325691607400945E-007   0.469017936E-009   0.000000000E+000
   0.23356504938454314E-007   0.474699224E-009   0.000000000E+000
   0.23387318269507684E-007  -0.344869910E-009   0.000000000E+000
   0.23418131600561054E-007  -0.561365954E-009   0.000000000E+000
   0.23448944931614424E-007   0.197305228E-009   0.000000000E+000
   0.23479758262667794E-007   0.607187356E-009   0.000000000E+000
   0.23510571593721163E-007  -0.189463445E-010   0.000000000E+000
   0.23541384924774533E-007  -0.584835125E-009   0.000000000E+000
   0.23572198255827903E-007  -0.161958530E-009   0.000000000E+000
   0.23603011586881273E-007   0.496917396E-009   0.000000000E+000
   0.23633824917934643E-007   0.321470461E-009   0.000000000E+000
   0.23664638248988012E-007  -0.352564256E-009   0.000000000E+000
   0.23695451580041382E-007  -0.421437718E-009   0.000000000E+000
   0.23726264911094752E-007   0.202113992E-009   0.000000000E+000
   0.23757078242148122E-007   0.472053230E-009   0.000000000E+000
   0.23787891573201492E-007  -0.627342067E-010   0.000000000E+000
   0.23818704904254862E-007  -0.472546002E-009   0.000000000E+000
   0.23849518235308231E-007  -0.451588489E-010   0.000000000E+000
   0.23880331566361601E-007   0.436385900E-009   0.000000000E+000
   0.23911144897414971E-007   0.121505639E-009   0.000000000E+000
   0.23941958228468341E-007  -0.364319575E-009   0.000000000E+000
   0.23972771559521711E-007  -0.150030863E-009   0.000000000E+000
   0.24003584890575080E-007   0.296301594E-009   0.000000000E+000
   0.24034398221628450E-007   0.167616365E-009   0.000000000E+000
   0.24065211552681820E-007  -0.233963543E-009   0.000000000E+000
   0.24096024883735190E-007  -0.206475823E-009   0.000000000E+000
   0.24126838214788560E-007   0.150610871E-009   0.000000000E+000
   0.24157651545841929E-007   0.267338707E-009   0.000000000E+000
   0.24188464876895299E-007  -0.333291728E-011   0.000000000E+000
   0.24219278207948669E-007  -0.265445887E-009   0.000000000E+000
   0.24250091539002039E-007  -0.140998865E-009   0.000000000E+000
   0.24280904870055409E-007   0.173700346E-009   0.000000000E+000
   0.24311718201108778E-007   0.176816006E-009   0.000000000E+000
   0.24342531532162148E-007  -0.699834080E-010   0.000000000E+000
   0.24373344863215518E-007  -0.679000259E-010   0.000000000E+000
   0.24404158194268888E-007   0.960310928E-010   0.000000000E+000
   0.24434971525322258E-007  -0.431107858E-010   0.000000000E+000
   0.24465784856375627E-007  -0.237851794E-009   0.000000000E+000
   0.24496598187428997E-007   0.188293547E-010   0.000000000E+000
   0.24527411518482367E-007   0.340060008E-009   0.000000000E+000
   0.24558224849535737E-007   0.121462021E-009   0.000000000E+000
   0.24589038180589107E-007  -0.264545275E-009   0.000000000E+000
   0.24619851511642477E-007  -0.190279389E-009   0.000000000E+000
   0.24650664842695846E-007   0.107189466E-009   0.000000000E+000
   0.24681478173749216E-007   0.112315983E-009   0.000000000E+000
   0.24712291504802586E-007  -0.568086481E-010   0.000000000E+000
   0.24743104835855956E-007  -0.189801751E-010   0.000000000E+000
   0.24773918166909326E-007   0.169049233E-009   0.000000000E+000
   0.24804731497962695E-007   0.119485394E-009   0.000000000E+000
   0.24835544829016065E-007  -0.243724818E-009   0.000000000E+000
   0.24866358160069435E-007  -0.389504123E-009   0.000000000E+000
   0.24897171491122805E-007   0.943468359E-010   0.000000000E+000
   0.24927984822176175E-007   0.596310112E-009   0.000000000E+000
   0.24958798153229544E-007   0.236727388E-009   0.000000000E+000
   0.24989611484282914E-007  -0.533620814E-009   0.000000000E+000
   0.25020424815336284E-007  -0.484791818E-009   0.000000000E+000
   0.25051238146389654E-007   0.288753910E-009   0.000000000E+000
   0.25082051477443024E-007   0.501199526E-009   0.000000000E+000
   0.25112864808496393E-007  -0.969595515E-010   0.000000000E+000
   0.25143678139549763E-007  -0.391363192E-009   0.000000000E+000
   0.25174491470603133E-007   0.780808473E-010   0.000000000E+000
   0.25205304801656503E-007   0.394856564E-009   0.000000000E+000
   0.25236118132709873E-007  -0.712331583E-010   0.000000000E+000
   0.25266931463763243E-007  -0.548120882E-009   0.000000000E+000
   0.25297744794816612E-007  -0.120687321E-009   0.000000000E+000
   0.25328558125869982E-007   0.657485733E-009   0.000000000E+000
   0.25359371456923352E-007   0.493614816E-009   0.000000000E+000
   0.25390184787976722E-007  -0.501067521E-009   0.000000000E+000
   0.25420998119030092E-007  -0.790723265E-009   0.000000000E+000
   0.25451811450083461E-007   0.126673727E-009   0.000000000E+000
   0.25482624781136831E-007   0.813410284E-009   0.000000000E+000
   0.25513438112190201E-007   0.226705765E-009   0.000000000E+000
   0.25544251443243571E-007  -0.605742068E-009   0.000000000E+000
   0.25575064774296941E-007  -0.368692771E-009   0.000000000E+000
   0.25605878105350310E-007   0.411754492E-009   0.000000000E+000
   0.25636691436403680E-007   0.383289872E-009   0.000000000E+000
   0.25667504767457050E-007  -0.352266299E-009   0.000000000E+000
   0.25698318098510420E-007  -0.463227678E-009   0.000000000E+000
   0.25729131429563790E-007   0.327133542E-009   0.000000000E+000
   0.25759944760617159E-007   0.681010193E-009   0.000000000E+000
   0.25790758091670529E-007  -0.133948130E-009   0.000000000E+000
   0.25821571422723899E-007  -0.860175098E-009   0.000000000E+000
   0.25852384753777269E-007  -0.237649400E-009   0.000000000E+000
   0.25883198084830639E-007   0.806901934E-009   0.000000000E+000
   0.25914011415884008E-007   0.603718409E-009   0.000000000E+000
   0.25944824746937378E-007  -0.502009656E-009   0.000000000E+000
   0.25975638077990748E-007  -0.750478013E-009   0.000000000E+000
   0.26006451409044118E-007   0.149544432E-009   0.000000000E+000
   0.26037264740097488E-007   0.680864087E-009   0.000000000E+000
   0.26068078071150858E-007   0.727168326E-010   0.000000000E+000
   0.26098891402204227E-007  -0.553625479E-009   0.000000000E+000
   0.26129704733257597E-007  -0.150114032E-009   0.000000000E+000
   0.26160518064310967E-007   0.525146371E-009   0.000000000E+000
   0.26191331395364337E-007   0.237992209E-009   0.000000000E+000
   0.26222144726417707E-007  -0.556942603E-009   0.000000000E+000
   0.26252958057471076E-007  -0.434682679E-009   0.000000000E+000
   0.26283771388524446E-007   0.503396380E-009   0.000000000E+000
   0.26314584719577816E-007   0.692051860E-009   0.000000000E+000
   0.26345398050631186E-007  -0.248072562E-009   0.000000000E+000
   0.26376211381684556E-007  -0.823962953E-009   0.000000000E+000
   0.26407024712737925E-007  -0.129088962E-009   0.000000000E+000
   0.26437838043791295E-007   0.722361115E-009   0.000000000E+000
   0.26468651374844665E-007   0.441691766E-009   0.000000000E+000
   0.26499464705898035E-007  -0.445217946E-009   0.000000000E+000
   0.26530278036951405E-007  -0.538533385E-009   0.000000000E+000
   0.26561091368004774E-007   0.205717610E-009   0.000000000E+000
   0.26591904699058144E-007   0.485678886E-009   0.000000000E+000
   0.26622718030111514E-007  -0.130252753E-009   0.000000000E+000
   0.26653531361164884E-007  -0.466705674E-009   0.000000000E+000
   0.26684344692218254E-007   0.147626411E-009   0.000000000E+000
   0.26715158023271623E-007   0.597371930E-009   0.000000000E+000
   0.26745971354324993E-007  -0.328952976E-010   0.000000000E+000
   0.26776784685378363E-007  -0.732352123E-009   0.000000000E+000
   0.26807598016431733E-007  -0.286923985E-009   0.000000000E+000
   0.26838411347485103E-007   0.636353137E-009   0.000000000E+000
   0.26869224678538473E-007   0.629725161E-009   0.000000000E+000
   0.26900038009591842E-007  -0.247810716E-009   0.000000000E+000
   0.26930851340645212E-007  -0.706794456E-009   0.000000000E+000
   0.26961664671698582E-007  -0.165815361E-009   0.000000000E+000
   0.26992478002751952E-007   0.502327235E-009   0.000000000E+000
   0.27023291333805322E-007   0.314831633E-009   0.000000000E+000
   0.27054104664858691E-007  -0.295533015E-009   0.000000000E+000
   0.27084917995912061E-007  -0.205268455E-009   0.000000000E+000
   0.27115731326965431E-007   0.360626862E-009   0.000000000E+000
   0.27146544658018801E-007   0.170990319E-009   0.000000000E+000
   0.27177357989072171E-007  -0.575994585E-009   0.000000000E+000
   0.27208171320125540E-007  -0.418171803E-009   0.000000000E+000
   0.27238984651178910E-007   0.576584669E-009   0.000000000E+000
