t              TwoCables.fdtd_Probe_End_Ez_50_25_10.dat
   0.47746292001485044E-008   0.875526786E+000
   0.47761699001162838E-008   0.871297300E+000
   0.47777106000840633E-008   0.867031991E+000
   0.47792513000518427E-008   0.862734079E+000
   0.47807920000196222E-008   0.858404756E+000
   0.47823326999874016E-008   0.854048193E+000
   0.47838733999551811E-008   0.849662662E+000
   0.47854140999229605E-008   0.845247746E+000
   0.47869547998907400E-008   0.840803802E+000
   0.47884954998585194E-008   0.836328149E+000
   0.47900361998262989E-008   0.831822276E+000
   0.47915768997940783E-008   0.827280998E+000
   0.47931175997618578E-008   0.822705686E+000
   0.47946582997296372E-008   0.818094015E+000
   0.47961989996974166E-008   0.813449085E+000
   0.47977396996651961E-008   0.808775067E+000
   0.47992803996329755E-008   0.804076135E+000
   0.48008210996007550E-008   0.799349904E+000
   0.48023617995685344E-008   0.794598460E+000
   0.48039024995363139E-008   0.789821565E+000
   0.48054431995040933E-008   0.785020351E+000
   0.48069838994718728E-008   0.780195177E+000
   0.48085245994396522E-008   0.775343299E+000
   0.48100652994074317E-008   0.770464003E+000
   0.48116059993752111E-008   0.765557051E+000
   0.48131466993429906E-008   0.760618150E+000
   0.48146873993107700E-008   0.755649865E+000
   0.48162280992785494E-008   0.750654399E+000
   0.48177687992463289E-008   0.745633483E+000
   0.48193094992141083E-008   0.740585089E+000
   0.48208501991818878E-008   0.735512972E+000
   0.48223908991496672E-008   0.730416834E+000
   0.48239315991174467E-008   0.725300133E+000
   0.48254722990852261E-008   0.720163822E+000
   0.48270129990530056E-008   0.715006590E+000
   0.48285536990207850E-008   0.709829211E+000
   0.48300943989885645E-008   0.704630554E+000
   0.48316350989563439E-008   0.699403822E+000
   0.48331757989241234E-008   0.694153905E+000
   0.48347164988919028E-008   0.688879013E+000
   0.48362571988596822E-008   0.683577240E+000
   0.48377978988274617E-008   0.678250790E+000
   0.48393385987952411E-008   0.672898412E+000
   0.48408792987630206E-008   0.667522907E+000
   0.48424199987308000E-008   0.662128508E+000
   0.48439606986985795E-008   0.656718194E+000
   0.48455013986663589E-008   0.651292443E+000
   0.48470420986341384E-008   0.645851672E+000
   0.48485827986019178E-008   0.640391290E+000
   0.48501234985696973E-008   0.634905756E+000
   0.48516641985374767E-008   0.629399359E+000
   0.48532048985052562E-008   0.623871565E+000
   0.48547455984730356E-008   0.618318975E+000
   0.48562862984408151E-008   0.612747669E+000
   0.48578269984085945E-008   0.607152283E+000
   0.48593676983763739E-008   0.601532519E+000
   0.48609083983441534E-008   0.595892370E+000
   0.48624490983119328E-008   0.590238869E+000
   0.48639897982797123E-008   0.584568322E+000
   0.48655304982474917E-008   0.578882217E+000
   0.48670711982152712E-008   0.573182046E+000
   0.48686118981830506E-008   0.567463696E+000
   0.48701525981508301E-008   0.561727762E+000
   0.48716932981186095E-008   0.555976808E+000
   0.48732339980863890E-008   0.550209224E+000
   0.48747746980541684E-008   0.544417560E+000
   0.48763153980219479E-008   0.538605988E+000
   0.48778560979897273E-008   0.532772541E+000
   0.48793967979575067E-008   0.526913583E+000
   0.48809374979252862E-008   0.521038890E+000
   0.48824781978930656E-008   0.515146315E+000
   0.48840188978608451E-008   0.509237826E+000
   0.48855595978286245E-008   0.503317595E+000
   0.48871002977964040E-008   0.497383326E+000
   0.48886409977641834E-008   0.491438448E+000
   0.48901816977319629E-008   0.485481650E+000
   0.48917223976997423E-008   0.479509741E+000
   0.48932630976675218E-008   0.473520011E+000
   0.48948037976353012E-008   0.467512399E+000
   0.48963444976030807E-008   0.461481363E+000
   0.48978851975708601E-008   0.455429316E+000
   0.48994258975386396E-008   0.449360013E+000
   0.49009665975064190E-008   0.443274707E+000
   0.49025072974741984E-008   0.437172711E+000
   0.49040479974419779E-008   0.431051850E+000
   0.49055886974097573E-008   0.424917758E+000
   0.49071293973775368E-008   0.418775439E+000
   0.49086700973453162E-008   0.412625313E+000
   0.49102107973130957E-008   0.406465739E+000
   0.49117514972808751E-008   0.400291860E+000
   0.49132921972486546E-008   0.394101679E+000
   0.49148328972164340E-008   0.387895465E+000
   0.49163735971842135E-008   0.381669253E+000
   0.49179142971519929E-008   0.375428140E+000
   0.49194549971197724E-008   0.369168967E+000
   0.49209956970875518E-008   0.362892985E+000
   0.49225363970553312E-008   0.356598139E+000
   0.49240770970231107E-008   0.350288689E+000
   0.49256177969908901E-008   0.343968123E+000
   0.49271584969586696E-008   0.337639004E+000
   0.49286991969264490E-008   0.331301332E+000
   0.49302398968942285E-008   0.324953407E+000
   0.49317805968620079E-008   0.318598330E+000
   0.49333212968297874E-008   0.312233776E+000
   0.49348619967975668E-008   0.305855840E+000
   0.49364026967653463E-008   0.299464077E+000
   0.49379433967331257E-008   0.293055564E+000
   0.49394840967009052E-008   0.286625594E+000
   0.49410247966686846E-008   0.280173838E+000
   0.49425654966364641E-008   0.273708224E+000
   0.49441061966042435E-008   0.267224818E+000
   0.49456468965720229E-008   0.260738790E+000
   0.49471875965398024E-008   0.254252344E+000
   0.49487282965075818E-008   0.247763500E+000
   0.49502689964753613E-008   0.241266951E+000
   0.49518096964431407E-008   0.234754473E+000
   0.49533503964109202E-008   0.228222623E+000
   0.49548910963786996E-008   0.221679285E+000
   0.49564317963464791E-008   0.215127379E+000
   0.49579724963142585E-008   0.208569258E+000
   0.49595131962820380E-008   0.201995715E+000
   0.49610538962498174E-008   0.195410341E+000
   0.49625945962175969E-008   0.188813120E+000
   0.49641352961853763E-008   0.182200313E+000
   0.49656759961531557E-008   0.175579548E+000
   0.49672166961209352E-008   0.168953642E+000
   0.49687573960887146E-008   0.162321135E+000
   0.49702980960564941E-008   0.155688465E+000
   0.49718387960242735E-008   0.149046734E+000
   0.49733794959920530E-008   0.142395541E+000
   0.49749201959598324E-008   0.135734335E+000
   0.49764608959276119E-008   0.129066110E+000
   0.49780015958953913E-008   0.122389682E+000
   0.49795422958631708E-008   0.115700476E+000
   0.49810829958309502E-008   0.108998515E+000
   0.49826236957987297E-008   0.102284156E+000
   0.49841643957665091E-008   0.955689549E-001
   0.49857050957342885E-008   0.888439342E-001
   0.49872457957020680E-008   0.821229592E-001
   0.49887864956698474E-008   0.753959417E-001
   0.49903271956376269E-008   0.686691850E-001
   0.49918678956054063E-008   0.619303547E-001
   0.49934085955731858E-008   0.551839136E-001
   0.49949492955409652E-008   0.484261625E-001
   0.49964899955087447E-008   0.416643135E-001
   0.49980306954765241E-008   0.349004157E-001
   0.49995713954443036E-008   0.281360503E-001
   0.50011120954120830E-008   0.213693436E-001
   0.50026527953798625E-008   0.145955998E-001
   0.50041934953476419E-008   0.781497080E-002
   0.50057341953154214E-008   0.102760759E-002
   0.50072748952832008E-008  -0.575942360E-002
   0.50088155952509802E-008  -0.125555573E-001
   0.50103562952187597E-008  -0.193470828E-001
   0.50118969951865391E-008  -0.261403192E-001
   0.50134376951543186E-008  -0.329294167E-001
   0.50149783951220980E-008  -0.397200249E-001
   0.50165190950898775E-008  -0.465133116E-001
   0.50180597950576569E-008  -0.533101298E-001
   0.50196004950254364E-008  -0.601111278E-001
   0.50211411949932158E-008  -0.669208094E-001
   0.50226818949609953E-008  -0.737322643E-001
   0.50242225949287747E-008  -0.805319846E-001
   0.50257632948965542E-008  -0.873307288E-001
   0.50273039948643336E-008  -0.941271782E-001
   0.50288446948321130E-008  -0.100931227E+000
   0.50303853947998925E-008  -0.107732698E+000
   0.50319260947676719E-008  -0.114529468E+000
   0.50334667947354514E-008  -0.121323250E+000
   0.50350074947032308E-008  -0.128111735E+000
   0.50365481946710103E-008  -0.134896681E+000
   0.50380888946387897E-008  -0.141676307E+000
   0.50396295946065692E-008  -0.148453385E+000
   0.50411702945743486E-008  -0.155227229E+000
   0.50427109945421281E-008  -0.162001073E+000
   0.50442516945099075E-008  -0.168773592E+000
   0.50457923944776870E-008  -0.175542876E+000
   0.50473330944454664E-008  -0.182310492E+000
   0.50488737944132459E-008  -0.189074293E+000
   0.50504144943810253E-008  -0.195825517E+000
   0.50519551943488047E-008  -0.202556863E+000
   0.50534958943165842E-008  -0.209284559E+000
   0.50550365942843636E-008  -0.216007799E+000
   0.50565772942521431E-008  -0.222728908E+000
   0.50581179942199225E-008  -0.229438588E+000
   0.50596586941877020E-008  -0.236140251E+000
   0.50611993941554814E-008  -0.242830247E+000
   0.50627400941232609E-008  -0.249509230E+000
   0.50642807940910403E-008  -0.256181121E+000
   0.50658214940588198E-008  -0.262852758E+000
   0.50673621940265992E-008  -0.269518912E+000
   0.50689028939943787E-008  -0.276171654E+000
   0.50704435939621581E-008  -0.282812387E+000
   0.50719842939299375E-008  -0.289435178E+000
   0.50735249938977170E-008  -0.296045363E+000
   0.50750656938654964E-008  -0.302642941E+000
   0.50766063938332759E-008  -0.309231043E+000
   0.50781470938010553E-008  -0.315801382E+000
   0.50796877937688348E-008  -0.322355151E+000
   0.50812284937366142E-008  -0.328894794E+000
   0.50827691937043937E-008  -0.335423321E+000
   0.50843098936721731E-008  -0.341939241E+000
   0.50858505936399526E-008  -0.348447382E+000
   0.50873912936077320E-008  -0.354943544E+000
   0.50889319935755115E-008  -0.361427575E+000
   0.50904726935432909E-008  -0.367888957E+000
   0.50920133935110704E-008  -0.374327213E+000
   0.50935540934788498E-008  -0.380746484E+000
   0.50950947934466292E-008  -0.387146622E+000
   0.50966354934144087E-008  -0.393533826E+000
   0.50981761933821881E-008  -0.399905056E+000
   0.50997168933499676E-008  -0.406261325E+000
   0.51012575933177470E-008  -0.412593275E+000
   0.51027982932855265E-008  -0.418901473E+000
   0.51043389932533059E-008  -0.425187290E+000
   0.51058796932210854E-008  -0.431451499E+000
   0.51074203931888648E-008  -0.437700987E+000
   0.51089610931566443E-008  -0.443937272E+000
   0.51105017931244237E-008  -0.450150400E+000
   0.51120424930922032E-008  -0.456343859E+000
   0.51135831930599826E-008  -0.462514907E+000
   0.51151238930277620E-008  -0.468659908E+000
   0.51166645929955415E-008  -0.474780738E+000
   0.51182052929633209E-008  -0.480878025E+000
   0.51197459929311004E-008  -0.486944020E+000
   0.51212866928988798E-008  -0.492982864E+000
   0.51228273928666593E-008  -0.498997331E+000
   0.51243680928344387E-008  -0.504988849E+000
   0.51259087928022182E-008  -0.510962903E+000
   0.51274494927699976E-008  -0.516918719E+000
   0.51289901927377771E-008  -0.522847652E+000
   0.51305308927055565E-008  -0.528749645E+000
   0.51320715926733360E-008  -0.534619212E+000
   0.51336122926411154E-008  -0.540455639E+000
   0.51351529926088949E-008  -0.546264291E+000
   0.51366936925766743E-008  -0.552047908E+000
   0.51382343925444537E-008  -0.557801306E+000
   0.51397750925122332E-008  -0.563524902E+000
   0.51413157924800126E-008  -0.569213450E+000
   0.51428564924477921E-008  -0.574877322E+000
   0.51443971924155715E-008  -0.580513179E+000
   0.51459378923833510E-008  -0.586122453E+000
   0.51474785923511304E-008  -0.591701806E+000
   0.51490192923189099E-008  -0.597244561E+000
   0.51505599922866893E-008  -0.602756023E+000
   0.51521006922544688E-008  -0.608236551E+000
   0.51536413922222482E-008  -0.613687634E+000
   0.51551820921900277E-008  -0.619112670E+000
   0.51567227921578071E-008  -0.624500155E+000
   0.51582634921255865E-008  -0.629849970E+000
   0.51598041920933660E-008  -0.635160387E+000
   0.51613448920611454E-008  -0.640433371E+000
   0.51628855920289249E-008  -0.645675778E+000
   0.51644262919967043E-008  -0.650888085E+000
   0.51659669919644838E-008  -0.656069458E+000
   0.51675076919322632E-008  -0.661214352E+000
   0.51690483919000427E-008  -0.666325688E+000
   0.51705890918678221E-008  -0.671400309E+000
   0.51721297918356016E-008  -0.676438272E+000
   0.51736704918033810E-008  -0.681437671E+000
   0.51752111917711605E-008  -0.686401188E+000
   0.51767518917389399E-008  -0.691324294E+000
   0.51782925917067193E-008  -0.696207225E+000
   0.51798332916744988E-008  -0.701057315E+000
   0.51813739916422782E-008  -0.705869138E+000
   0.51829146916100577E-008  -0.710645139E+000
   0.51844553915778371E-008  -0.715378702E+000
   0.51859960915456166E-008  -0.720066965E+000
   0.51875367915133960E-008  -0.724713624E+000
   0.51890774914811755E-008  -0.729327738E+000
   0.51906181914489549E-008  -0.733910561E+000
   0.51921588914167344E-008  -0.738454759E+000
   0.51936995913845138E-008  -0.742957830E+000
   0.51952402913522933E-008  -0.747416794E+000
   0.51967809913200727E-008  -0.751832068E+000
   0.51983216912878522E-008  -0.756204307E+000
   0.51998623912556316E-008  -0.760535300E+000
   0.52014030912234110E-008  -0.764827490E+000
   0.52029437911911905E-008  -0.769077063E+000
   0.52044844911589699E-008  -0.773277462E+000
   0.52060251911267494E-008  -0.777429461E+000
   0.52075658910945288E-008  -0.781542182E+000
   0.52091065910623083E-008  -0.785620034E+000
   0.52106472910300877E-008  -0.789660573E+000
   0.52121879909978672E-008  -0.793666601E+000
   0.52137286909656466E-008  -0.797627747E+000
   0.52152693909334261E-008  -0.801540792E+000
   0.52168100909012055E-008  -0.805403411E+000
   0.52183507908689850E-008  -0.809217691E+000
   0.52198914908367644E-008  -0.812986970E+000
   0.52214321908045438E-008  -0.816712141E+000
   0.52229728907723233E-008  -0.820389926E+000
   0.52245135907401027E-008  -0.824025571E+000
   0.52260542907078822E-008  -0.827614725E+000
   0.52275949906756616E-008  -0.831161261E+000
   0.52291356906434411E-008  -0.834666789E+000
   0.52306763906112205E-008  -0.838132620E+000
   0.52322170905790000E-008  -0.841555893E+000
   0.52337577905467794E-008  -0.844929516E+000
   0.52352984905145589E-008  -0.848253965E+000
   0.52368391904823383E-008  -0.851531088E+000
   0.52383798904501178E-008  -0.854757786E+000
   0.52399205904178972E-008  -0.857936084E+000
   0.52414612903856767E-008  -0.861068249E+000
   0.52430019903534561E-008  -0.864155471E+000
   0.52445426903212355E-008  -0.867197812E+000
   0.52460833902890150E-008  -0.870193720E+000
   0.52476240902567944E-008  -0.873143375E+000
   0.52491647902245739E-008  -0.876047254E+000
   0.52507054901923533E-008  -0.878902912E+000
   0.52522461901601328E-008  -0.881711662E+000
   0.52537868901279122E-008  -0.884472132E+000
   0.52553275900956917E-008  -0.887184083E+000
   0.52568682900634711E-008  -0.889847338E+000
   0.52584089900312506E-008  -0.892464519E+000
   0.52599496899990300E-008  -0.895033717E+000
   0.52614903899668095E-008  -0.897555411E+000
   0.52630310899345889E-008  -0.900027692E+000
   0.52645717899023683E-008  -0.902451992E+000
   0.52661124898701478E-008  -0.904829144E+000
   0.52676531898379272E-008  -0.907157958E+000
   0.52691938898057067E-008  -0.909439087E+000
   0.52707345897734861E-008  -0.911670983E+000
   0.52722752897412656E-008  -0.913853645E+000
   0.52738159897090450E-008  -0.915986955E+000
   0.52753566896768245E-008  -0.918070257E+000
   0.52768973896446039E-008  -0.920104504E+000
   0.52784380896123834E-008  -0.922091305E+000
   0.52799787895801628E-008  -0.924031317E+000
   0.52815194895479423E-008  -0.925924003E+000
   0.52830601895157217E-008  -0.927769184E+000
   0.52846008894835012E-008  -0.929565132E+000
   0.52861415894512806E-008  -0.931311250E+000
   0.52876822894190600E-008  -0.933006108E+000
   0.52892229893868395E-008  -0.934649885E+000
   0.52907636893546189E-008  -0.936244190E+000
   0.52923043893223984E-008  -0.937789023E+000
   0.52938450892901778E-008  -0.939286172E+000
   0.52953857892579573E-008  -0.940735877E+000
   0.52969264892257367E-008  -0.942137420E+000
   0.52984671891935162E-008  -0.943490624E+000
   0.53000078891612956E-008  -0.944795132E+000
   0.53015485891290751E-008  -0.946050227E+000
   0.53030892890968545E-008  -0.947255790E+000
   0.53046299890646340E-008  -0.948411942E+000
   0.53061706890324134E-008  -0.949518383E+000
   0.53077113890001928E-008  -0.950575113E+000
   0.53092520889679723E-008  -0.951581895E+000
   0.53107927889357517E-008  -0.952538848E+000
   0.53123334889035312E-008  -0.953445911E+000
   0.53138741888713106E-008  -0.954303563E+000
   0.53154148888390901E-008  -0.955112398E+000
   0.53169555888068695E-008  -0.955872774E+000
   0.53184962887746490E-008  -0.956585050E+000
   0.53200369887424284E-008  -0.957249165E+000
   0.53215776887102079E-008  -0.957864523E+000
   0.53231183886779873E-008  -0.958430469E+000
   0.53246590886457668E-008  -0.958946466E+000
   0.53261997886135462E-008  -0.959413111E+000
   0.53277404885813257E-008  -0.959830999E+000
   0.53292811885491051E-008  -0.960200310E+000
   0.53308218885168845E-008  -0.960520685E+000
   0.53323625884846640E-008  -0.960790873E+000
   0.53339032884524434E-008  -0.961009443E+000
   0.53354439884202229E-008  -0.961177349E+000
   0.53369846883880023E-008  -0.961295724E+000
   0.53385253883557818E-008  -0.961367607E+000
   0.53400660883235612E-008  -0.961394191E+000
   0.53416067882913407E-008  -0.961374402E+000
   0.53431474882591201E-008  -0.961304963E+000
   0.53446881882268996E-008  -0.961185575E+000
   0.53462288881946790E-008  -0.961015046E+000
   0.53477695881624585E-008  -0.960795581E+000
   0.53493102881302379E-008  -0.960527301E+000
   0.53508509880980173E-008  -0.960211575E+000
   0.53523916880657968E-008  -0.959846854E+000
   0.53539323880335762E-008  -0.959430993E+000
   0.53554730880013557E-008  -0.958964586E+000
   0.53570137879691351E-008  -0.958450377E+000
   0.53585544879369146E-008  -0.957888126E+000
   0.53600951879046940E-008  -0.957277119E+000
   0.53616358878724735E-008  -0.956620216E+000
   0.53631765878402529E-008  -0.955914319E+000
   0.53647172878080324E-008  -0.955160141E+000
   0.53662579877758118E-008  -0.954359531E+000
   0.53677986877435913E-008  -0.953511655E+000
   0.53693393877113707E-008  -0.952615261E+000
   0.53708800876791501E-008  -0.951666951E+000
   0.53724207876469296E-008  -0.950667620E+000
   0.53739614876147090E-008  -0.949618459E+000
   0.53755021875824885E-008  -0.948520839E+000
   0.53770428875502679E-008  -0.947376549E+000
   0.53785835875180474E-008  -0.946187079E+000
   0.53801242874858268E-008  -0.944949865E+000
   0.53816649874536063E-008  -0.943663538E+000
   0.53832056874213857E-008  -0.942328095E+000
   0.53847463873891652E-008  -0.940945268E+000
   0.53862870873569446E-008  -0.939518154E+000
   0.53878277873247241E-008  -0.938043833E+000
   0.53893684872925035E-008  -0.936521411E+000
   0.53909091872602830E-008  -0.934946775E+000
   0.53924498872280624E-008  -0.933322191E+000
   0.53939905871958418E-008  -0.931648314E+000
   0.53955312871636213E-008  -0.929927349E+000
   0.53970719871314007E-008  -0.928158164E+000
   0.53986126870991802E-008  -0.926339507E+000
   0.54001533870669596E-008  -0.924474657E+000
   0.54016940870347391E-008  -0.922563076E+000
   0.54032347870025185E-008  -0.920606136E+000
   0.54047754869702980E-008  -0.918606639E+000
   0.54063161869380774E-008  -0.916557372E+000
   0.54078568869058569E-008  -0.914459050E+000
   0.54093975868736363E-008  -0.912310660E+000
   0.54109382868414158E-008  -0.910113394E+000
   0.54124789868091952E-008  -0.907868683E+000
   0.54140196867769746E-008  -0.905575395E+000
   0.54155603867447541E-008  -0.903232574E+000
   0.54171010867125335E-008  -0.900842607E+000
   0.54186417866803130E-008  -0.898404241E+000
   0.54201824866480924E-008  -0.895918071E+000
   0.54217231866158719E-008  -0.893386662E+000
   0.54232638865836513E-008  -0.890810370E+000
   0.54248045865514308E-008  -0.888189733E+000
   0.54263452865192102E-008  -0.885523200E+000
   0.54278859864869897E-008  -0.882807553E+000
   0.54294266864547691E-008  -0.880041361E+000
   0.54309673864225486E-008  -0.877225101E+000
   0.54325080863903280E-008  -0.874362767E+000
   0.54340487863581075E-008  -0.871452749E+000
   0.54355894863258869E-008  -0.868493676E+000
   0.54371301862936663E-008  -0.865488231E+000
   0.54386708862614458E-008  -0.862438560E+000
   0.54402115862292252E-008  -0.859340429E+000
   0.54417522861970047E-008  -0.856195390E+000
   0.54432929861647841E-008  -0.852999508E+000
   0.54448336861325636E-008  -0.849759281E+000
   0.54463743861003430E-008  -0.846471488E+000
   0.54479150860681225E-008  -0.843138695E+000
   0.54494557860359019E-008  -0.839762330E+000
   0.54509964860036814E-008  -0.836341500E+000
   0.54525371859714608E-008  -0.832869530E+000
   0.54540778859392403E-008  -0.829346836E+000
   0.54556185859070197E-008  -0.825774252E+000
   0.54571592858747991E-008  -0.822152555E+000
   0.54586999858425786E-008  -0.818483829E+000
   0.54602406858103580E-008  -0.814767301E+000
   0.54617813857781375E-008  -0.811007857E+000
   0.54633220857459169E-008  -0.807204664E+000
   0.54648627857136964E-008  -0.803355753E+000
   0.54664034856814758E-008  -0.799461544E+000
   0.54679441856492553E-008  -0.795524120E+000
   0.54694848856170347E-008  -0.791541040E+000
   0.54710255855848142E-008  -0.787507713E+000
   0.54725662855525936E-008  -0.783427238E+000
   0.54741069855203731E-008  -0.779298961E+000
   0.54756476854881525E-008  -0.775122523E+000
   0.54771883854559320E-008  -0.770899594E+000
   0.54787290854237114E-008  -0.766628087E+000
   0.54802697853914908E-008  -0.762306035E+000
   0.54818104853592703E-008  -0.757933438E+000
   0.54833511853270497E-008  -0.753517807E+000
   0.54848918852948292E-008  -0.749062061E+000
   0.54864325852626086E-008  -0.744564891E+000
   0.54879732852303881E-008  -0.740029037E+000
   0.54895139851981675E-008  -0.735445619E+000
   0.54910546851659470E-008  -0.730817854E+000
   0.54925953851337264E-008  -0.726137638E+000
   0.54941360851015059E-008  -0.721404850E+000
   0.54956767850692853E-008  -0.716623425E+000
   0.54972174850370648E-008  -0.711797178E+000
   0.54987581850048442E-008  -0.706921697E+000
   0.55002988849726236E-008  -0.702004135E+000
   0.55018395849404031E-008  -0.697042763E+000
   0.55033802849081825E-008  -0.692043602E+000
   0.55049209848759620E-008  -0.686993361E+000
   0.55064616848437414E-008  -0.681899548E+000
   0.55080023848115209E-008  -0.676762283E+000
   0.55095430847793003E-008  -0.671577990E+000
   0.55110837847470798E-008  -0.666354299E+000
   0.55126244847148592E-008  -0.661093414E+000
   0.55141651846826387E-008  -0.655784965E+000
   0.55157058846504181E-008  -0.650430799E+000
   0.55172465846181976E-008  -0.645025909E+000
   0.55187872845859770E-008  -0.639566779E+000
   0.55203279845537565E-008  -0.634062052E+000
   0.55218686845215359E-008  -0.628511667E+000
   0.55234093844893153E-008  -0.622922242E+000
   0.55249500844570948E-008  -0.617291570E+000
   0.55264907844248742E-008  -0.611624837E+000
   0.55280314843926537E-008  -0.605919838E+000
   0.55295721843604331E-008  -0.600167811E+000
   0.55311128843282126E-008  -0.594372451E+000
   0.55326535842959920E-008  -0.588533640E+000
   0.55341942842637715E-008  -0.582654357E+000
   0.55357349842315509E-008  -0.576725423E+000
   0.55372756841993304E-008  -0.570756912E+000
   0.55388163841671098E-008  -0.564747095E+000
   0.55403570841348893E-008  -0.558690786E+000
   0.55418977841026687E-008  -0.552591145E+000
   0.55434384840704481E-008  -0.546447337E+000
   0.55449791840382276E-008  -0.540266097E+000
   0.55465198840060070E-008  -0.534045517E+000
   0.55480605839737865E-008  -0.527780116E+000
   0.55496012839415659E-008  -0.521468639E+000
   0.55511419839093454E-008  -0.515121698E+000
   0.55526826838771248E-008  -0.508741379E+000
   0.55542233838449043E-008  -0.502325654E+000
   0.55557640838126837E-008  -0.495876014E+000
   0.55573047837804632E-008  -0.489382356E+000
   0.55588454837482426E-008  -0.482843131E+000
   0.55603861837160221E-008  -0.476257503E+000
   0.55619268836838015E-008  -0.469628513E+000
   0.55634675836515809E-008  -0.462955087E+000
   0.55650082836193604E-008  -0.456250995E+000
   0.55665489835871398E-008  -0.449509740E+000
   0.55680896835549193E-008  -0.442732930E+000
   0.55696303835226987E-008  -0.435918480E+000
   0.55711710834904782E-008  -0.429064602E+000
   0.55727117834582576E-008  -0.422184765E+000
   0.55742524834260371E-008  -0.415272146E+000
   0.55757931833938165E-008  -0.408320278E+000
   0.55773338833615960E-008  -0.401330888E+000
   0.55788745833293754E-008  -0.394294351E+000
   0.55804152832971549E-008  -0.387224704E+000
   0.55819559832649343E-008  -0.380119413E+000
   0.55834966832327138E-008  -0.372976005E+000
   0.55850373832004932E-008  -0.365792066E+000
   0.55865780831682726E-008  -0.358577311E+000
   0.55881187831360521E-008  -0.351333380E+000
   0.55896594831038315E-008  -0.344061762E+000
   0.55912001830716110E-008  -0.336766809E+000
   0.55927408830393904E-008  -0.329440236E+000
   0.55942815830071699E-008  -0.322081625E+000
   0.55958222829749493E-008  -0.314687371E+000
   0.55973629829427288E-008  -0.307247698E+000
   0.55989036829105082E-008  -0.299773335E+000
   0.56004443828782877E-008  -0.292266399E+000
   0.56019850828460671E-008  -0.284731746E+000
   0.56035257828138466E-008  -0.277180105E+000
   0.56050664827816260E-008  -0.269598186E+000
   0.56066071827494054E-008  -0.261989355E+000
   0.56081478827171849E-008  -0.254346222E+000
   0.56096885826849643E-008  -0.246673986E+000
   0.56112292826527438E-008  -0.238977343E+000
   0.56127699826205232E-008  -0.231248811E+000
   0.56143106825883027E-008  -0.223496020E+000
   0.56158513825560821E-008  -0.215717897E+000
   0.56173920825238616E-008  -0.207913250E+000
   0.56189327824916410E-008  -0.200084850E+000
   0.56204734824594205E-008  -0.192231908E+000
   0.56220141824271999E-008  -0.184358016E+000
   0.56235548823949794E-008  -0.176459387E+000
   0.56250955823627588E-008  -0.168543950E+000
   0.56266362823305383E-008  -0.160599411E+000
   0.56281769822983177E-008  -0.152632177E+000
   0.56297176822660971E-008  -0.144643277E+000
   0.56312583822338766E-008  -0.136625901E+000
   0.56327990822016560E-008  -0.128589928E+000
   0.56343397821694355E-008  -0.120530814E+000
   0.56358804821372149E-008  -0.112448804E+000
   0.56374211821049944E-008  -0.104358666E+000
   0.56389618820727738E-008  -0.962573364E-001
   0.56405025820405533E-008  -0.881407410E-001
   0.56420432820083327E-008  -0.800089240E-001
   0.56435839819761122E-008  -0.718551874E-001
   0.56451246819438916E-008  -0.636740476E-001
   0.56466653819116711E-008  -0.554755665E-001
   0.56482060818794505E-008  -0.472722016E-001
   0.56497467818472299E-008  -0.390483141E-001
   0.56512874818150094E-008  -0.308123920E-001
   0.56528281817827888E-008  -0.225614943E-001
   0.56543688817505683E-008  -0.142970094E-001
   0.56559095817183477E-008  -0.601969613E-002
   0.56574502816861272E-008   0.226325192E-002
   0.56589909816539066E-008   0.105499942E-001
   0.56605316816216861E-008   0.188427903E-001
   0.56620723815894655E-008   0.271467231E-001
   0.56636130815572450E-008   0.354616791E-001
   0.56651537815250244E-008   0.437834449E-001
   0.56666944814928039E-008   0.521239340E-001
   0.56682351814605833E-008   0.604684576E-001
   0.56697758814283628E-008   0.688192099E-001
   0.56713165813961422E-008   0.771858618E-001
   0.56728572813639216E-008   0.855505094E-001
   0.56743979813317011E-008   0.939118117E-001
   0.56759386812994805E-008   0.102268837E+000
   0.56774793812672600E-008   0.110632263E+000
   0.56790200812350394E-008   0.119000606E+000
   0.56805607812028189E-008   0.127372369E+000
   0.56821014811705983E-008   0.135742351E+000
   0.56836421811383778E-008   0.144109949E+000
   0.56851828811061572E-008   0.152475253E+000
   0.56867235810739367E-008   0.160831258E+000
   0.56882642810417161E-008   0.169190645E+000
   0.56898049810094956E-008   0.177553579E+000
   0.56913456809772750E-008   0.185920030E+000
   0.56928863809450544E-008   0.194286138E+000
   0.56944270809128339E-008   0.202644512E+000
   0.56959677808806133E-008   0.210988387E+000
   0.56975084808483928E-008   0.219323114E+000
   0.56990491808161722E-008   0.227646440E+000
   0.57005898807839517E-008   0.235960826E+000
   0.57021305807517311E-008   0.244273201E+000
   0.57036712807195106E-008   0.252571225E+000
   0.57052119806872900E-008   0.260854542E+000
   0.57067526806550695E-008   0.269125849E+000
   0.57082933806228489E-008   0.277394474E+000
   0.57098340805906284E-008   0.285650045E+000
   0.57113747805584078E-008   0.293895453E+000
   0.57129154805261873E-008   0.302127212E+000
   0.57144561804939667E-008   0.310339332E+000
   0.57159968804617461E-008   0.318537742E+000
   0.57175375804295256E-008   0.326727152E+000
   0.57190782803973050E-008   0.334899724E+000
   0.57206189803650845E-008   0.343055665E+000
