t              TwoCables.fdtd_Bulk probe_Jx_30_23_25__30_26_34.dat
   0.36714880232184208E-008   0.607770460E-003
   0.36730287231862002E-008   0.604417990E-003
   0.36745694231539797E-008   0.601090374E-003
   0.36761101231217591E-008   0.597788137E-003
   0.36776508230895386E-008   0.594512036E-003
   0.36791915230573180E-008   0.591262360E-003
   0.36807322230250974E-008   0.588039809E-003
   0.36822729229928769E-008   0.584844674E-003
   0.36838136229606563E-008   0.581677770E-003
   0.36853543229284358E-008   0.578539446E-003
   0.36868950228962152E-008   0.575430342E-003
   0.36884357228639947E-008   0.572350924E-003
   0.36899764228317741E-008   0.569301483E-003
   0.36915171227995536E-008   0.566282833E-003
   0.36930578227673330E-008   0.563295209E-003
   0.36945985227351125E-008   0.560339249E-003
   0.36961392227028919E-008   0.557415420E-003
   0.36976799226706714E-008   0.554524187E-003
   0.36992206226384508E-008   0.551665842E-003
   0.37007613226062303E-008   0.548840966E-003
   0.37023020225740097E-008   0.546049967E-003
   0.37038427225417891E-008   0.543293310E-003
   0.37053834225095686E-008   0.540571404E-003
   0.37069241224773480E-008   0.537884654E-003
   0.37084648224451275E-008   0.535233528E-003
   0.37100055224129069E-008   0.532618258E-003
   0.37115462223806864E-008   0.530039426E-003
   0.37130869223484658E-008   0.527497265E-003
   0.37146276223162453E-008   0.524992414E-003
   0.37161683222840247E-008   0.522524992E-003
   0.37177090222518042E-008   0.520095462E-003
   0.37192497222195836E-008   0.517704058E-003
   0.37207904221873631E-008   0.515351247E-003
   0.37223311221551425E-008   0.513037259E-003
   0.37238718221229219E-008   0.510762504E-003
   0.37254125220907014E-008   0.508527388E-003
   0.37269532220584808E-008   0.506332086E-003
   0.37284939220262603E-008   0.504176889E-003
   0.37300346219940397E-008   0.502062088E-003
   0.37315753219618192E-008   0.499987975E-003
   0.37331160219295986E-008   0.497954839E-003
   0.37346567218973781E-008   0.495963031E-003
   0.37361974218651575E-008   0.494012784E-003
   0.37377381218329370E-008   0.492104329E-003
   0.37392788218007164E-008   0.490237784E-003
   0.37408195217684959E-008   0.488413498E-003
   0.37423602217362753E-008   0.486631703E-003
   0.37439009217040548E-008   0.484892429E-003
   0.37454416216718342E-008   0.483196141E-003
   0.37469823216396136E-008   0.481542986E-003
   0.37485230216073931E-008   0.479932845E-003
   0.37500637215751725E-008   0.478366303E-003
   0.37516044215429520E-008   0.476843328E-003
   0.37531451215107314E-008   0.475364010E-003
   0.37546858214785109E-008   0.473928696E-003
   0.37562265214462903E-008   0.472537329E-003
   0.37577672214140698E-008   0.471190142E-003
   0.37593079213818492E-008   0.469887251E-003
   0.37608486213496287E-008   0.468628801E-003
   0.37623893213174081E-008   0.467414735E-003
   0.37639300212851876E-008   0.466245227E-003
   0.37654707212529670E-008   0.465120480E-003
   0.37670114212207464E-008   0.464040379E-003
   0.37685521211885259E-008   0.463005184E-003
   0.37700928211563053E-008   0.462014927E-003
   0.37716335211240848E-008   0.461069460E-003
   0.37731742210918642E-008   0.460168929E-003
   0.37747149210596437E-008   0.459313422E-003
   0.37762556210274231E-008   0.458502822E-003
   0.37777963209952026E-008   0.457737333E-003
   0.37793370209629820E-008   0.457016868E-003
   0.37808777209307615E-008   0.456341426E-003
   0.37824184208985409E-008   0.455711037E-003
   0.37839591208663204E-008   0.455125526E-003
   0.37854998208340998E-008   0.454584893E-003
   0.37870405208018793E-008   0.454089284E-003
   0.37885812207696587E-008   0.453638437E-003
   0.37901219207374381E-008   0.453232467E-003
   0.37916626207052176E-008   0.452871202E-003
   0.37932033206729970E-008   0.452554581E-003
   0.37947440206407765E-008   0.452282489E-003
   0.37962847206085559E-008   0.452054839E-003
   0.37978254205763354E-008   0.451871543E-003
   0.37993661205441148E-008   0.451732485E-003
   0.38009068205118943E-008   0.451637607E-003
   0.38024475204796737E-008   0.451586791E-003
   0.38039882204474532E-008   0.451579632E-003
   0.38055289204152326E-008   0.451616215E-003
   0.38070696203830121E-008   0.451696396E-003
   0.38086103203507915E-008   0.451819971E-003
   0.38101510203185709E-008   0.451986794E-003
   0.38116917202863504E-008   0.452196749E-003
   0.38132324202541298E-008   0.452449371E-003
   0.38147731202219093E-008   0.452744687E-003
   0.38163138201896887E-008   0.453082408E-003
   0.38178545201574682E-008   0.453462475E-003
   0.38193952201252476E-008   0.453884539E-003
   0.38209359200930271E-008   0.454348366E-003
   0.38224766200608065E-008   0.454853813E-003
   0.38240173200285860E-008   0.455400441E-003
   0.38255580199963654E-008   0.455988222E-003
   0.38270987199641449E-008   0.456616865E-003
   0.38286394199319243E-008   0.457286020E-003
   0.38301801198997038E-008   0.457995484E-003
   0.38317208198674832E-008   0.458744937E-003
   0.38332615198352626E-008   0.459534058E-003
   0.38348022198030421E-008   0.460362557E-003
   0.38363429197708215E-008   0.461230200E-003
   0.38378836197386010E-008   0.462136639E-003
   0.38394243197063804E-008   0.463081698E-003
   0.38409650196741599E-008   0.464064855E-003
   0.38425057196419393E-008   0.465085846E-003
   0.38440464196097188E-008   0.466144120E-003
   0.38455871195774982E-008   0.467239763E-003
   0.38471278195452777E-008   0.468372134E-003
   0.38486685195130571E-008   0.469541003E-003
   0.38502092194808366E-008   0.470746047E-003
   0.38517499194486160E-008   0.471986714E-003
   0.38532906194163954E-008   0.473262771E-003
   0.38548313193841749E-008   0.474573666E-003
   0.38563720193519543E-008   0.475919194E-003
   0.38579127193197338E-008   0.477298890E-003
   0.38594534192875132E-008   0.478712493E-003
   0.38609941192552927E-008   0.480159390E-003
   0.38625348192230721E-008   0.481639290E-003
   0.38640755191908516E-008   0.483151671E-003
   0.38656162191586310E-008   0.484696211E-003
   0.38671569191264105E-008   0.486272445E-003
   0.38686976190941899E-008   0.487879995E-003
   0.38702383190619694E-008   0.489518337E-003
   0.38717790190297488E-008   0.491187151E-003
   0.38733197189975282E-008   0.492885825E-003
   0.38748604189653077E-008   0.494614011E-003
   0.38764011189330871E-008   0.496371300E-003
   0.38779418189008666E-008   0.498157111E-003
   0.38794825188686460E-008   0.499971036E-003
   0.38810232188364255E-008   0.501812669E-003
   0.38825639188042049E-008   0.503681367E-003
   0.38841046187719844E-008   0.505576725E-003
   0.38856453187397638E-008   0.507498335E-003
   0.38871860187075433E-008   0.509445614E-003
   0.38887267186753227E-008   0.511418271E-003
   0.38902674186431022E-008   0.513415551E-003
   0.38918081186108816E-008   0.515437045E-003
   0.38933488185786611E-008   0.517482229E-003
   0.38948895185464405E-008   0.519550696E-003
   0.38964302185142199E-008   0.521641865E-003
   0.38979709184819994E-008   0.523755210E-003
   0.38995116184497788E-008   0.525890326E-003
   0.39010523184175583E-008   0.528046454E-003
   0.39025930183853377E-008   0.530223188E-003
   0.39041337183531172E-008   0.532420061E-003
   0.39056744183208966E-008   0.534636434E-003
   0.39072151182886761E-008   0.536872132E-003
   0.39087558182564555E-008   0.539126107E-003
   0.39102965182242350E-008   0.541398185E-003
   0.39118372181920144E-008   0.543687609E-003
   0.39133779181597939E-008   0.545993971E-003
   0.39149186181275733E-008   0.548316631E-003
   0.39164593180953527E-008   0.550655299E-003
   0.39180000180631322E-008   0.553009042E-003
   0.39195407180309116E-008   0.555377628E-003
   0.39210814179986911E-008   0.557760301E-003
   0.39226221179664705E-008   0.560156594E-003
   0.39241628179342500E-008   0.562565867E-003
   0.39257035179020294E-008   0.564987713E-003
   0.39272442178698089E-008   0.567421608E-003
   0.39287849178375883E-008   0.569866737E-003
   0.39303256178053678E-008   0.572322751E-003
   0.39318663177731472E-008   0.574789010E-003
   0.39334070177409267E-008   0.577264989E-003
   0.39349477177087061E-008   0.579750049E-003
   0.39364884176764856E-008   0.582243782E-003
   0.39380291176442650E-008   0.584745547E-003
   0.39395698176120444E-008   0.587254763E-003
   0.39411105175798239E-008   0.589770731E-003
   0.39426512175476033E-008   0.592292985E-003
   0.39441919175153828E-008   0.594821176E-003
   0.39457326174831622E-008   0.597354432E-003
   0.39472733174509417E-008   0.599892403E-003
   0.39488140174187211E-008   0.602434506E-003
   0.39503547173865006E-008   0.604980101E-003
   0.39518954173542800E-008   0.607528549E-003
   0.39534361173220595E-008   0.610079383E-003
   0.39549768172898389E-008   0.612632022E-003
   0.39565175172576184E-008   0.615186000E-003
   0.39580582172253978E-008   0.617740734E-003
   0.39595989171931772E-008   0.620295759E-003
   0.39611396171609567E-008   0.622850086E-003
   0.39626803171287361E-008   0.625403482E-003
   0.39642210170965156E-008   0.627955364E-003
   0.39657617170642950E-008   0.630505208E-003
   0.39673024170320745E-008   0.633052492E-003
   0.39688431169998539E-008   0.635596691E-003
   0.39703838169676334E-008   0.638137048E-003
   0.39719245169354128E-008   0.640673214E-003
   0.39734652169031923E-008   0.643204432E-003
   0.39750059168709717E-008   0.645730295E-003
   0.39765466168387512E-008   0.648250338E-003
   0.39780873168065306E-008   0.650764094E-003
   0.39796280167743101E-008   0.653270748E-003
   0.39811687167420895E-008   0.655769953E-003
   0.39827094167098689E-008   0.658261008E-003
   0.39842501166776484E-008   0.660743448E-003
   0.39857908166454278E-008   0.663216924E-003
   0.39873315166132073E-008   0.665680796E-003
   0.39888722165809867E-008   0.668134657E-003
   0.39904129165487662E-008   0.670577807E-003
   0.39919536165165456E-008   0.673009665E-003
   0.39934943164843251E-008   0.675429881E-003
   0.39950350164521045E-008   0.677837932E-003
   0.39965757164198840E-008   0.680233352E-003
   0.39981164163876634E-008   0.682615617E-003
   0.39996571163554429E-008   0.684984203E-003
   0.40011978163232223E-008   0.687338528E-003
   0.40027385162910017E-008   0.689678243E-003
   0.40042792162587812E-008   0.692002766E-003
   0.40058199162265606E-008   0.694311748E-003
   0.40073606161943401E-008   0.696604664E-003
   0.40089013161621195E-008   0.698880991E-003
   0.40104420161298990E-008   0.701140380E-003
   0.40119827160976784E-008   0.703382073E-003
   0.40135234160654579E-008   0.705605955E-003
   0.40150641160332373E-008   0.707811269E-003
   0.40166048160010168E-008   0.709998014E-003
   0.40181455159687962E-008   0.712165376E-003
   0.40196862159365757E-008   0.714313064E-003
   0.40212269159043551E-008   0.716440321E-003
   0.40227676158721346E-008   0.718547031E-003
   0.40243083158399140E-008   0.720632728E-003
   0.40258490158076934E-008   0.722697063E-003
   0.40273897157754729E-008   0.724739511E-003
   0.40289304157432523E-008   0.726759783E-003
   0.40304711157110318E-008   0.728757237E-003
   0.40320118156788112E-008   0.730731466E-003
   0.40335525156465907E-008   0.732682296E-003
   0.40350932156143701E-008   0.734609435E-003
   0.40366339155821496E-008   0.736512186E-003
   0.40381746155499290E-008   0.738390256E-003
   0.40397153155177085E-008   0.740243471E-003
   0.40412560154854879E-008   0.742071250E-003
   0.40427967154532674E-008   0.743873243E-003
   0.40443374154210468E-008   0.745649100E-003
   0.40458781153888262E-008   0.747398648E-003
   0.40474188153566057E-008   0.749121362E-003
   0.40489595153243851E-008   0.750817242E-003
   0.40505002152921646E-008   0.752485357E-003
   0.40520409152599440E-008   0.754125824E-003
   0.40535816152277235E-008   0.755738234E-003
   0.40551223151955029E-008   0.757322297E-003
   0.40566630151632824E-008   0.758877723E-003
   0.40582037151310618E-008   0.760404277E-003
   0.40597444150988413E-008   0.761901436E-003
   0.40612851150666207E-008   0.763369026E-003
   0.40628258150344002E-008   0.764806813E-003
   0.40643665150021796E-008   0.766214391E-003
   0.40659072149699590E-008   0.767591584E-003
   0.40674479149377385E-008   0.768938335E-003
   0.40689886149055179E-008   0.770254177E-003
   0.40705293148732974E-008   0.771538820E-003
   0.40720700148410768E-008   0.772792322E-003
   0.40736107148088563E-008   0.774014043E-003
   0.40751514147766357E-008   0.775203982E-003
   0.40766921147444152E-008   0.776361965E-003
   0.40782328147121946E-008   0.777487701E-003
   0.40797735146799741E-008   0.778581132E-003
   0.40813142146477535E-008   0.779641734E-003
   0.40828549146155330E-008   0.780669681E-003
   0.40843956145833124E-008   0.781664567E-003
   0.40859363145510919E-008   0.782626332E-003
   0.40874770145188713E-008   0.783554802E-003
   0.40890177144866507E-008   0.784449687E-003
   0.40905584144544302E-008   0.785310927E-003
   0.40920991144222096E-008   0.786138407E-003
   0.40936398143899891E-008   0.786932069E-003
   0.40951805143577685E-008   0.787691737E-003
   0.40967212143255480E-008   0.788417179E-003
   0.40982619142933274E-008   0.789108395E-003
   0.40998026142611069E-008   0.789765327E-003
   0.41013433142288863E-008   0.790387508E-003
   0.41028840141966658E-008   0.790975348E-003
   0.41044247141644452E-008   0.791528437E-003
   0.41059654141322247E-008   0.792046951E-003
   0.41075061141000041E-008   0.792530598E-003
   0.41090468140677835E-008   0.792979437E-003
   0.41105875140355630E-008   0.793393177E-003
   0.41121282140033424E-008   0.793772051E-003
   0.41136689139711219E-008   0.794116233E-003
   0.41152096139389013E-008   0.794425083E-003
   0.41167503139066808E-008   0.794699008E-003
   0.41182910138744602E-008   0.794938009E-003
   0.41198317138422397E-008   0.795141794E-003
   0.41213724138100191E-008   0.795310538E-003
   0.41229131137777986E-008   0.795444124E-003
   0.41244538137455780E-008   0.795542728E-003
   0.41259945137133575E-008   0.795606233E-003
   0.41275352136811369E-008   0.795634696E-003
   0.41290759136489164E-008   0.795628352E-003
   0.41306166136166958E-008   0.795587082E-003
   0.41321573135844752E-008   0.795511005E-003
   0.41336980135522547E-008   0.795400061E-003
   0.41352387135200341E-008   0.795254309E-003
   0.41367794134878136E-008   0.795073982E-003
   0.41383201134555930E-008   0.794859079E-003
   0.41398608134233725E-008   0.794609659E-003
   0.41414015133911519E-008   0.794325839E-003
   0.41429422133589314E-008   0.794007792E-003
   0.41444829133267108E-008   0.793655578E-003
   0.41460236132944903E-008   0.793269370E-003
   0.41475643132622697E-008   0.792849285E-003
   0.41491050132300492E-008   0.792395265E-003
   0.41506457131978286E-008   0.791907660E-003
   0.41521864131656080E-008   0.791386527E-003
   0.41537271131333875E-008   0.790831982E-003
   0.41552678131011669E-008   0.790244318E-003
   0.41568085130689464E-008   0.789623591E-003
   0.41583492130367258E-008   0.788969919E-003
   0.41598899130045053E-008   0.788283825E-003
   0.41614306129722847E-008   0.787565077E-003
   0.41629713129400642E-008   0.786814198E-003
   0.41645120129078436E-008   0.786031072E-003
   0.41660527128756231E-008   0.785216107E-003
   0.41675934128434025E-008   0.784369593E-003
   0.41691341128111820E-008   0.783491472E-003
   0.41706748127789614E-008   0.782582152E-003
   0.41722155127467409E-008   0.781641866E-003
   0.41737562127145203E-008   0.780670787E-003
   0.41752969126822997E-008   0.779669324E-003
   0.41768376126500792E-008   0.778637652E-003
   0.41783783126178586E-008   0.777576002E-003
   0.41799190125856381E-008   0.776484434E-003
   0.41814597125534175E-008   0.775363529E-003
   0.41830004125211970E-008   0.774213346E-003
   0.41845411124889764E-008   0.773034350E-003
   0.41860818124567559E-008   0.771826715E-003
   0.41876225124245353E-008   0.770590908E-003
   0.41891632123923148E-008   0.769327220E-003
   0.41907039123600942E-008   0.768035708E-003
   0.41922446123278737E-008   0.766716897E-003
   0.41937853122956531E-008   0.765371020E-003
   0.41953260122634325E-008   0.763998309E-003
   0.41968667122312120E-008   0.762599229E-003
   0.41984074121989914E-008   0.761174189E-003
   0.41999481121667709E-008   0.759723654E-003
   0.42014888121345503E-008   0.758247566E-003
   0.42030295121023298E-008   0.756746449E-003
   0.42045702120701092E-008   0.755220593E-003
   0.42061109120378887E-008   0.753670582E-003
   0.42076516120056681E-008   0.752096355E-003
   0.42091923119734476E-008   0.750498788E-003
   0.42107330119412270E-008   0.748877937E-003
   0.42122737119090065E-008   0.747234211E-003
   0.42138144118767859E-008   0.745568192E-003
   0.42153551118445654E-008   0.743879937E-003
   0.42168958118123448E-008   0.742170145E-003
   0.42184365117801242E-008   0.740438933E-003
   0.42199772117479037E-008   0.738686940E-003
   0.42215179117156831E-008   0.736914459E-003
   0.42230586116834626E-008   0.735121837E-003
   0.42245993116512420E-008   0.733309542E-003
   0.42261400116190215E-008   0.731477921E-003
   0.42276807115868009E-008   0.729627674E-003
   0.42292214115545804E-008   0.727758976E-003
   0.42307621115223598E-008   0.725872291E-003
   0.42323028114901393E-008   0.723968027E-003
   0.42338435114579187E-008   0.722046767E-003
   0.42353842114256982E-008   0.720108685E-003
   0.42369249113934776E-008   0.718154537E-003
   0.42384656113612570E-008   0.716184441E-003
   0.42400063113290365E-008   0.714199035E-003
   0.42415470112968159E-008   0.712198962E-003
   0.42430877112645954E-008   0.710184104E-003
   0.42446284112323748E-008   0.708155334E-003
   0.42461691112001543E-008   0.706113060E-003
   0.42477098111679337E-008   0.704057631E-003
   0.42492505111357132E-008   0.701989571E-003
   0.42507912111034926E-008   0.699909346E-003
   0.42523319110712721E-008   0.697817304E-003
   0.42538726110390515E-008   0.695714029E-003
   0.42554133110068310E-008   0.693600043E-003
   0.42569540109746104E-008   0.691475580E-003
   0.42584947109423898E-008   0.689341279E-003
   0.42600354109101693E-008   0.687197666E-003
   0.42615761108779487E-008   0.685045030E-003
   0.42631168108457282E-008   0.682883896E-003
   0.42646575108135076E-008   0.680714787E-003
   0.42661982107812871E-008   0.678538054E-003
   0.42677389107490665E-008   0.676354277E-003
   0.42692796107168460E-008   0.674164039E-003
   0.42708203106846254E-008   0.671967631E-003
   0.42723610106524049E-008   0.669765577E-003
   0.42739017106201843E-008   0.667558459E-003
   0.42754424105879638E-008   0.665346568E-003
   0.42769831105557432E-008   0.663130544E-003
   0.42785238105235227E-008   0.660910795E-003
   0.42800645104913021E-008   0.658687844E-003
   0.42816052104590815E-008   0.656462100E-003
   0.42831459104268610E-008   0.654234085E-003
   0.42846866103946404E-008   0.652004150E-003
   0.42862273103624199E-008   0.649772875E-003
   0.42877680103301993E-008   0.647540903E-003
   0.42893087102979788E-008   0.645308348E-003
   0.42908494102657582E-008   0.643075968E-003
   0.42923901102335377E-008   0.640844053E-003
   0.42939308102013171E-008   0.638613186E-003
   0.42954715101690966E-008   0.636383658E-003
   0.42970122101368760E-008   0.634156051E-003
   0.42985529101046555E-008   0.631930830E-003
   0.43000936100724349E-008   0.629708578E-003
   0.43016343100402143E-008   0.627489644E-003
   0.43031750100079938E-008   0.625274435E-003
   0.43047157099757732E-008   0.623063417E-003
   0.43062564099435527E-008   0.620856939E-003
   0.43077971099113321E-008   0.618655700E-003
   0.43093378098791116E-008   0.616460049E-003
   0.43108785098468910E-008   0.614270451E-003
   0.43124192098146705E-008   0.612087373E-003
   0.43139599097824499E-008   0.609911105E-003
   0.43155006097502294E-008   0.607742229E-003
   0.43170413097180088E-008   0.605581154E-003
   0.43185820096857883E-008   0.603428227E-003
   0.43201227096535677E-008   0.601284206E-003
   0.43216634096213472E-008   0.599149265E-003
   0.43232041095891266E-008   0.597023754E-003
   0.43247448095569060E-008   0.594908139E-003
   0.43262855095246855E-008   0.592802942E-003
   0.43278262094924649E-008   0.590708398E-003
   0.43293669094602444E-008   0.588625262E-003
   0.43309076094280238E-008   0.586553651E-003
   0.43324483093958033E-008   0.584494148E-003
   0.43339890093635827E-008   0.582446984E-003
   0.43355297093313622E-008   0.580412510E-003
   0.43370704092991416E-008   0.578391191E-003
   0.43386111092669211E-008   0.576383492E-003
   0.43401518092347005E-008   0.574389764E-003
   0.43416925092024800E-008   0.572410354E-003
   0.43432332091702594E-008   0.570445671E-003
   0.43447739091380388E-008   0.568495947E-003
   0.43463146091058183E-008   0.566561765E-003
   0.43478553090735977E-008   0.564643182E-003
   0.43493960090413772E-008   0.562740956E-003
   0.43509367090091566E-008   0.560855144E-003
   0.43524774089769361E-008   0.558986212E-003
   0.43540181089447155E-008   0.557134568E-003
   0.43555588089124950E-008   0.555300387E-003
   0.43570995088802744E-008   0.553483900E-003
   0.43586402088480539E-008   0.551685807E-003
   0.43601809088158333E-008   0.549905992E-003
   0.43617216087836128E-008   0.548145210E-003
   0.43632623087513922E-008   0.546403578E-003
   0.43648030087191717E-008   0.544681388E-003
   0.43663437086869511E-008   0.542978931E-003
   0.43678844086547305E-008   0.541296438E-003
   0.43694251086225100E-008   0.539634319E-003
   0.43709658085902894E-008   0.537992804E-003
   0.43725065085580689E-008   0.536372070E-003
   0.43740472085258483E-008   0.534772640E-003
   0.43755879084936278E-008   0.533194572E-003
   0.43771286084614072E-008   0.531637983E-003
   0.43786693084291867E-008   0.530103513E-003
   0.43802100083969661E-008   0.528591045E-003
   0.43817507083647456E-008   0.527101045E-003
   0.43832914083325250E-008   0.525633630E-003
   0.43848321083003045E-008   0.524189032E-003
   0.43863728082680839E-008   0.522767543E-003
   0.43879135082358633E-008   0.521369337E-003
   0.43894542082036428E-008   0.519994646E-003
   0.43909949081714222E-008   0.518643588E-003
   0.43925356081392017E-008   0.517316395E-003
   0.43940763081069811E-008   0.516013359E-003
   0.43956170080747606E-008   0.514734536E-003
   0.43971577080425400E-008   0.513480045E-003
   0.43986984080103195E-008   0.512250175E-003
   0.44002391079780989E-008   0.511045160E-003
   0.44017798079458784E-008   0.509865058E-003
   0.44033205079136578E-008   0.508710044E-003
   0.44048612078814373E-008   0.507580175E-003
   0.44064019078492167E-008   0.506475626E-003
   0.44079426078169962E-008   0.505396631E-003
   0.44094833077847756E-008   0.504343130E-003
   0.44110240077525550E-008   0.503315474E-003
   0.44125647077203345E-008   0.502313545E-003
   0.44141054076881139E-008   0.501337578E-003
   0.44156461076558934E-008   0.500387512E-003
   0.44171868076236728E-008   0.499463640E-003
   0.44187275075914523E-008   0.498565903E-003
   0.44202682075592317E-008   0.497694360E-003
   0.44218089075270112E-008   0.496849243E-003
   0.44233496074947906E-008   0.496030378E-003
   0.44248903074625701E-008   0.495237939E-003
   0.44264310074303495E-008   0.494471868E-003
   0.44279717073981290E-008   0.493732339E-003
   0.44295124073659084E-008   0.493019295E-003
   0.44310531073336878E-008   0.492332794E-003
   0.44325938073014673E-008   0.491672894E-003
   0.44341345072692467E-008   0.491039478E-003
   0.44356752072370262E-008   0.490432605E-003
   0.44372159072048056E-008   0.489852333E-003
   0.44387566071725851E-008   0.489298429E-003
   0.44402973071403645E-008   0.488771242E-003
   0.44418380071081440E-008   0.488270452E-003
   0.44433787070759234E-008   0.487796235E-003
   0.44449194070437029E-008   0.487348443E-003
   0.44464601070114823E-008   0.486926961E-003
   0.44480008069792618E-008   0.486531790E-003
   0.44495415069470412E-008   0.486162928E-003
   0.44510822069148206E-008   0.485820347E-003
   0.44526229068826001E-008   0.485503930E-003
   0.44541636068503795E-008   0.485213561E-003
   0.44557043068181590E-008   0.484949211E-003
   0.44572450067859384E-008   0.484710588E-003
   0.44587857067537179E-008   0.484497752E-003
   0.44603264067214973E-008   0.484310614E-003
   0.44618671066892768E-008   0.484149059E-003
   0.44634078066570562E-008   0.484012999E-003
   0.44649485066248357E-008   0.483902259E-003
   0.44664892065926151E-008   0.483816606E-003
   0.44680299065603946E-008   0.483755954E-003
   0.44695706065281740E-008   0.483720185E-003
   0.44711113064959535E-008   0.483709096E-003
   0.44726520064637329E-008   0.483722688E-003
   0.44741927064315123E-008   0.483760668E-003
   0.44757334063992918E-008   0.483822863E-003
   0.44772741063670712E-008   0.483909127E-003
   0.44788148063348507E-008   0.484019198E-003
   0.44803555063026301E-008   0.484152959E-003
   0.44818962062704096E-008   0.484310178E-003
   0.44834369062381890E-008   0.484490738E-003
   0.44849776062059685E-008   0.484694378E-003
   0.44865183061737479E-008   0.484920864E-003
   0.44880590061415274E-008   0.485170080E-003
   0.44895997061093068E-008   0.485441618E-003
   0.44911404060770863E-008   0.485735422E-003
   0.44926811060448657E-008   0.486051111E-003
   0.44942218060126451E-008   0.486388482E-003
   0.44957625059804246E-008   0.486747420E-003
   0.44973032059482040E-008   0.487127574E-003
   0.44988439059159835E-008   0.487528654E-003
   0.45003846058837629E-008   0.487950514E-003
   0.45019253058515424E-008   0.488392718E-003
   0.45034660058193218E-008   0.488855119E-003
   0.45050067057871013E-008   0.489337428E-003
   0.45065474057548807E-008   0.489839469E-003
   0.45080881057226602E-008   0.490360602E-003
   0.45096288056904396E-008   0.490901002E-003
   0.45111695056582191E-008   0.491459970E-003
   0.45127102056259985E-008   0.492037332E-003
   0.45142509055937780E-008   0.492632971E-003
   0.45157916055615574E-008   0.493246247E-003
   0.45173323055293368E-008   0.493877043E-003
   0.45188730054971163E-008   0.494525011E-003
   0.45204137054648957E-008   0.495189917E-003
   0.45219544054326752E-008   0.495871354E-003
   0.45234951054004546E-008   0.496568973E-003
   0.45250358053682341E-008   0.497282424E-003
   0.45265765053360135E-008   0.498011243E-003
   0.45281172053037930E-008   0.498755369E-003
   0.45296579052715724E-008   0.499514397E-003
   0.45311986052393519E-008   0.500287861E-003
   0.45327393052071313E-008   0.501075468E-003
   0.45342800051749108E-008   0.501876872E-003
   0.45358207051426902E-008   0.502691662E-003
   0.45373614051104696E-008   0.503519492E-003
   0.45389021050782491E-008   0.504360069E-003
   0.45404428050460285E-008   0.505212927E-003
   0.45419835050138080E-008   0.506077777E-003
   0.45435242049815874E-008   0.506954209E-003
   0.45450649049493669E-008   0.507841818E-003
   0.45466056049171463E-008   0.508740370E-003
   0.45481463048849258E-008   0.509649166E-003
   0.45496870048527052E-008   0.510568207E-003
   0.45512277048204847E-008   0.511496793E-003
   0.45527684047882641E-008   0.512434694E-003
   0.45543091047560436E-008   0.513381383E-003
   0.45558498047238230E-008   0.514336629E-003
   0.45573905046916025E-008   0.515299966E-003
   0.45589312046593819E-008   0.516270928E-003
   0.45604719046271613E-008   0.517249224E-003
   0.45620126045949408E-008   0.518234505E-003
   0.45635533045627202E-008   0.519226189E-003
   0.45650940045304997E-008   0.520223984E-003
   0.45666347044982791E-008   0.521227543E-003
   0.45681754044660586E-008   0.522236282E-003
   0.45697161044338380E-008   0.523249852E-003
   0.45712568044016175E-008   0.524268078E-003
   0.45727975043693969E-008   0.525290321E-003
   0.45743382043371764E-008   0.526316289E-003
   0.45758789043049558E-008   0.527345401E-003
   0.45774196042727353E-008   0.528377364E-003
   0.45789603042405147E-008   0.529411773E-003
   0.45805010042082941E-008   0.530448160E-003
   0.45820417041760736E-008   0.531486236E-003
   0.45835824041438530E-008   0.532525475E-003
   0.45851231041116325E-008   0.533565530E-003
   0.45866638040794119E-008   0.534606050E-003
   0.45882045040471914E-008   0.535646512E-003
   0.45897452040149708E-008   0.536686392E-003
   0.45912859039827503E-008   0.537725573E-003
   0.45928266039505297E-008   0.538763241E-003
   0.45943673039183092E-008   0.539799512E-003
   0.45959080038860886E-008   0.540833629E-003
   0.45974487038538681E-008   0.541865127E-003
   0.45989894038216475E-008   0.542893831E-003
   0.46005301037894270E-008   0.543919159E-003
   0.46020708037572064E-008   0.544940762E-003
   0.46036115037249858E-008   0.545958232E-003
   0.46051522036927653E-008   0.546971278E-003
   0.46066929036605447E-008   0.547979376E-003
   0.46082336036283242E-008   0.548982120E-003
   0.46097743035961036E-008   0.549979217E-003
   0.46113150035638831E-008   0.550970086E-003
   0.46128557035316625E-008   0.551954552E-003
   0.46143964034994420E-008   0.552932033E-003
   0.46159371034672214E-008   0.553902239E-003
   0.46174778034350009E-008   0.554864877E-003
   0.46190185034027803E-008   0.555819308E-003
   0.46205592033705598E-008   0.556765532E-003
   0.46220999033383392E-008   0.557702733E-003
   0.46236406033061186E-008   0.558630796E-003
   0.46251813032738981E-008   0.559549255E-003
   0.46267220032416775E-008   0.560457760E-003
   0.46282627032094570E-008   0.561355962E-003
   0.46298034031772364E-008   0.562243396E-003
   0.46313441031450159E-008   0.563119887E-003
   0.46328848031127953E-008   0.563984911E-003
   0.46344255030805748E-008   0.564838061E-003
   0.46359662030483542E-008   0.565679104E-003
   0.46375069030161337E-008   0.566507748E-003
   0.46390476029839131E-008   0.567323412E-003
   0.46405883029516926E-008   0.568126037E-003
   0.46421290029194720E-008   0.568914984E-003
   0.46436697028872514E-008   0.569690077E-003
   0.46452104028550309E-008   0.570451026E-003
   0.46467511028228103E-008   0.571197364E-003
