t              2d_case.fdtd_Point probe_1_Ex_50_0_80.dat       incid
   0.16754204065771994E-007  -0.540326862E-002   0.000000000E+000
   0.16791938759613823E-007  -0.534059061E-002   0.000000000E+000
   0.16829673453455651E-007  -0.527830748E-002   0.000000000E+000
   0.16867408147297480E-007  -0.520292623E-002   0.000000000E+000
   0.16905142841139309E-007  -0.511084544E-002   0.000000000E+000
   0.16942877534981138E-007  -0.501515483E-002   0.000000000E+000
   0.16980612228822967E-007  -0.493441988E-002   0.000000000E+000
   0.17018346922664795E-007  -0.486520724E-002   0.000000000E+000
   0.17056081616506624E-007  -0.478480523E-002   0.000000000E+000
   0.17093816310348453E-007  -0.468571670E-002   0.000000000E+000
   0.17131551004190282E-007  -0.458379090E-002   0.000000000E+000
   0.17169285698032111E-007  -0.449179765E-002   0.000000000E+000
   0.17207020391873940E-007  -0.440642098E-002   0.000000000E+000
   0.17244755085715768E-007  -0.431789039E-002   0.000000000E+000
   0.17282489779557597E-007  -0.421851780E-002   0.000000000E+000
   0.17320224473399426E-007  -0.410934770E-002   0.000000000E+000
   0.17357959167241255E-007  -0.400293292E-002   0.000000000E+000
   0.17395693861083084E-007  -0.390831800E-002   0.000000000E+000
   0.17433428554924912E-007  -0.381661742E-002   0.000000000E+000
   0.17471163248766741E-007  -0.371425226E-002   0.000000000E+000
   0.17508897942608570E-007  -0.360242813E-002   0.000000000E+000
   0.17546632636450399E-007  -0.349186803E-002   0.000000000E+000
   0.17584367330292228E-007  -0.338753243E-002   0.000000000E+000
   0.17622102024134056E-007  -0.328643410E-002   0.000000000E+000
   0.17659836717975885E-007  -0.318260444E-002   0.000000000E+000
   0.17697571411817714E-007  -0.307163224E-002   0.000000000E+000
   0.17735306105659543E-007  -0.295598200E-002   0.000000000E+000
   0.17773040799501372E-007  -0.284361257E-002   0.000000000E+000
   0.17810775493343201E-007  -0.273764157E-002   0.000000000E+000
   0.17848510187185029E-007  -0.263240165E-002   0.000000000E+000
   0.17886244881026858E-007  -0.252186414E-002   0.000000000E+000
   0.17923979574868687E-007  -0.240664603E-002   0.000000000E+000
   0.17961714268710516E-007  -0.229154131E-002   0.000000000E+000
   0.17999448962552345E-007  -0.217992300E-002   0.000000000E+000
   0.18037183656394173E-007  -0.207121414E-002   0.000000000E+000
   0.18074918350236002E-007  -0.196203846E-002   0.000000000E+000
   0.18112653044077831E-007  -0.184937939E-002   0.000000000E+000
   0.18150387737919660E-007  -0.173342461E-002   0.000000000E+000
   0.18188122431761489E-007  -0.161815854E-002   0.000000000E+000
   0.18225857125603317E-007  -0.150792592E-002   0.000000000E+000
   0.18263591819445146E-007  -0.140167715E-002   0.000000000E+000
   0.18301326513286975E-007  -0.129316165E-002   0.000000000E+000
   0.18339061207128804E-007  -0.117916311E-002   0.000000000E+000
   0.18376795900970633E-007  -0.106361927E-002   0.000000000E+000
   0.18414530594812462E-007  -0.951831113E-003   0.000000000E+000
   0.18452265288654290E-007  -0.845274306E-003   0.000000000E+000
   0.18489999982496119E-007  -0.741485565E-003   0.000000000E+000
   0.18527734676337948E-007  -0.634687720E-003   0.000000000E+000
   0.18565469370179777E-007  -0.521136273E-003   0.000000000E+000
   0.18603204064021606E-007  -0.407122658E-003   0.000000000E+000
   0.18640938757863434E-007  -0.302721630E-003   0.000000000E+000
   0.18678673451705263E-007  -0.206012613E-003   0.000000000E+000
   0.18716408145547092E-007  -0.105301348E-003   0.000000000E+000
   0.18754142839388921E-007   0.374667434E-005   0.000000000E+000
   0.18791877533230750E-007   0.114577939E-003   0.000000000E+000
   0.18829612227072579E-007   0.219350710E-003   0.000000000E+000
   0.18867346920914407E-007   0.314619247E-003   0.000000000E+000
   0.18905081614756236E-007   0.405212108E-003   0.000000000E+000
   0.18942816308598065E-007   0.503371470E-003   0.000000000E+000
   0.18980551002439894E-007   0.612423406E-003   0.000000000E+000
   0.19018285696281723E-007   0.717421062E-003   0.000000000E+000
   0.19056020390123551E-007   0.806031923E-003   0.000000000E+000
   0.19093755083965380E-007   0.887380214E-003   0.000000000E+000
   0.19131489777807209E-007   0.977087650E-003   0.000000000E+000
   0.19169224471649038E-007   0.107706827E-002   0.000000000E+000
   0.19206959165490867E-007   0.117785565E-002   0.000000000E+000
   0.19244693859332695E-007   0.126819499E-002   0.000000000E+000
   0.19282428553174524E-007   0.134389545E-002   0.000000000E+000
   0.19320163247016353E-007   0.141736853E-002   0.000000000E+000
   0.19357897940858182E-007   0.150628842E-002   0.000000000E+000
   0.19395632634700011E-007   0.160590198E-002   0.000000000E+000
   0.19433367328541840E-007   0.169290521E-002   0.000000000E+000
   0.19471102022383668E-007   0.176010374E-002   0.000000000E+000
   0.19508836716225497E-007   0.182418467E-002   0.000000000E+000
   0.19546571410067326E-007   0.190020364E-002   0.000000000E+000
   0.19584306103909155E-007   0.198726146E-002   0.000000000E+000
   0.19622040797750984E-007   0.207280042E-002   0.000000000E+000
   0.19659775491592812E-007   0.214155135E-002   0.000000000E+000
   0.19697510185434641E-007   0.219337712E-002   0.000000000E+000
   0.19735244879276470E-007   0.225052796E-002   0.000000000E+000
   0.19772979573118299E-007   0.232848246E-002   0.000000000E+000
   0.19810714266960128E-007   0.241082325E-002   0.000000000E+000
   0.19848448960801957E-007   0.247365213E-002   0.000000000E+000
   0.19886183654643785E-007   0.251858449E-002   0.000000000E+000
   0.19923918348485614E-007   0.256466679E-002   0.000000000E+000
   0.19961653042327443E-007   0.262442301E-002   0.000000000E+000
